,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
13,Ishan Kishan,MJ Santner,Shubman Gill,0,0,0,10,89,2,9,0,2,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
14,Ishan Kishan,MJ Santner,Shubman Gill,0,0,0,10,89,2,10,0,3,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
15,Ishan Kishan,MJ Santner,Shubman Gill,0,1,1,11,88,2,11,0,4,3,wides,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
16,Ishan Kishan,MJ Santner,Shubman Gill,1,0,1,12,87,3,12,0,5,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
17,Shubman Gill,MJ Santner,Ishan Kishan,4,0,4,16,83,11,6,0,6,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
18,Shubman Gill,MJ Santner,Ishan Kishan,0,0,0,16,83,11,7,0,7,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
19,Shubman Gill,MJ Santner,Ishan Kishan,0,0,0,16,83,11,8,0,8,3,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
20,Ishan Kishan,MG Bracewell,Shubman Gill,0,0,0,16,83,3,13,0,1,4,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
21,Ishan Kishan,MG Bracewell,Shubman Gill,0,0,0,16,83,3,14,0,2,4,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
22,Ishan Kishan,MG Bracewell,Shubman Gill,0,0,0,16,83,3,15,0,3,4,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
23,Ishan Kishan,MG Bracewell,Shubman Gill,1,0,1,17,82,4,16,0,4,4,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
24,Shubman Gill,MG Bracewell,Ishan Kishan,0,0,0,17,82,11,9,1,5,4,-,caught,Shubman Gill,FH Allen,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
25,RA Tripathi,MG Bracewell,Ishan Kishan,0,0,0,17,82,0,1,1,6,4,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
26,Ishan Kishan,MJ Santner,RA Tripathi,1,0,1,18,81,5,17,1,1,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
27,RA Tripathi,MJ Santner,Ishan Kishan,1,0,1,19,80,1,2,1,2,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
28,Ishan Kishan,MJ Santner,RA Tripathi,0,1,1,20,79,5,18,1,3,5,wides,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
29,Ishan Kishan,MJ Santner,RA Tripathi,0,0,0,20,79,5,19,1,4,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
30,Ishan Kishan,MJ Santner,RA Tripathi,1,0,1,21,78,6,20,1,5,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
31,RA Tripathi,MJ Santner,Ishan Kishan,0,0,0,21,78,1,3,1,6,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
32,RA Tripathi,MJ Santner,Ishan Kishan,1,0,1,22,77,2,4,1,7,5,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
33,RA Tripathi,MG Bracewell,Ishan Kishan,1,0,1,23,76,3,5,1,1,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
34,Ishan Kishan,MG Bracewell,RA Tripathi,1,0,1,24,75,7,21,1,2,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
35,RA Tripathi,MG Bracewell,Ishan Kishan,0,0,0,24,75,3,6,1,3,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
36,RA Tripathi,MG Bracewell,Ishan Kishan,1,0,1,25,74,4,7,1,4,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
37,Ishan Kishan,MG Bracewell,RA Tripathi,4,0,4,29,70,11,22,1,5,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
38,Ishan Kishan,MG Bracewell,RA Tripathi,0,0,0,29,70,11,23,1,6,6,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
39,RA Tripathi,GD Phillips,Ishan Kishan,1,0,1,30,69,5,8,1,1,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
40,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,30,69,11,24,1,2,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
41,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,30,69,11,25,1,3,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
42,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,30,69,11,26,1,4,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
43,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,30,69,11,27,1,5,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
44,Ishan Kishan,GD Phillips,RA Tripathi,4,0,4,34,65,15,28,1,6,7,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
45,RA Tripathi,IS Sodhi,Ishan Kishan,4,0,4,38,61,9,9,1,1,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
46,RA Tripathi,IS Sodhi,Ishan Kishan,1,0,1,39,60,10,10,1,2,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
47,Ishan Kishan,IS Sodhi,RA Tripathi,0,0,0,39,60,15,29,1,3,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
48,Ishan Kishan,IS Sodhi,RA Tripathi,0,1,1,40,59,15,30,1,4,8,wides,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
49,Ishan Kishan,IS Sodhi,RA Tripathi,1,0,1,41,58,16,31,1,5,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
50,RA Tripathi,IS Sodhi,Ishan Kishan,2,0,2,43,56,12,11,1,6,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
51,RA Tripathi,IS Sodhi,Ishan Kishan,0,0,0,43,56,12,12,1,7,8,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
52,Ishan Kishan,GD Phillips,RA Tripathi,2,0,2,45,54,18,32,1,1,9,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
53,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,45,54,18,33,1,2,9,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
54,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,45,54,18,34,1,3,9,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
55,Ishan Kishan,GD Phillips,RA Tripathi,0,0,0,45,54,18,35,1,4,9,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
56,Ishan Kishan,GD Phillips,RA Tripathi,1,0,1,46,53,19,36,2,5,9,-,run out,Ishan Kishan,GD Phillips;MJ Santner,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
57,RA Tripathi,GD Phillips,SA Yadav,0,0,0,46,53,12,13,2,6,9,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
58,SA Yadav,MJ Santner,RA Tripathi,0,0,0,46,53,0,1,2,1,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
59,SA Yadav,MJ Santner,RA Tripathi,0,0,0,46,53,0,2,2,2,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
60,SA Yadav,MJ Santner,RA Tripathi,1,0,1,47,52,1,3,2,3,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
61,RA Tripathi,MJ Santner,SA Yadav,1,0,1,48,51,13,14,2,4,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
62,SA Yadav,MJ Santner,RA Tripathi,1,0,1,49,50,2,4,2,5,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
63,RA Tripathi,MJ Santner,SA Yadav,0,0,0,49,50,13,15,2,6,10,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
64,SA Yadav,IS Sodhi,RA Tripathi,1,0,1,50,49,3,5,2,1,11,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
65,RA Tripathi,IS Sodhi,SA Yadav,0,0,0,50,49,13,16,2,2,11,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
66,RA Tripathi,IS Sodhi,SA Yadav,0,0,0,50,49,13,17,2,3,11,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
67,RA Tripathi,IS Sodhi,SA Yadav,0,0,0,50,49,13,18,3,4,11,-,caught,RA Tripathi,GD Phillips,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
68,Washington Sundar,IS Sodhi,SA Yadav,1,0,1,51,48,1,1,3,5,11,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
69,SA Yadav,IS Sodhi,Washington Sundar,0,0,0,51,48,3,6,3,6,11,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
70,Washington Sundar,GD Phillips,SA Yadav,4,0,4,55,44,5,2,3,1,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
71,Washington Sundar,GD Phillips,SA Yadav,1,0,1,56,43,6,3,3,2,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
72,SA Yadav,GD Phillips,Washington Sundar,0,0,0,56,43,3,7,3,3,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
73,SA Yadav,GD Phillips,Washington Sundar,0,0,0,56,43,3,8,3,4,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
74,SA Yadav,GD Phillips,Washington Sundar,0,0,0,56,43,3,9,3,5,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
75,SA Yadav,GD Phillips,Washington Sundar,1,0,1,57,42,4,10,3,6,12,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
76,SA Yadav,IS Sodhi,Washington Sundar,2,0,2,59,40,6,11,3,1,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
77,SA Yadav,IS Sodhi,Washington Sundar,1,0,1,60,39,7,12,3,2,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
78,Washington Sundar,IS Sodhi,SA Yadav,1,0,1,61,38,7,4,3,3,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
79,SA Yadav,IS Sodhi,Washington Sundar,0,1,1,62,37,7,13,3,4,13,wides,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
80,SA Yadav,IS Sodhi,Washington Sundar,1,0,1,63,36,8,14,3,5,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
81,Washington Sundar,IS Sodhi,SA Yadav,1,0,1,64,35,8,5,3,6,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
82,SA Yadav,IS Sodhi,Washington Sundar,2,0,2,66,33,10,15,3,7,13,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
83,Washington Sundar,MG Bracewell,SA Yadav,1,0,1,67,32,9,6,3,1,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
84,SA Yadav,MG Bracewell,Washington Sundar,1,0,1,68,31,11,16,3,2,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
85,Washington Sundar,MG Bracewell,SA Yadav,0,0,0,68,31,9,7,3,3,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
86,Washington Sundar,MG Bracewell,SA Yadav,0,0,0,68,31,9,8,3,4,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
87,Washington Sundar,MG Bracewell,SA Yadav,1,0,1,69,30,10,9,3,5,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
88,SA Yadav,MG Bracewell,Washington Sundar,1,0,1,70,29,12,17,3,6,14,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
89,SA Yadav,GD Phillips,Washington Sundar,0,0,0,70,29,12,18,3,1,15,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
90,SA Yadav,GD Phillips,Washington Sundar,0,0,0,70,29,12,19,3,2,15,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
91,SA Yadav,GD Phillips,Washington Sundar,0,0,0,70,29,12,20,4,3,15,-,run out,Washington Sundar,BM Tickner,"{'by': 'New Zealand', 'umpire': 'Nitin Menon', 'batter': 'SA Yadav', 'decision': 'struck down'}",bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
92,HH Pandya,GD Phillips,SA Yadav,0,0,0,70,29,0,1,4,4,15,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
93,HH Pandya,GD Phillips,SA Yadav,1,0,1,71,28,1,2,4,5,15,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
94,SA Yadav,GD Phillips,HH Pandya,0,1,1,72,27,12,21,4,6,15,wides,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
95,SA Yadav,GD Phillips,HH Pandya,1,0,1,73,26,13,22,4,7,15,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
96,SA Yadav,IS Sodhi,HH Pandya,1,0,1,74,25,14,23,4,1,16,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
97,HH Pandya,IS Sodhi,SA Yadav,0,0,0,74,25,1,3,4,2,16,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
98,HH Pandya,IS Sodhi,SA Yadav,1,0,1,75,24,2,4,4,3,16,-,0,,,,bat,New Zealand,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,India,New Zealand
