,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
47,SSJ Brooks,IS Sodhi,JO Holder,0,0,0,57,128,30,27,4,-,3.0,7,"{'by': 'West Indies', 'umpire': 'PA Gustard', 'batter': 'SSJ Brooks', 'decision': 'upheld'}",0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
48,SSJ Brooks,IS Sodhi,JO Holder,0,0,0,57,128,30,28,4,-,4.0,7,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
49,SSJ Brooks,IS Sodhi,JO Holder,1,0,1,58,127,31,29,4,-,5.0,7,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
50,JO Holder,IS Sodhi,SSJ Brooks,0,0,0,58,127,2,3,4,-,6.0,7,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
51,SSJ Brooks,MJ Santner,JO Holder,0,0,0,58,127,31,30,4,-,1.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
52,SSJ Brooks,MJ Santner,JO Holder,0,0,0,58,127,31,31,4,-,2.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
53,SSJ Brooks,MJ Santner,JO Holder,0,0,0,58,127,31,32,4,-,3.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
54,SSJ Brooks,MJ Santner,JO Holder,2,0,2,60,125,33,33,4,-,4.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
55,SSJ Brooks,MJ Santner,JO Holder,0,0,0,60,125,33,34,4,-,5.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
56,SSJ Brooks,MJ Santner,JO Holder,0,0,0,60,125,33,35,4,-,6.0,8,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
57,JO Holder,IS Sodhi,SSJ Brooks,0,0,0,60,125,2,4,4,-,1.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
58,JO Holder,IS Sodhi,SSJ Brooks,1,0,1,61,124,3,5,4,-,2.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
59,SSJ Brooks,IS Sodhi,JO Holder,1,0,1,62,123,34,36,4,-,3.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
60,JO Holder,IS Sodhi,SSJ Brooks,1,0,1,63,122,4,6,4,-,4.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
61,SSJ Brooks,IS Sodhi,JO Holder,1,0,1,64,121,35,37,4,-,5.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
62,JO Holder,IS Sodhi,SSJ Brooks,4,0,4,68,117,8,7,4,-,6.0,9,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
63,SSJ Brooks,LH Ferguson,JO Holder,0,0,0,68,117,35,38,4,-,1.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
64,SSJ Brooks,LH Ferguson,JO Holder,0,1,1,69,116,35,39,4,wides,1.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
65,SSJ Brooks,LH Ferguson,JO Holder,1,0,1,70,115,36,40,4,-,2.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
66,JO Holder,LH Ferguson,SSJ Brooks,1,0,1,71,114,9,8,4,-,3.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
67,SSJ Brooks,LH Ferguson,JO Holder,0,0,0,71,114,36,41,4,-,4.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
68,SSJ Brooks,LH Ferguson,JO Holder,0,0,0,71,114,36,42,4,-,5.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
69,SSJ Brooks,LH Ferguson,JO Holder,0,0,0,71,114,36,43,4,-,6.0,10,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
70,JO Holder,MJ Santner,SSJ Brooks,1,0,1,72,113,10,9,4,-,1.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
71,SSJ Brooks,MJ Santner,JO Holder,0,0,0,72,113,36,44,4,-,2.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
72,SSJ Brooks,MJ Santner,JO Holder,6,0,6,78,107,42,45,4,-,3.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
73,SSJ Brooks,MJ Santner,JO Holder,0,1,1,79,106,42,46,4,wides,3.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
74,SSJ Brooks,MJ Santner,JO Holder,0,0,0,79,106,42,47,5,-,4.0,11,,caught,SSJ Brooks,DJ Mitchell,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
75,R Powell,MJ Santner,JO Holder,0,1,1,80,105,0,1,5,wides,4.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
76,R Powell,MJ Santner,JO Holder,0,0,0,80,105,0,2,5,-,5.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
77,R Powell,MJ Santner,JO Holder,1,0,1,81,104,1,3,5,-,6.0,11,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
78,R Powell,IS Sodhi,JO Holder,1,0,1,82,103,2,4,5,-,1.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
79,JO Holder,IS Sodhi,R Powell,1,0,1,83,102,11,10,5,-,2.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
80,R Powell,IS Sodhi,JO Holder,1,0,1,84,101,3,5,5,-,3.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
81,JO Holder,IS Sodhi,R Powell,2,0,2,86,99,13,11,5,-,4.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
82,JO Holder,IS Sodhi,R Powell,4,0,4,90,95,17,12,5,-,5.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
83,JO Holder,IS Sodhi,R Powell,0,0,0,90,95,17,13,5,-,6.0,12,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
84,R Powell,TG Southee,JO Holder,6,0,6,96,89,9,6,5,-,1.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
85,R Powell,TG Southee,JO Holder,1,0,1,97,88,10,7,5,-,2.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
86,JO Holder,TG Southee,R Powell,1,0,1,98,87,18,14,5,-,3.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
87,R Powell,TG Southee,JO Holder,0,0,0,98,87,10,8,5,-,4.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
88,R Powell,TG Southee,JO Holder,0,0,0,98,87,10,9,5,-,5.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
89,R Powell,TG Southee,JO Holder,1,0,1,99,86,11,10,5,-,6.0,13,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
90,R Powell,IS Sodhi,JO Holder,6,0,6,105,80,17,11,5,-,1.0,14,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
91,R Powell,IS Sodhi,JO Holder,1,0,1,106,79,18,12,5,-,2.0,14,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
92,JO Holder,IS Sodhi,R Powell,1,0,1,107,78,19,15,5,-,3.0,14,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
93,R Powell,IS Sodhi,JO Holder,0,0,0,107,78,18,13,6,-,4.0,14,,caught,R Powell,JDS Neesham,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
94,JO Holder,IS Sodhi,R Shepherd,1,0,1,108,77,20,16,6,-,5.0,14,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
95,R Shepherd,IS Sodhi,JO Holder,0,0,0,108,77,0,1,6,-,6.0,14,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
96,JO Holder,TA Boult,R Shepherd,4,0,4,112,73,24,17,6,-,1.0,15,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
97,JO Holder,TA Boult,R Shepherd,1,0,1,113,72,25,18,6,-,2.0,15,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
98,R Shepherd,TA Boult,JO Holder,1,0,1,114,71,1,2,6,-,3.0,15,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
99,JO Holder,TA Boult,R Shepherd,0,0,0,114,71,25,19,7,-,4.0,15,,caught,JO Holder,GD Phillips,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
100,R Shepherd,TA Boult,OF Smith,0,0,0,114,71,1,3,7,-,5.0,15,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
101,R Shepherd,TA Boult,OF Smith,0,0,0,114,71,1,4,7,-,6.0,15,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
102,OF Smith,LH Ferguson,R Shepherd,4,0,4,118,67,4,1,7,-,1.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
103,OF Smith,LH Ferguson,R Shepherd,0,0,0,118,67,4,2,7,-,2.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
104,OF Smith,LH Ferguson,R Shepherd,4,0,4,122,63,8,3,7,-,3.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
105,OF Smith,LH Ferguson,R Shepherd,0,0,0,122,63,8,4,7,-,4.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
106,OF Smith,LH Ferguson,R Shepherd,1,0,1,123,62,9,5,7,-,5.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
107,R Shepherd,LH Ferguson,OF Smith,1,0,1,124,61,2,5,7,-,6.0,16,,0,,,field,West Indies,2,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,West Indies,New Zealand,False,172
