,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
37,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,0,0,0,66,22,15,6,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
38,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,0,1,1,67,42,24,1,7,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
39,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,4,0,4,71,46,25,2,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
40,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,1,0,1,72,47,26,3,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
41,Karim Janat,DT Tiripano,Rahmanullah Gurbaz,0,0,0,72,22,16,4,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
42,Karim Janat,DT Tiripano,Rahmanullah Gurbaz,0,1,1,73,22,17,5,7,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
43,Karim Janat,DT Tiripano,Rahmanullah Gurbaz,1,0,1,74,23,18,6,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
44,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,1,0,1,75,48,27,7,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
45,Karim Janat,DT Tiripano,Rahmanullah Gurbaz,1,0,1,76,24,19,8,7,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
46,Karim Janat,R Ngarava,Rahmanullah Gurbaz,1,0,1,77,25,20,1,8,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
47,Rahmanullah Gurbaz,R Ngarava,Karim Janat,1,0,1,78,49,28,2,8,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
48,Karim Janat,R Ngarava,Rahmanullah Gurbaz,0,0,0,78,25,21,3,8,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
49,Karim Janat,R Ngarava,Rahmanullah Gurbaz,1,0,1,79,26,22,4,8,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
50,Rahmanullah Gurbaz,R Ngarava,Karim Janat,1,0,1,80,50,29,5,8,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
51,Karim Janat,R Ngarava,Rahmanullah Gurbaz,0,0,0,80,26,23,6,8,,-,caught,Karim Janat,R Mutumbami,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
52,Rahmanullah Gurbaz,Sikandar Raza,Asghar Stanikzai,1,0,1,81,51,30,1,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
53,Asghar Stanikzai,Sikandar Raza,Rahmanullah Gurbaz,0,0,0,81,0,1,2,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
54,Asghar Stanikzai,Sikandar Raza,Rahmanullah Gurbaz,0,0,0,81,0,2,3,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
55,Asghar Stanikzai,Sikandar Raza,Rahmanullah Gurbaz,1,0,1,82,1,3,4,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
56,Rahmanullah Gurbaz,Sikandar Raza,Asghar Stanikzai,6,0,6,88,57,31,5,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
57,Rahmanullah Gurbaz,Sikandar Raza,Asghar Stanikzai,1,0,1,89,58,32,6,9,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
58,Rahmanullah Gurbaz,DT Tiripano,Asghar Stanikzai,6,0,6,95,64,33,1,10,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
59,Rahmanullah Gurbaz,DT Tiripano,Asghar Stanikzai,0,0,0,95,64,34,2,10,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
60,Rahmanullah Gurbaz,DT Tiripano,Asghar Stanikzai,1,0,1,96,65,35,3,10,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
61,Asghar Stanikzai,DT Tiripano,Rahmanullah Gurbaz,0,4,4,100,1,4,4,10,{'legbyes': 4},legbyes,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
62,Asghar Stanikzai,DT Tiripano,Rahmanullah Gurbaz,0,1,1,101,1,5,5,10,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
63,Asghar Stanikzai,DT Tiripano,Rahmanullah Gurbaz,6,0,6,107,7,6,6,10,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
64,Asghar Stanikzai,DT Tiripano,Rahmanullah Gurbaz,1,0,1,108,8,7,7,10,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
65,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,0,1,1,109,8,8,1,11,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
66,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,1,0,1,110,9,9,2,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
67,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,0,0,0,110,65,36,3,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
68,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,6,0,6,116,71,37,4,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
69,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,1,0,1,117,72,38,5,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
70,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,0,0,0,117,9,10,6,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
71,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,0,0,0,117,9,11,7,11,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
72,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,6,0,6,123,78,39,1,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
73,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,1,0,1,124,79,40,2,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
74,Asghar Stanikzai,RP Burl,Rahmanullah Gurbaz,1,0,1,125,10,12,3,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
75,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,6,0,6,131,85,41,4,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
76,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,1,0,1,132,86,42,5,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
77,Asghar Stanikzai,RP Burl,Rahmanullah Gurbaz,1,0,1,133,11,13,6,12,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
78,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,0,0,0,133,11,14,1,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
79,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,1,0,1,134,12,15,2,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
80,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,0,0,0,134,86,43,3,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
81,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,0,0,0,134,86,44,4,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
82,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,0,2,2,136,86,45,5,13,{'wides': 2},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
83,Asghar Stanikzai,B Mavuta,Rahmanullah Gurbaz,1,0,1,137,13,16,6,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
84,Rahmanullah Gurbaz,B Mavuta,Asghar Stanikzai,0,0,0,137,86,46,7,13,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
85,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,4,0,4,141,17,17,1,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
86,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,0,1,1,142,17,18,2,14,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
87,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,0,1,1,143,17,19,3,14,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
88,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,0,0,0,143,17,20,4,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
89,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,0,1,1,144,17,21,5,14,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
90,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,4,0,4,148,21,22,6,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
91,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,1,0,1,149,22,23,7,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
92,Rahmanullah Gurbaz,R Ngarava,Asghar Stanikzai,1,0,1,150,87,47,8,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
93,Asghar Stanikzai,R Ngarava,Rahmanullah Gurbaz,4,0,4,154,26,24,9,14,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
94,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,0,0,0,154,87,48,1,15,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
95,Rahmanullah Gurbaz,RP Burl,Asghar Stanikzai,0,0,0,154,87,49,2,15,,-,caught,Rahmanullah Gurbaz,DT Tiripano,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
96,Mohammad Nabi,RP Burl,Asghar Stanikzai,0,0,0,154,0,1,3,15,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
97,Mohammad Nabi,RP Burl,Asghar Stanikzai,1,0,1,155,1,2,4,15,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
98,Asghar Stanikzai,RP Burl,Mohammad Nabi,0,0,0,155,26,25,5,15,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
99,Asghar Stanikzai,RP Burl,Mohammad Nabi,1,0,1,156,27,26,6,15,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
100,Asghar Stanikzai,DT Tiripano,Mohammad Nabi,1,0,1,157,28,27,1,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
101,Mohammad Nabi,DT Tiripano,Asghar Stanikzai,1,0,1,158,2,3,2,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
102,Asghar Stanikzai,DT Tiripano,Mohammad Nabi,4,0,4,162,32,28,3,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
103,Asghar Stanikzai,DT Tiripano,Mohammad Nabi,0,1,1,163,32,29,4,16,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
104,Asghar Stanikzai,DT Tiripano,Mohammad Nabi,1,0,1,164,33,30,5,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
105,Mohammad Nabi,DT Tiripano,Asghar Stanikzai,1,0,1,165,3,4,6,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
106,Asghar Stanikzai,DT Tiripano,Mohammad Nabi,1,0,1,166,34,31,7,16,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
107,Asghar Stanikzai,RP Burl,Mohammad Nabi,2,0,2,168,36,32,1,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
108,Asghar Stanikzai,RP Burl,Mohammad Nabi,1,0,1,169,37,33,2,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
109,Mohammad Nabi,RP Burl,Asghar Stanikzai,1,0,1,170,4,5,3,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
110,Asghar Stanikzai,RP Burl,Mohammad Nabi,0,0,0,170,37,34,4,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
111,Asghar Stanikzai,RP Burl,Mohammad Nabi,1,0,1,171,38,35,5,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
112,Mohammad Nabi,RP Burl,Asghar Stanikzai,1,0,1,172,5,6,6,17,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
113,Mohammad Nabi,B Muzarabani,Asghar Stanikzai,1,0,1,173,6,7,1,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
114,Asghar Stanikzai,B Muzarabani,Mohammad Nabi,0,0,0,173,38,36,2,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
115,Asghar Stanikzai,B Muzarabani,Mohammad Nabi,4,0,4,177,42,37,3,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
116,Asghar Stanikzai,B Muzarabani,Mohammad Nabi,1,0,1,178,43,38,4,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
117,Mohammad Nabi,B Muzarabani,Asghar Stanikzai,0,0,0,178,6,8,5,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
118,Mohammad Nabi,B Muzarabani,Asghar Stanikzai,0,0,0,178,6,9,6,18,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
119,Asghar Stanikzai,R Ngarava,Mohammad Nabi,0,0,0,178,43,39,1,19,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
120,Asghar Stanikzai,R Ngarava,Mohammad Nabi,4,0,4,182,47,40,2,19,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
121,Asghar Stanikzai,R Ngarava,Mohammad Nabi,1,0,1,183,48,41,3,19,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
122,Mohammad Nabi,R Ngarava,Asghar Stanikzai,1,0,1,184,7,10,4,19,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
123,Asghar Stanikzai,R Ngarava,Mohammad Nabi,1,0,1,185,49,42,5,19,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
124,Mohammad Nabi,R Ngarava,Asghar Stanikzai,0,0,0,185,7,11,6,19,,-,caught,Mohammad Nabi,B Mavuta,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
125,Rashid Khan,B Muzarabani,Asghar Stanikzai,1,0,1,186,1,1,1,20,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
126,Asghar Stanikzai,B Muzarabani,Rashid Khan,6,0,6,192,55,43,2,20,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
127,Asghar Stanikzai,B Muzarabani,Rashid Khan,0,0,0,192,55,44,3,20,,-,caught,Asghar Stanikzai,Sikandar Raza,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
128,Rashid Khan,B Muzarabani,Najibullah Zadran,6,0,6,198,7,2,4,20,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
129,Rashid Khan,B Muzarabani,Najibullah Zadran,0,0,0,198,7,3,5,20,,-,caught,Rashid Khan,R Mutumbami,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
130,Najibullah Zadran,B Muzarabani,Usman Ghani,0,0,0,198,0,1,6,20,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
