,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,Rahmanullah Gurbaz,Sikandar Raza,Karim Janat,0,0,0,0,0,1,1,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
1,Rahmanullah Gurbaz,Sikandar Raza,Karim Janat,1,0,1,1,1,2,2,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
2,Karim Janat,Sikandar Raza,Rahmanullah Gurbaz,0,0,0,1,0,1,3,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
3,Karim Janat,Sikandar Raza,Rahmanullah Gurbaz,1,0,1,2,1,2,4,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
4,Rahmanullah Gurbaz,Sikandar Raza,Karim Janat,4,0,4,6,5,3,5,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
5,Rahmanullah Gurbaz,Sikandar Raza,Karim Janat,1,0,1,7,6,4,6,1,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
6,Rahmanullah Gurbaz,R Ngarava,Karim Janat,0,0,0,7,6,5,1,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
7,Rahmanullah Gurbaz,R Ngarava,Karim Janat,2,0,2,9,8,6,2,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
8,Rahmanullah Gurbaz,R Ngarava,Karim Janat,0,1,1,10,8,7,3,2,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
9,Rahmanullah Gurbaz,R Ngarava,Karim Janat,6,0,6,16,14,8,4,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
10,Rahmanullah Gurbaz,R Ngarava,Karim Janat,6,0,6,22,20,9,5,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
11,Rahmanullah Gurbaz,R Ngarava,Karim Janat,0,0,0,22,20,10,6,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
12,Rahmanullah Gurbaz,R Ngarava,Karim Janat,0,0,0,22,20,11,7,2,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
13,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,2,0,2,24,3,3,1,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
14,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,1,0,1,25,4,4,2,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
15,Rahmanullah Gurbaz,B Muzarabani,Karim Janat,0,1,1,26,20,12,3,3,{'wides': 1},wides,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
16,Rahmanullah Gurbaz,B Muzarabani,Karim Janat,4,0,4,30,24,13,4,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
17,Rahmanullah Gurbaz,B Muzarabani,Karim Janat,1,0,1,31,25,14,5,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
18,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,0,0,0,31,4,5,6,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
19,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,2,0,2,33,6,6,7,3,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
20,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,4,0,4,37,29,15,1,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
21,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,2,0,2,39,31,16,2,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
22,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,4,0,4,43,35,17,3,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
23,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,0,0,0,43,35,18,4,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
24,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,0,0,0,43,35,19,5,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
25,Rahmanullah Gurbaz,DT Tiripano,Karim Janat,1,0,1,44,36,20,6,4,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
26,Rahmanullah Gurbaz,SC Williams,Karim Janat,4,0,4,48,40,21,1,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
27,Rahmanullah Gurbaz,SC Williams,Karim Janat,1,0,1,49,41,22,2,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
28,Karim Janat,SC Williams,Rahmanullah Gurbaz,4,0,4,53,10,7,3,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
29,Karim Janat,SC Williams,Rahmanullah Gurbaz,4,0,4,57,14,8,4,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
30,Karim Janat,SC Williams,Rahmanullah Gurbaz,0,0,0,57,14,9,5,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
31,Karim Janat,SC Williams,Rahmanullah Gurbaz,1,0,1,58,15,10,6,5,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
32,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,1,0,1,59,16,11,1,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
33,Rahmanullah Gurbaz,B Muzarabani,Karim Janat,1,0,1,60,42,23,2,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
34,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,4,0,4,64,20,12,3,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
35,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,0,0,0,64,20,13,4,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
36,Karim Janat,B Muzarabani,Rahmanullah Gurbaz,2,0,2,66,22,14,5,6,,-,0,,,field,Zimbabwe,1,Sheikh Zayed Stadium,2021-03-17,Afghanistan,Zimbabwe
