,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,CH Gayle,Harbhajan Singh,S Chanderpaul,1,0,1,1,,1,1,0,1,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
1,S Chanderpaul,Harbhajan Singh,CH Gayle,1,0,1,2,,1,1,0,2,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
2,CH Gayle,Harbhajan Singh,S Chanderpaul,0,0,0,2,,1,2,0,3,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
3,CH Gayle,Harbhajan Singh,S Chanderpaul,0,0,0,2,,1,3,0,4,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
4,CH Gayle,Harbhajan Singh,S Chanderpaul,0,0,0,2,,1,4,0,5,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
5,CH Gayle,Harbhajan Singh,S Chanderpaul,0,0,0,2,,1,5,0,6,0,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
6,S Chanderpaul,Z Khan,CH Gayle,2,0,2,4,,3,2,0,1,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
7,S Chanderpaul,Z Khan,CH Gayle,0,0,0,4,,3,3,0,2,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
8,S Chanderpaul,Z Khan,CH Gayle,0,0,0,4,,3,4,0,3,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
9,S Chanderpaul,Z Khan,CH Gayle,0,0,0,4,,3,5,0,4,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
10,S Chanderpaul,Z Khan,CH Gayle,0,0,0,4,,3,6,0,5,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
11,S Chanderpaul,Z Khan,CH Gayle,0,0,0,4,,3,7,0,6,1,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
12,CH Gayle,Harbhajan Singh,S Chanderpaul,2,0,2,6,,3,6,0,1,2,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
13,CH Gayle,Harbhajan Singh,S Chanderpaul,6,0,6,12,,9,7,0,2,2,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
14,CH Gayle,Harbhajan Singh,S Chanderpaul,0,0,0,12,,9,8,0,3,2,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
15,CH Gayle,Harbhajan Singh,S Chanderpaul,1,0,1,13,,10,9,0,4,2,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
16,S Chanderpaul,Harbhajan Singh,CH Gayle,0,0,0,13,,3,8,0,5,2,-,0,,,field,India,1,"Kensington Oval, Bridgetown",2010,05,West Indies_India_2010-05-09,West Indies,West Indies,India,True,169
