,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,RR Hendricks,Imad Wasim,JN Malan,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
1,RR Hendricks,Imad Wasim,JN Malan,0,0,0,0,,0,2,0,-,2.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
2,RR Hendricks,Imad Wasim,JN Malan,0,0,0,0,,0,3,0,-,3.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
3,RR Hendricks,Imad Wasim,JN Malan,0,0,0,0,,0,4,0,-,4.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
4,RR Hendricks,Imad Wasim,JN Malan,1,0,1,1,,1,5,0,-,5.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
5,JN Malan,Imad Wasim,RR Hendricks,1,0,1,2,,1,1,0,-,6.0,0,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Orthodox
6,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,1,1,3,,1,1,0,wides,0.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
7,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,0,0,3,,1,2,0,-,1.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
8,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,0,0,3,,1,3,0,-,2.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
9,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,0,0,3,,1,4,0,-,3.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
10,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,0,0,3,,1,5,0,-,4.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
11,JN Malan,Shaheen Shah Afridi,RR Hendricks,1,0,1,4,,2,6,0,-,5.0,1,0,,,,field,Pakistan,1,The Wanderers Stadium,2019,02,South Africa_Pakistan_2019-02-03,South Africa,South Africa,Pakistan,True,188,Right hand Bat,Right hand Bat,Left arm Fast
