,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,KR Mayers,AR Patel,BA King,0,0,0,0,159,0,1,0,1,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
1,KR Mayers,AR Patel,BA King,0,0,0,0,159,0,2,0,2,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
2,KR Mayers,AR Patel,BA King,6,0,6,6,153,6,3,0,3,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
3,KR Mayers,AR Patel,BA King,3,0,3,9,150,9,4,0,4,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
4,BA King,AR Patel,KR Mayers,1,0,1,10,149,1,1,0,5,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
5,KR Mayers,AR Patel,BA King,4,0,4,14,145,13,5,0,6,1,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
6,BA King,Arshdeep Singh,KR Mayers,0,0,0,14,145,1,2,0,1,2,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
7,BA King,Arshdeep Singh,KR Mayers,1,0,1,15,144,2,3,0,2,2,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
8,KR Mayers,Arshdeep Singh,BA King,4,0,4,19,140,17,6,0,3,2,0,,,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
9,KR Mayers,Arshdeep Singh,BA King,0,0,0,19,140,17,7,1,4,2,caught,KR Mayers,SV Samson,-,bat,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,West Indies,India,178
