,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Sarfraz Ahmed,AP Devcich,Ahmed Shehzad,1,0,1,1,143,1,1,0,1,0,,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
1,Ahmed Shehzad,AP Devcich,Sarfraz Ahmed,1,0,1,2,142,1,1,0,2,0,,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
2,Sarfraz Ahmed,AP Devcich,Ahmed Shehzad,0,0,0,2,142,1,2,0,3,0,,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
3,Sarfraz Ahmed,AP Devcich,Ahmed Shehzad,0,0,0,2,142,1,3,1,4,lbw,Sarfraz Ahmed,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
4,Mohammad Hafeez,AP Devcich,Ahmed Shehzad,1,0,1,3,141,1,1,1,5,0,,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
5,Ahmed Shehzad,AP Devcich,Mohammad Hafeez,0,0,0,3,141,1,2,1,6,0,,,0,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
6,Mohammad Hafeez,MJ Henry,Ahmed Shehzad,0,0,0,3,141,1,2,1,1,0,,,1,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
7,Mohammad Hafeez,MJ Henry,Ahmed Shehzad,0,0,0,3,141,1,3,1,2,0,,,1,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
8,Mohammad Hafeez,MJ Henry,Ahmed Shehzad,4,0,4,7,137,5,4,1,3,0,,,1,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
9,Mohammad Hafeez,MJ Henry,Ahmed Shehzad,4,0,4,11,133,9,5,1,4,0,,,1,-,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-05,New Zealand,Pakistan,New Zealand,127
