,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Shahzaib Hasan,JA Morkel,Imran Farhat,1,0,1,1,,1,1,0,1,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
1,Imran Farhat,JA Morkel,Shahzaib Hasan,0,0,0,1,,0,1,0,2,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
2,Imran Farhat,JA Morkel,Shahzaib Hasan,0,1,1,2,,0,2,0,3,wides,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
3,Imran Farhat,JA Morkel,Shahzaib Hasan,0,1,1,3,,0,3,0,4,wides,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
4,Imran Farhat,JA Morkel,Shahzaib Hasan,4,0,4,7,,4,4,0,5,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
5,Imran Farhat,JA Morkel,Shahzaib Hasan,4,0,4,11,,8,5,0,6,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
6,Imran Farhat,JA Morkel,Shahzaib Hasan,0,0,0,11,,8,6,0,7,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
7,Imran Farhat,JA Morkel,Shahzaib Hasan,0,1,1,12,,8,7,0,8,wides,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
8,Imran Farhat,JA Morkel,Shahzaib Hasan,0,1,1,13,,8,8,0,9,wides,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
9,Imran Farhat,JA Morkel,Shahzaib Hasan,1,0,1,14,,9,9,0,10,-,0,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
10,Imran Farhat,LL Tsotsobe,Shahzaib Hasan,0,0,0,14,,9,10,0,1,-,1,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
11,Imran Farhat,LL Tsotsobe,Shahzaib Hasan,1,0,1,15,,10,11,0,2,-,1,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
12,Shahzaib Hasan,LL Tsotsobe,Imran Farhat,0,0,0,15,,1,2,0,3,-,1,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
13,Shahzaib Hasan,LL Tsotsobe,Imran Farhat,0,0,0,15,,1,3,0,4,-,1,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
14,Shahzaib Hasan,LL Tsotsobe,Imran Farhat,1,0,1,16,,2,4,0,5,-,1,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
15,Imran Farhat,LL Tsotsobe,Shahzaib Hasan,0,0,0,16,,10,12,1,6,-,1,caught,Imran Farhat,GC Smith,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
16,Shahzaib Hasan,M Morkel,Mohammad Hafeez,0,0,0,16,,2,5,1,1,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
17,Shahzaib Hasan,M Morkel,Mohammad Hafeez,0,1,1,17,,2,6,1,2,noballs,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
18,Shahzaib Hasan,M Morkel,Mohammad Hafeez,1,1,2,19,,3,7,1,3,noballs,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
19,Mohammad Hafeez,M Morkel,Shahzaib Hasan,4,0,4,23,,4,1,1,4,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
20,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,23,,4,2,1,5,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
21,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,23,,4,3,1,6,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
22,Mohammad Hafeez,M Morkel,Shahzaib Hasan,4,0,4,27,,8,4,1,7,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
23,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,27,,8,5,1,8,-,2,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
24,Shahzaib Hasan,LL Tsotsobe,Mohammad Hafeez,1,0,1,28,,4,8,1,1,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
25,Mohammad Hafeez,LL Tsotsobe,Shahzaib Hasan,1,0,1,29,,9,6,1,2,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
26,Shahzaib Hasan,LL Tsotsobe,Mohammad Hafeez,1,0,1,30,,5,9,1,3,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
27,Mohammad Hafeez,LL Tsotsobe,Shahzaib Hasan,1,0,1,31,,10,7,1,4,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
28,Shahzaib Hasan,LL Tsotsobe,Mohammad Hafeez,1,0,1,32,,6,10,1,5,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
29,Mohammad Hafeez,LL Tsotsobe,Shahzaib Hasan,2,0,2,34,,12,8,1,6,-,3,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
30,Shahzaib Hasan,M Morkel,Mohammad Hafeez,0,0,0,34,,6,11,1,1,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
31,Shahzaib Hasan,M Morkel,Mohammad Hafeez,0,1,1,35,,6,12,1,2,noballs,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
32,Shahzaib Hasan,M Morkel,Mohammad Hafeez,3,0,3,38,,9,13,1,3,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
33,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,38,,12,9,1,4,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
34,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,38,,12,10,1,5,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
35,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,38,,12,11,1,6,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
36,Mohammad Hafeez,M Morkel,Shahzaib Hasan,0,0,0,38,,12,12,1,7,-,4,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
37,Shahzaib Hasan,LL Tsotsobe,Mohammad Hafeez,0,0,0,38,,9,14,2,1,-,5,caught,Shahzaib Hasan,JP Duminy,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
38,Mohammad Hafeez,LL Tsotsobe,Umar Akmal,0,0,0,38,,12,13,2,2,-,5,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
39,Mohammad Hafeez,LL Tsotsobe,Umar Akmal,0,1,1,39,,12,14,2,3,legbyes,5,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
40,Umar Akmal,LL Tsotsobe,Mohammad Hafeez,0,0,0,39,,0,1,2,4,-,5,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
41,Umar Akmal,LL Tsotsobe,Mohammad Hafeez,0,0,0,39,,0,2,2,5,-,5,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
42,Umar Akmal,LL Tsotsobe,Mohammad Hafeez,4,0,4,43,,4,3,2,6,-,5,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
43,Mohammad Hafeez,J Theron,Umar Akmal,1,0,1,44,,13,15,2,1,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
44,Umar Akmal,J Theron,Mohammad Hafeez,0,0,0,44,,4,4,2,2,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
45,Umar Akmal,J Theron,Mohammad Hafeez,0,0,0,44,,4,5,2,3,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
46,Umar Akmal,J Theron,Mohammad Hafeez,0,0,0,44,,4,6,2,4,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
47,Umar Akmal,J Theron,Mohammad Hafeez,2,0,2,46,,6,7,2,5,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
48,Umar Akmal,J Theron,Mohammad Hafeez,0,0,0,46,,6,8,2,6,-,6,0,,,bat,Pakistan,1,Sheikh Zayed Stadium,2010,10,Pakistan_South Africa_2010-10-26,South Africa,Pakistan,South Africa,False,119
