,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,DA Miller,SL Malinga,HE van der Dussen,1,0,1,1,,1,1,0,-,1.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
1,HE van der Dussen,SL Malinga,DA Miller,1,0,1,2,,1,1,0,-,2.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
2,DA Miller,SL Malinga,HE van der Dussen,6,0,6,8,,7,2,0,-,3.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
3,DA Miller,SL Malinga,HE van der Dussen,0,0,0,8,,7,3,0,-,4.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
4,DA Miller,SL Malinga,HE van der Dussen,4,0,4,12,,11,4,0,-,5.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
5,DA Miller,SL Malinga,HE van der Dussen,2,0,2,14,,13,5,0,-,6.0,0,0,field,South Africa,3,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,South Africa,Sri Lanka,,14
