,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,JJ Roy,KA Maharaj,JC Buttler,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
1,JJ Roy,KA Maharaj,JC Buttler,1,0,1,1,,1,2,0,-,2.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
2,JC Buttler,KA Maharaj,JJ Roy,4,0,4,5,,4,1,0,-,3.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
3,JC Buttler,KA Maharaj,JJ Roy,1,0,1,6,,5,2,0,-,4.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
4,JJ Roy,KA Maharaj,JC Buttler,1,0,1,7,,2,3,0,-,5.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
5,JC Buttler,KA Maharaj,JJ Roy,6,0,6,13,,11,3,0,-,6.0,0,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Left arm Orthodox
6,JJ Roy,K Rabada,JC Buttler,1,0,1,14,,3,4,0,-,1.0,1,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Right arm Fast
7,JC Buttler,K Rabada,JJ Roy,1,0,1,15,,12,4,0,-,2.0,1,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Right arm Fast
8,JJ Roy,K Rabada,JC Buttler,0,0,0,15,,3,5,0,-,3.0,1,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Right arm Fast
9,JJ Roy,K Rabada,JC Buttler,0,0,0,15,,3,6,0,-,4.0,1,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Right arm Fast
10,JJ Roy,K Rabada,JC Buttler,0,0,0,15,,3,7,0,-,5.0,1,0,,,,field,South Africa,1,"County Ground, Bristol",2022,07,England_South Africa_2022-07-27,England,England,South Africa,True,234,Right hand Bat,Right hand Bat,Right arm Fast
