,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,T Bavuma,Shaheen Shah Afridi,Q de Kock,1,0,1,1,184,1,1,0,-,1.0,0,,,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Left arm Fast
1,Q de Kock,Shaheen Shah Afridi,T Bavuma,0,0,0,1,184,0,1,0,-,2.0,0,,,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
2,Q de Kock,Shaheen Shah Afridi,T Bavuma,0,0,0,1,184,0,2,0,-,3.0,0,,,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
3,Q de Kock,Shaheen Shah Afridi,T Bavuma,0,0,0,1,184,0,3,0,-,4.0,0,,,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
4,Q de Kock,Shaheen Shah Afridi,T Bavuma,0,0,0,1,184,0,4,0,-,5.0,0,,,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
5,Q de Kock,Shaheen Shah Afridi,T Bavuma,0,0,0,1,184,0,5,1,-,6.0,caught,Q de Kock,Mohammad Haris,0,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
6,T Bavuma,Naseem Shah,RR Rossouw,0,1,1,2,183,1,1,1,wides,0.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Right arm Fast
7,T Bavuma,Naseem Shah,RR Rossouw,1,0,1,3,182,2,2,1,-,1.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Right arm Fast
8,RR Rossouw,Naseem Shah,T Bavuma,0,0,0,3,182,0,1,1,-,2.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Right arm Fast
9,RR Rossouw,Naseem Shah,T Bavuma,6,0,6,9,176,6,2,1,-,3.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Right arm Fast
10,RR Rossouw,Naseem Shah,T Bavuma,1,0,1,10,175,7,3,1,-,4.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Right arm Fast
11,T Bavuma,Naseem Shah,RR Rossouw,4,0,4,14,171,6,3,1,-,5.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Right arm Fast
12,T Bavuma,Naseem Shah,RR Rossouw,1,0,1,15,170,7,4,1,-,6.0,0,,,1,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Right arm Fast
13,T Bavuma,Shaheen Shah Afridi,RR Rossouw,1,0,1,16,169,8,5,1,-,1.0,0,,,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Left hand Bat,Left arm Fast
14,RR Rossouw,Shaheen Shah Afridi,T Bavuma,0,0,0,16,169,7,4,1,-,2.0,0,,,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
15,RR Rossouw,Shaheen Shah Afridi,T Bavuma,0,0,0,16,169,7,5,1,-,3.0,0,,,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
16,RR Rossouw,Shaheen Shah Afridi,T Bavuma,0,0,0,16,169,7,6,2,-,4.0,caught,RR Rossouw,Naseem Shah,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Left hand Bat,Right hand Bat,Left arm Fast
17,AK Markram,Shaheen Shah Afridi,T Bavuma,0,0,0,16,169,0,1,2,-,5.0,0,,,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Left arm Fast
18,AK Markram,Shaheen Shah Afridi,T Bavuma,0,0,0,16,169,0,2,2,-,6.0,0,,,2,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Left arm Fast
19,T Bavuma,Haris Rauf,AK Markram,4,0,4,20,165,12,6,2,-,1.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
20,T Bavuma,Haris Rauf,AK Markram,2,0,2,22,163,14,7,2,-,2.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
21,T Bavuma,Haris Rauf,AK Markram,0,1,1,23,162,14,7,2,wides,2.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
22,T Bavuma,Haris Rauf,AK Markram,4,0,4,27,158,18,8,2,-,3.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
23,T Bavuma,Haris Rauf,AK Markram,1,0,1,28,157,19,9,2,-,4.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
24,AK Markram,Haris Rauf,T Bavuma,4,0,4,32,153,4,3,2,-,5.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
25,AK Markram,Haris Rauf,T Bavuma,4,0,4,36,149,8,4,2,-,6.0,0,,,3,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
26,T Bavuma,Naseem Shah,AK Markram,1,0,1,37,148,20,10,2,-,1.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
27,AK Markram,Naseem Shah,T Bavuma,0,0,0,37,148,8,5,2,-,2.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
28,AK Markram,Naseem Shah,T Bavuma,0,0,0,37,148,8,6,2,-,3.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
29,AK Markram,Naseem Shah,T Bavuma,2,0,2,39,146,10,7,2,-,4.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
30,AK Markram,Naseem Shah,T Bavuma,0,0,0,39,146,10,8,2,-,5.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
31,AK Markram,Naseem Shah,T Bavuma,0,0,0,39,146,10,9,2,-,6.0,0,,,4,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
32,T Bavuma,Mohammad Wasim,AK Markram,4,0,4,43,142,24,11,2,-,1.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
33,T Bavuma,Mohammad Wasim,AK Markram,0,0,0,43,142,24,12,2,-,2.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
34,T Bavuma,Mohammad Wasim,AK Markram,1,0,1,44,141,25,13,2,-,3.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
35,AK Markram,Mohammad Wasim,T Bavuma,1,0,1,45,140,11,10,2,-,4.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
36,T Bavuma,Mohammad Wasim,AK Markram,2,0,2,47,138,27,14,2,-,5.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
37,T Bavuma,Mohammad Wasim,AK Markram,1,0,1,48,137,28,15,2,-,6.0,0,,,5,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
38,T Bavuma,Haris Rauf,AK Markram,6,0,6,54,131,34,16,2,-,1.0,0,,,6,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
39,T Bavuma,Haris Rauf,AK Markram,1,0,1,55,130,35,17,2,-,2.0,0,,,6,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
40,AK Markram,Haris Rauf,T Bavuma,4,0,4,59,126,15,11,2,-,3.0,0,,,6,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
41,AK Markram,Haris Rauf,T Bavuma,1,0,1,60,125,16,12,2,-,4.0,0,,,6,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
42,T Bavuma,Haris Rauf,AK Markram,1,0,1,61,124,36,18,2,-,5.0,0,,,6,,bat,Pakistan,2,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,South Africa,Pakistan,False,108,Right hand Bat,Right hand Bat,Right arm Fast
