,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Babar Azam,AY Patel,Sahibzada Farhan,4,0,4,4,,4,1,0,-,1.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Left arm Orthodox
1,Babar Azam,AY Patel,Sahibzada Farhan,0,0,0,4,,4,2,0,-,2.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Left arm Orthodox
2,Babar Azam,AY Patel,Sahibzada Farhan,0,0,0,4,,4,3,0,-,3.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Left arm Orthodox
3,Babar Azam,AY Patel,Sahibzada Farhan,1,0,1,5,,5,4,0,-,4.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Left arm Orthodox
4,Sahibzada Farhan,AY Patel,Babar Azam,0,0,0,5,,0,1,0,-,5.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,,Right hand Bat,Left arm Orthodox
5,Sahibzada Farhan,AY Patel,Babar Azam,0,0,0,5,,0,2,0,-,6.0,0,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,,Right hand Bat,Left arm Orthodox
6,Babar Azam,TG Southee,Sahibzada Farhan,0,0,0,5,,5,5,0,-,1.0,1,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Right arm Medium
7,Babar Azam,TG Southee,Sahibzada Farhan,2,0,2,7,,7,6,0,-,2.0,1,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Right arm Medium
8,Babar Azam,TG Southee,Sahibzada Farhan,0,1,1,8,,7,7,0,legbyes,3.0,1,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,Right hand Bat,,Right arm Medium
9,Sahibzada Farhan,TG Southee,Babar Azam,0,0,0,8,,0,3,0,-,4.0,1,0,,,,bat,Pakistan,1,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,Pakistan,New Zealand,True,148,,Right hand Bat,Right arm Medium
