,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
64,DA Miller,Rubel Hossain,HM Amla,1,0,1,82,113,2,4,3,5,11,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
65,HM Amla,Rubel Hossain,DA Miller,1,0,1,83,112,52,34,3,6,11,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
66,HM Amla,Mohammad Saifuddin,DA Miller,1,0,1,84,111,53,35,3,1,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
67,DA Miller,Mohammad Saifuddin,HM Amla,2,0,2,86,109,4,5,3,2,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
68,DA Miller,Mohammad Saifuddin,HM Amla,1,0,1,87,108,5,6,3,3,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
69,HM Amla,Mohammad Saifuddin,DA Miller,2,0,2,89,106,55,36,3,4,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
70,HM Amla,Mohammad Saifuddin,DA Miller,2,0,2,91,104,57,37,3,5,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
71,HM Amla,Mohammad Saifuddin,DA Miller,4,0,4,95,100,61,38,3,6,12,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
72,DA Miller,Taskin Ahmed,HM Amla,4,0,4,99,96,9,7,3,1,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
73,DA Miller,Taskin Ahmed,HM Amla,0,0,0,99,96,9,8,3,2,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
74,DA Miller,Taskin Ahmed,HM Amla,1,0,1,100,95,10,9,3,3,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
75,HM Amla,Taskin Ahmed,DA Miller,2,0,2,102,93,63,39,3,4,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
76,HM Amla,Taskin Ahmed,DA Miller,2,0,2,104,91,65,40,3,5,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
77,HM Amla,Taskin Ahmed,DA Miller,4,0,4,108,87,69,41,3,6,13,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
78,DA Miller,Mehedi Hasan Miraz,HM Amla,2,0,2,110,85,12,10,3,1,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
79,DA Miller,Mehedi Hasan Miraz,HM Amla,4,0,4,114,81,16,11,3,2,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
80,DA Miller,Mehedi Hasan Miraz,HM Amla,1,0,1,115,80,17,12,3,3,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
81,HM Amla,Mehedi Hasan Miraz,DA Miller,4,0,4,119,76,73,42,3,4,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
82,HM Amla,Mehedi Hasan Miraz,DA Miller,4,0,4,123,72,77,43,3,5,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
83,HM Amla,Mehedi Hasan Miraz,DA Miller,1,0,1,124,71,78,44,3,6,14,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
84,HM Amla,Mahmudullah,DA Miller,1,0,1,125,70,79,45,3,1,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
85,DA Miller,Mahmudullah,HM Amla,1,0,1,126,69,18,13,3,2,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
86,HM Amla,Mahmudullah,DA Miller,1,0,1,127,68,80,46,3,3,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
87,DA Miller,Mahmudullah,HM Amla,0,0,0,127,68,18,14,3,4,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
88,DA Miller,Mahmudullah,HM Amla,6,0,6,133,62,24,15,3,5,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
89,DA Miller,Mahmudullah,HM Amla,1,0,1,134,61,25,16,3,6,15,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
90,DA Miller,Rubel Hossain,HM Amla,1,0,1,135,60,26,17,3,1,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
91,HM Amla,Rubel Hossain,DA Miller,4,0,4,139,56,84,47,3,2,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
92,HM Amla,Rubel Hossain,DA Miller,1,0,1,140,55,85,48,3,3,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
93,DA Miller,Rubel Hossain,HM Amla,4,0,4,144,51,30,18,3,4,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
94,DA Miller,Rubel Hossain,HM Amla,6,0,6,150,45,36,19,3,5,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
95,DA Miller,Rubel Hossain,HM Amla,0,1,1,151,44,36,20,3,6,16,0,,,wides,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
96,DA Miller,Rubel Hossain,HM Amla,6,0,6,157,38,42,21,3,7,16,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
97,HM Amla,Mohammad Saifuddin,DA Miller,0,0,0,157,38,85,49,3,1,17,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
98,HM Amla,Mohammad Saifuddin,DA Miller,0,0,0,157,38,85,50,3,2,17,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
99,HM Amla,Mohammad Saifuddin,DA Miller,0,0,0,157,38,85,51,4,3,17,caught,HM Amla,Soumya Sarkar,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
100,DA Miller,Mohammad Saifuddin,F Behardien,4,0,4,161,34,46,22,4,4,17,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
101,DA Miller,Mohammad Saifuddin,F Behardien,1,0,1,162,33,47,23,4,5,17,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
102,F Behardien,Mohammad Saifuddin,DA Miller,1,0,1,163,32,1,1,4,6,17,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
103,F Behardien,Taskin Ahmed,DA Miller,2,0,2,165,30,3,2,4,1,18,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
104,F Behardien,Taskin Ahmed,DA Miller,1,0,1,166,29,4,3,4,2,18,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
105,DA Miller,Taskin Ahmed,F Behardien,0,1,1,167,28,47,24,4,3,18,0,,,wides,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
106,DA Miller,Taskin Ahmed,F Behardien,4,0,4,171,24,51,25,4,4,18,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
107,DA Miller,Taskin Ahmed,F Behardien,6,0,6,177,18,57,26,4,5,18,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
108,DA Miller,Taskin Ahmed,F Behardien,0,1,1,178,17,57,27,4,6,18,0,,,legbyes,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
109,F Behardien,Taskin Ahmed,DA Miller,0,0,0,178,17,4,4,4,7,18,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
110,DA Miller,Mohammad Saifuddin,F Behardien,6,0,6,184,11,63,28,4,1,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
111,DA Miller,Mohammad Saifuddin,F Behardien,6,0,6,190,5,69,29,4,2,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
112,DA Miller,Mohammad Saifuddin,F Behardien,6,0,6,196,-1,75,30,4,3,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
113,DA Miller,Mohammad Saifuddin,F Behardien,6,0,6,202,-7,81,31,4,4,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
114,DA Miller,Mohammad Saifuddin,F Behardien,6,0,6,208,-13,87,32,4,5,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
115,DA Miller,Mohammad Saifuddin,F Behardien,1,0,1,209,-14,88,33,4,6,19,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
116,DA Miller,Rubel Hossain,F Behardien,4,0,4,213,-18,92,34,4,1,20,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
117,DA Miller,Rubel Hossain,F Behardien,4,0,4,217,-22,96,35,4,2,20,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
118,DA Miller,Rubel Hossain,F Behardien,2,0,2,219,-24,98,36,4,3,20,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
119,DA Miller,Rubel Hossain,F Behardien,2,0,2,221,-26,100,37,4,4,20,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
120,DA Miller,Rubel Hossain,F Behardien,1,0,1,222,-27,101,38,4,5,20,0,,,-,field,Bangladesh,1,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,South Africa,Bangladesh,224
