,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,0,0,0,0,150,0,1,0,1,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
1,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,2,0,2,2,148,2,2,0,2,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
2,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,0,0,0,2,148,2,3,0,3,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
3,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,0,0,0,2,148,2,4,0,4,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
4,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,0,0,0,2,148,2,5,0,5,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
5,Sharjeel Khan,KMDN Kulasekara,Mohammad Hafeez,0,0,0,2,148,2,6,0,6,1,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
6,Mohammad Hafeez,NLTC Perera,Sharjeel Khan,4,0,4,6,144,4,1,0,1,2,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
7,Mohammad Hafeez,NLTC Perera,Sharjeel Khan,0,1,1,7,143,4,2,0,2,2,wides,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
8,Mohammad Hafeez,NLTC Perera,Sharjeel Khan,0,0,0,7,143,4,3,0,3,2,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
9,Mohammad Hafeez,NLTC Perera,Sharjeel Khan,0,0,0,7,143,4,4,0,4,2,-,0,,,field,Pakistan,2,Shere Bangla National Stadium,2016,03,Pakistan_Sri Lanka_2016-03-04,Pakistan,Pakistan,Sri Lanka,151
