,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,SR Watson,KMDN Kulasekara,DA Warner,0,0,0,0,157,0,1,0,1,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
1,SR Watson,KMDN Kulasekara,DA Warner,0,0,0,0,157,0,2,0,2,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
2,SR Watson,KMDN Kulasekara,DA Warner,1,0,1,1,156,1,3,0,3,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
3,DA Warner,KMDN Kulasekara,SR Watson,1,0,1,2,155,1,1,0,4,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
4,SR Watson,KMDN Kulasekara,DA Warner,0,0,0,2,155,1,4,0,5,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
5,SR Watson,KMDN Kulasekara,DA Warner,0,0,0,2,155,1,5,0,6,1,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
6,DA Warner,NLTC Perera,SR Watson,0,0,0,2,155,1,2,0,1,2,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
7,DA Warner,NLTC Perera,SR Watson,1,0,1,3,154,2,3,0,2,2,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
8,SR Watson,NLTC Perera,DA Warner,4,0,4,7,150,5,6,0,3,2,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
9,SR Watson,NLTC Perera,DA Warner,2,0,2,9,148,7,7,0,4,2,0,,,-,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2011,08,Sri Lanka_Australia_2011-08-08,Sri Lanka,Australia,Sri Lanka,149
