,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,AB de Villiers,NM Coulter-Nile,Q de Kock,0,0,0,0,157,0,1,1,1,caught,AB de Villiers,PM Nevill,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
1,F du Plessis,NM Coulter-Nile,Q de Kock,2,0,2,2,155,2,1,1,2,0,,,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
2,F du Plessis,NM Coulter-Nile,Q de Kock,1,0,1,3,154,3,2,1,3,0,,,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
3,Q de Kock,NM Coulter-Nile,F du Plessis,1,0,1,4,153,1,1,1,4,0,,,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
4,F du Plessis,NM Coulter-Nile,Q de Kock,0,0,0,4,153,3,3,1,5,0,,,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
5,F du Plessis,NM Coulter-Nile,Q de Kock,0,0,0,4,153,3,4,1,6,0,,,1,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
6,Q de Kock,JW Hastings,F du Plessis,0,0,0,4,153,1,2,1,1,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
7,Q de Kock,JW Hastings,F du Plessis,0,0,0,4,153,1,3,1,2,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
8,Q de Kock,JW Hastings,F du Plessis,0,0,0,4,153,1,4,1,3,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
9,Q de Kock,JW Hastings,F du Plessis,2,0,2,6,151,3,5,1,4,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
10,Q de Kock,JW Hastings,F du Plessis,4,0,4,10,147,7,6,1,5,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
11,Q de Kock,JW Hastings,F du Plessis,0,0,0,10,147,7,7,1,6,0,,,2,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
12,F du Plessis,NM Coulter-Nile,Q de Kock,2,0,2,12,145,5,5,1,1,0,,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
13,F du Plessis,NM Coulter-Nile,Q de Kock,0,0,0,12,145,5,6,1,2,0,,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
14,F du Plessis,NM Coulter-Nile,Q de Kock,4,0,4,16,141,9,7,1,3,0,,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
15,F du Plessis,NM Coulter-Nile,Q de Kock,1,0,1,17,140,10,8,1,4,0,,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
16,Q de Kock,NM Coulter-Nile,F du Plessis,0,0,0,17,140,7,8,2,5,caught and bowled,Q de Kock,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
17,F du Plessis,NM Coulter-Nile,JP Duminy,2,0,2,19,138,12,9,2,6,0,,,3,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
18,JP Duminy,JW Hastings,F du Plessis,1,0,1,20,137,1,1,2,1,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
19,F du Plessis,JW Hastings,JP Duminy,1,0,1,21,136,13,10,2,2,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
20,JP Duminy,JW Hastings,F du Plessis,0,0,0,21,136,1,2,2,3,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
21,JP Duminy,JW Hastings,F du Plessis,0,0,0,21,136,1,3,2,4,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
22,JP Duminy,JW Hastings,F du Plessis,0,0,0,21,136,1,4,2,5,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
23,JP Duminy,JW Hastings,F du Plessis,0,0,0,21,136,1,5,2,6,0,,,4,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
24,F du Plessis,GJ Maxwell,JP Duminy,1,0,1,22,135,14,11,2,1,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
25,JP Duminy,GJ Maxwell,F du Plessis,1,0,1,23,134,2,6,2,2,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
26,F du Plessis,GJ Maxwell,JP Duminy,4,0,4,27,130,18,12,2,3,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
27,F du Plessis,GJ Maxwell,JP Duminy,0,0,0,27,130,18,13,2,4,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
28,F du Plessis,GJ Maxwell,JP Duminy,6,0,6,33,124,24,14,2,5,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
29,F du Plessis,GJ Maxwell,JP Duminy,4,0,4,37,120,28,15,2,6,0,,,5,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
30,JP Duminy,AJ Tye,F du Plessis,1,0,1,38,119,3,7,2,1,0,,,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
31,F du Plessis,AJ Tye,JP Duminy,1,0,1,39,118,29,16,2,2,0,,,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
32,JP Duminy,AJ Tye,F du Plessis,2,0,2,41,116,5,8,2,3,0,,,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
33,JP Duminy,AJ Tye,F du Plessis,0,0,0,41,116,5,9,3,4,caught,JP Duminy,AJ Finch,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
34,RR Rossouw,AJ Tye,F du Plessis,4,0,4,45,112,4,1,3,5,0,,,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
35,RR Rossouw,AJ Tye,F du Plessis,0,0,0,45,112,4,2,3,6,0,,,6,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
36,F du Plessis,MR Marsh,RR Rossouw,0,0,0,45,112,29,17,3,1,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
37,F du Plessis,MR Marsh,RR Rossouw,0,0,0,45,112,29,18,3,2,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
38,F du Plessis,MR Marsh,RR Rossouw,1,0,1,46,111,30,19,3,3,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
39,RR Rossouw,MR Marsh,F du Plessis,1,0,1,47,110,5,3,3,4,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
40,F du Plessis,MR Marsh,RR Rossouw,0,0,0,47,110,30,20,3,5,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
41,F du Plessis,MR Marsh,RR Rossouw,2,0,2,49,108,32,21,3,6,0,,,7,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
42,RR Rossouw,A Zampa,F du Plessis,2,0,2,51,106,7,4,3,1,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
43,RR Rossouw,A Zampa,F du Plessis,2,0,2,53,104,9,5,3,2,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
44,RR Rossouw,A Zampa,F du Plessis,0,0,0,53,104,9,6,3,3,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
45,RR Rossouw,A Zampa,F du Plessis,1,0,1,54,103,10,7,3,4,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
46,F du Plessis,A Zampa,RR Rossouw,1,0,1,55,102,33,22,3,5,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
47,RR Rossouw,A Zampa,F du Plessis,1,0,1,56,101,11,8,3,6,0,,,8,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
48,RR Rossouw,AJ Tye,F du Plessis,0,0,0,56,101,11,9,3,1,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
49,RR Rossouw,AJ Tye,F du Plessis,1,0,1,57,100,12,10,3,2,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
50,F du Plessis,AJ Tye,RR Rossouw,1,0,1,58,99,34,23,3,3,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
51,RR Rossouw,AJ Tye,F du Plessis,4,0,4,62,95,16,11,3,4,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
52,RR Rossouw,AJ Tye,F du Plessis,1,1,2,64,93,17,12,3,5,0,,,9,noballs,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
53,F du Plessis,AJ Tye,RR Rossouw,1,0,1,65,92,35,24,3,6,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
54,RR Rossouw,AJ Tye,F du Plessis,2,0,2,67,90,19,13,3,7,0,,,9,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
55,F du Plessis,MR Marsh,RR Rossouw,4,0,4,71,86,39,25,3,1,0,,,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
56,F du Plessis,MR Marsh,RR Rossouw,1,0,1,72,85,40,26,3,2,0,,,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
57,RR Rossouw,MR Marsh,F du Plessis,0,0,0,72,85,19,14,4,3,caught,RR Rossouw,UT Khawaja,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
58,DA Miller,MR Marsh,F du Plessis,0,0,0,72,85,0,1,5,4,run out,F du Plessis,PM Nevill,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
59,D Wiese,MR Marsh,DA Miller,1,0,1,73,84,1,1,5,5,0,,,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
60,DA Miller,MR Marsh,D Wiese,0,0,0,73,84,0,2,5,6,0,,,10,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
61,D Wiese,NM Coulter-Nile,DA Miller,1,0,1,74,83,2,2,5,1,0,,,11,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
62,DA Miller,NM Coulter-Nile,D Wiese,1,0,1,75,82,1,3,5,2,0,,,11,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
63,D Wiese,NM Coulter-Nile,DA Miller,0,0,0,75,82,2,3,5,3,0,,,11,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
64,D Wiese,NM Coulter-Nile,DA Miller,6,0,6,81,76,8,4,5,4,0,,,11,-,bat,Australia,2,Kingsmead,2016,03,South Africa_Australia_2016-03-04,South Africa,South Africa,Australia,158
