,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
17,Mushfiqur Rahim,MM Ali,Shakib Al Hasan,1,0,1,15,,1,3,2,6,2,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
18,Mushfiqur Rahim,CR Woakes,Shakib Al Hasan,0,0,0,15,,1,4,2,1,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
19,Mushfiqur Rahim,CR Woakes,Shakib Al Hasan,1,0,1,16,,2,5,2,2,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
20,Shakib Al Hasan,CR Woakes,Mushfiqur Rahim,0,0,0,16,,0,1,2,3,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
21,Shakib Al Hasan,CR Woakes,Mushfiqur Rahim,1,0,1,17,,1,2,2,4,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
22,Mushfiqur Rahim,CR Woakes,Shakib Al Hasan,0,0,0,17,,2,6,2,5,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
23,Mushfiqur Rahim,CR Woakes,Shakib Al Hasan,1,0,1,18,,3,7,2,6,3,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
24,Mushfiqur Rahim,MM Ali,Shakib Al Hasan,1,0,1,19,,4,8,2,1,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
25,Shakib Al Hasan,MM Ali,Mushfiqur Rahim,0,0,0,19,,1,3,2,2,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
26,Shakib Al Hasan,MM Ali,Mushfiqur Rahim,0,0,0,19,,1,4,2,3,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
27,Shakib Al Hasan,MM Ali,Mushfiqur Rahim,1,0,1,20,,2,5,2,4,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
28,Mushfiqur Rahim,MM Ali,Shakib Al Hasan,0,0,0,20,,4,9,2,5,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
29,Mushfiqur Rahim,MM Ali,Shakib Al Hasan,4,0,4,24,,8,10,2,6,4,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
30,Shakib Al Hasan,CR Woakes,Mushfiqur Rahim,2,0,2,26,,4,6,2,1,5,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
31,Shakib Al Hasan,CR Woakes,Mushfiqur Rahim,0,0,0,26,,4,7,3,2,5,caught,Shakib Al Hasan,AU Rashid,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
32,Mushfiqur Rahim,CR Woakes,Mahmudullah,0,0,0,26,,8,11,3,3,5,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
33,Mushfiqur Rahim,CR Woakes,Mahmudullah,0,0,0,26,,8,12,3,4,5,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
34,Mushfiqur Rahim,CR Woakes,Mahmudullah,0,0,0,26,,8,13,3,5,5,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
35,Mushfiqur Rahim,CR Woakes,Mahmudullah,1,0,1,27,,9,14,3,6,5,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
36,Mushfiqur Rahim,AU Rashid,Mahmudullah,0,0,0,27,,9,15,3,1,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
37,Mushfiqur Rahim,AU Rashid,Mahmudullah,0,0,0,27,,9,16,3,2,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
38,Mushfiqur Rahim,AU Rashid,Mahmudullah,1,0,1,28,,10,17,3,3,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
39,Mahmudullah,AU Rashid,Mushfiqur Rahim,1,0,1,29,,1,1,3,4,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
40,Mushfiqur Rahim,AU Rashid,Mahmudullah,1,0,1,30,,11,18,3,5,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
41,Mahmudullah,AU Rashid,Mushfiqur Rahim,0,0,0,30,,1,2,3,6,6,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
42,Mushfiqur Rahim,CJ Jordan,Mahmudullah,2,0,2,32,,13,19,3,1,7,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
43,Mushfiqur Rahim,CJ Jordan,Mahmudullah,0,1,1,33,,13,20,3,2,7,0,,,wides,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
44,Mushfiqur Rahim,CJ Jordan,Mahmudullah,4,0,4,37,,17,21,3,3,7,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
45,Mushfiqur Rahim,CJ Jordan,Mahmudullah,1,0,1,38,,18,22,3,4,7,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
46,Mahmudullah,CJ Jordan,Mushfiqur Rahim,0,1,1,39,,1,3,3,5,7,0,,,legbyes,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
47,Mushfiqur Rahim,CJ Jordan,Mahmudullah,1,0,1,40,,19,23,3,6,7,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
48,Mahmudullah,CJ Jordan,Mushfiqur Rahim,0,1,1,41,,1,4,3,7,7,0,,,wides,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
49,Mahmudullah,CJ Jordan,Mushfiqur Rahim,1,0,1,42,,2,5,3,8,7,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
50,Mahmudullah,AU Rashid,Mushfiqur Rahim,1,0,1,43,,3,6,3,1,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
51,Mushfiqur Rahim,AU Rashid,Mahmudullah,1,0,1,44,,20,24,3,2,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
52,Mahmudullah,AU Rashid,Mushfiqur Rahim,4,0,4,48,,7,7,3,3,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
53,Mahmudullah,AU Rashid,Mushfiqur Rahim,0,0,0,48,,7,8,3,4,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
54,Mahmudullah,AU Rashid,Mushfiqur Rahim,1,0,1,49,,8,9,3,5,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
55,Mushfiqur Rahim,AU Rashid,Mahmudullah,0,0,0,49,,20,25,3,6,8,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
56,Mahmudullah,TS Mills,Mushfiqur Rahim,1,0,1,50,,9,10,3,1,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
57,Mushfiqur Rahim,TS Mills,Mahmudullah,1,0,1,51,,21,26,3,2,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
58,Mahmudullah,TS Mills,Mushfiqur Rahim,2,0,2,53,,11,11,3,3,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
59,Mahmudullah,TS Mills,Mushfiqur Rahim,1,0,1,54,,12,12,3,4,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
60,Mushfiqur Rahim,TS Mills,Mahmudullah,4,0,4,58,,25,27,3,5,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
61,Mushfiqur Rahim,TS Mills,Mahmudullah,2,0,2,60,,27,28,3,6,9,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
62,Mahmudullah,LS Livingstone,Mushfiqur Rahim,1,0,1,61,,13,13,3,1,10,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
63,Mushfiqur Rahim,LS Livingstone,Mahmudullah,0,0,0,61,,27,29,3,2,10,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
64,Mushfiqur Rahim,LS Livingstone,Mahmudullah,2,0,2,63,,29,30,3,3,10,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
65,Mushfiqur Rahim,LS Livingstone,Mahmudullah,0,0,0,63,,29,31,4,4,10,lbw,Mushfiqur Rahim,,-,"{'by': 'England', 'umpire': 'Nitin Menon', 'batter': 'Mushfiqur Rahim', 'decision': 'upheld'}",bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
66,Afif Hossain,LS Livingstone,Mahmudullah,0,0,0,63,,0,1,4,5,10,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
67,Afif Hossain,LS Livingstone,Mahmudullah,0,0,0,63,,0,2,4,6,10,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
68,Mahmudullah,CR Woakes,Afif Hossain,1,0,1,64,,14,14,4,1,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
69,Afif Hossain,CR Woakes,Mahmudullah,0,0,0,64,,0,3,4,2,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
70,Afif Hossain,CR Woakes,Mahmudullah,1,0,1,65,,1,4,4,3,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
71,Mahmudullah,CR Woakes,Afif Hossain,0,0,0,65,,14,15,4,4,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
72,Mahmudullah,CR Woakes,Afif Hossain,0,0,0,65,,14,16,4,5,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
73,Mahmudullah,CR Woakes,Afif Hossain,1,0,1,66,,15,17,4,6,11,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
74,Mahmudullah,LS Livingstone,Afif Hossain,1,0,1,67,,16,18,4,1,12,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
75,Afif Hossain,LS Livingstone,Mahmudullah,4,0,4,71,,5,5,4,2,12,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
76,Afif Hossain,LS Livingstone,Mahmudullah,0,1,1,72,,5,6,4,3,12,0,,,byes,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
77,Mahmudullah,LS Livingstone,Afif Hossain,1,0,1,73,,17,19,5,4,12,run out,Afif Hossain,JC Buttler;TS Mills,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
78,Nurul Hasan,LS Livingstone,Mahmudullah,2,0,2,75,,2,1,5,5,12,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
79,Nurul Hasan,LS Livingstone,Mahmudullah,1,0,1,76,,3,2,5,6,12,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
80,Nurul Hasan,CJ Jordan,Mahmudullah,0,0,0,76,,3,3,5,1,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
81,Nurul Hasan,CJ Jordan,Mahmudullah,1,0,1,77,,4,4,5,2,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
82,Mahmudullah,CJ Jordan,Nurul Hasan,1,0,1,78,,18,20,5,3,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
83,Nurul Hasan,CJ Jordan,Mahmudullah,0,1,1,79,,4,5,5,4,13,0,,,wides,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
84,Nurul Hasan,CJ Jordan,Mahmudullah,1,0,1,80,,5,6,5,5,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
85,Mahmudullah,CJ Jordan,Nurul Hasan,0,0,0,80,,18,21,5,6,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
86,Mahmudullah,CJ Jordan,Nurul Hasan,0,0,0,80,,18,22,5,7,13,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
87,Nurul Hasan,LS Livingstone,Mahmudullah,1,0,1,81,,6,7,5,1,14,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
88,Mahmudullah,LS Livingstone,Nurul Hasan,0,0,0,81,,18,23,5,2,14,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
89,Mahmudullah,LS Livingstone,Nurul Hasan,1,0,1,82,,19,24,5,3,14,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
90,Nurul Hasan,LS Livingstone,Mahmudullah,1,0,1,83,,7,8,5,4,14,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
91,Mahmudullah,LS Livingstone,Nurul Hasan,0,0,0,83,,19,25,6,5,14,caught,Mahmudullah,CR Woakes,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
92,Mahedi Hasan,LS Livingstone,Nurul Hasan,0,0,0,83,,0,1,6,6,14,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
93,Nurul Hasan,TS Mills,Mahedi Hasan,1,0,1,84,,8,9,6,1,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
94,Mahedi Hasan,TS Mills,Nurul Hasan,0,0,0,84,,0,2,6,2,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
95,Mahedi Hasan,TS Mills,Nurul Hasan,1,0,1,85,,1,3,6,3,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
96,Nurul Hasan,TS Mills,Mahedi Hasan,1,0,1,86,,9,10,6,4,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
97,Mahedi Hasan,TS Mills,Nurul Hasan,0,0,0,86,,1,4,6,5,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
98,Mahedi Hasan,TS Mills,Nurul Hasan,4,0,4,90,,5,5,6,6,15,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
99,Nurul Hasan,AU Rashid,Mahedi Hasan,1,0,1,91,,10,11,6,1,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
100,Mahedi Hasan,AU Rashid,Nurul Hasan,1,0,1,92,,6,6,6,2,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
101,Nurul Hasan,AU Rashid,Mahedi Hasan,1,0,1,93,,11,12,6,3,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
102,Mahedi Hasan,AU Rashid,Nurul Hasan,4,0,4,97,,10,7,6,4,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
103,Mahedi Hasan,AU Rashid,Nurul Hasan,0,0,0,97,,10,8,6,5,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
104,Mahedi Hasan,AU Rashid,Nurul Hasan,1,0,1,98,,11,9,6,6,16,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
105,Mahedi Hasan,TS Mills,Nurul Hasan,0,0,0,98,,11,10,7,1,17,caught,Mahedi Hasan,CR Woakes,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
106,Nasum Ahmed,TS Mills,Nurul Hasan,1,0,1,99,,1,1,7,2,17,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
107,Nurul Hasan,TS Mills,Nasum Ahmed,1,0,1,100,,12,13,7,3,17,0,,,-,,bat,Bangladesh,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Bangladesh_England_2021-10-27,England,Bangladesh,England,False,124
