,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,0,210,0,1,0,1,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
1,Hazratullah,Mohammed Shami,Mohammad Shahzad,4,0,4,4,206,4,2,0,2,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
2,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,4,206,4,3,0,3,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
3,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,4,206,4,4,0,4,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
4,Hazratullah,Mohammed Shami,Mohammad Shahzad,1,0,1,5,205,5,5,0,5,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
5,Mohammad Shahzad,Mohammed Shami,Hazratullah,0,0,0,5,205,0,1,0,6,1,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
6,Hazratullah,JJ Bumrah,Mohammad Shahzad,0,0,0,5,205,5,6,0,1,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
7,Hazratullah,JJ Bumrah,Mohammad Shahzad,6,0,6,11,199,11,7,0,2,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
8,Hazratullah,JJ Bumrah,Mohammad Shahzad,0,0,0,11,199,11,8,0,3,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
9,Hazratullah,JJ Bumrah,Mohammad Shahzad,1,0,1,12,198,12,9,0,4,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
10,Mohammad Shahzad,JJ Bumrah,Hazratullah,0,0,0,12,198,0,2,0,5,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
11,Mohammad Shahzad,JJ Bumrah,Hazratullah,0,0,0,12,198,0,3,0,6,2,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
12,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,12,198,12,10,0,1,3,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
13,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,12,198,12,11,0,2,3,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
14,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,12,198,12,12,0,3,3,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
15,Hazratullah,Mohammed Shami,Mohammad Shahzad,0,0,0,12,198,12,13,0,4,3,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
16,Hazratullah,Mohammed Shami,Mohammad Shahzad,1,0,1,13,197,13,14,0,5,3,0,,,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
17,Mohammad Shahzad,Mohammed Shami,Hazratullah,0,0,0,13,197,0,4,1,6,3,caught,Mohammad Shahzad,R Ashwin,-,field,Afghanistan,2,"Zayed Cricket Stadium, Abu Dhabi",2021,11,India_Afghanistan_2021-11-03,India,Afghanistan,India,144
