,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,PR Stirling,KM Jarvis,KJ O'Brien,1,0,1,1,131,1,1,0,1,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
1,KJ O'Brien,KM Jarvis,PR Stirling,0,0,0,1,131,0,1,0,2,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
2,KJ O'Brien,KM Jarvis,PR Stirling,4,0,4,5,127,4,2,0,3,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
3,KJ O'Brien,KM Jarvis,PR Stirling,0,1,1,6,126,4,3,0,4,wides,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
4,KJ O'Brien,KM Jarvis,PR Stirling,4,0,4,10,122,8,4,0,5,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
5,KJ O'Brien,KM Jarvis,PR Stirling,0,0,0,10,122,8,5,0,6,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
6,KJ O'Brien,KM Jarvis,PR Stirling,0,0,0,10,122,8,6,0,7,-,0,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
7,PR Stirling,SC Williams,KJ O'Brien,4,0,4,14,118,5,2,0,1,-,1,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
8,PR Stirling,SC Williams,KJ O'Brien,0,0,0,14,118,5,3,0,2,-,1,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
9,PR Stirling,SC Williams,KJ O'Brien,1,0,1,15,117,6,4,0,3,-,1,0,,,field,Ireland,2,"Bready Cricket Club, Magheramason",2019,07,Ireland_Zimbabwe_2019-07-12,Ireland,Ireland,Zimbabwe,True,134
