,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
22,AJ Finch,Haris Rauf,JP Inglis,,2,0,2,42,10,9,4,-,4,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
23,AJ Finch,Haris Rauf,JP Inglis,,4,0,4,46,14,10,5,-,4,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
24,AJ Finch,Haris Rauf,JP Inglis,,0,0,0,46,14,11,6,-,4,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
25,JP Inglis,Hasan Ali,AJ Finch,,4,0,4,50,4,1,1,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
26,JP Inglis,Hasan Ali,AJ Finch,,0,0,0,50,4,2,2,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
27,JP Inglis,Hasan Ali,AJ Finch,,1,0,1,51,5,3,3,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
28,AJ Finch,Hasan Ali,JP Inglis,,1,0,1,52,15,12,4,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
29,JP Inglis,Hasan Ali,AJ Finch,,2,0,2,54,7,4,5,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
30,JP Inglis,Hasan Ali,AJ Finch,,0,0,0,54,7,5,6,-,5,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
31,AJ Finch,Haris Rauf,JP Inglis,,4,0,4,58,19,13,1,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
32,AJ Finch,Haris Rauf,JP Inglis,,0,0,0,58,19,14,2,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
33,AJ Finch,Haris Rauf,JP Inglis,,0,0,0,58,19,15,3,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
34,AJ Finch,Haris Rauf,JP Inglis,,0,0,0,58,19,16,4,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
35,AJ Finch,Haris Rauf,JP Inglis,,4,0,4,62,23,17,5,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
36,AJ Finch,Haris Rauf,JP Inglis,,1,0,1,63,24,18,6,-,6,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
37,AJ Finch,Usman Qadir,JP Inglis,,0,0,0,63,24,19,1,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
38,AJ Finch,Usman Qadir,JP Inglis,,0,0,0,63,24,20,2,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
39,AJ Finch,Usman Qadir,JP Inglis,,1,0,1,64,25,21,3,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
40,JP Inglis,Usman Qadir,AJ Finch,,0,0,0,64,7,6,4,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
41,JP Inglis,Usman Qadir,AJ Finch,,1,0,1,65,8,7,5,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
42,AJ Finch,Usman Qadir,JP Inglis,,2,0,2,67,27,22,6,-,7,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
43,JP Inglis,Khushdil Shah,AJ Finch,,2,0,2,69,10,8,1,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
44,JP Inglis,Khushdil Shah,AJ Finch,,4,0,4,73,14,9,2,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
45,JP Inglis,Khushdil Shah,AJ Finch,,0,0,0,73,14,10,3,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
46,JP Inglis,Khushdil Shah,AJ Finch,,1,0,1,74,15,11,4,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
47,AJ Finch,Khushdil Shah,JP Inglis,,1,0,1,75,28,23,5,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
48,JP Inglis,Khushdil Shah,AJ Finch,,1,0,1,76,16,12,6,-,8,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
49,JP Inglis,Usman Qadir,AJ Finch,,2,0,2,78,18,13,1,-,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
50,JP Inglis,Usman Qadir,AJ Finch,,6,0,6,84,24,14,2,-,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
51,JP Inglis,Usman Qadir,AJ Finch,,0,0,0,84,24,15,3,-,9,caught,JP Inglis,Mohammad Rizwan,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
52,M Labuschagne,Usman Qadir,AJ Finch,,0,0,0,84,0,1,4,-,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
53,M Labuschagne,Usman Qadir,AJ Finch,{'wides': 1},0,1,1,85,0,2,5,wides,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
54,M Labuschagne,Usman Qadir,AJ Finch,,1,0,1,86,1,3,6,-,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
55,AJ Finch,Usman Qadir,M Labuschagne,,0,0,0,86,28,24,7,-,9,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
56,M Labuschagne,Mohammad Wasim,AJ Finch,,1,0,1,87,2,4,1,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
57,AJ Finch,Mohammad Wasim,M Labuschagne,,0,0,0,87,28,25,2,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
58,AJ Finch,Mohammad Wasim,M Labuschagne,,2,0,2,89,30,26,3,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
59,AJ Finch,Mohammad Wasim,M Labuschagne,,0,0,0,89,30,27,4,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
60,AJ Finch,Mohammad Wasim,M Labuschagne,,2,0,2,91,32,28,5,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
61,AJ Finch,Mohammad Wasim,M Labuschagne,,4,0,4,95,36,29,6,-,10,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
62,M Labuschagne,Usman Qadir,AJ Finch,,0,0,0,95,2,5,1,-,11,stumped,M Labuschagne,Mohammad Rizwan,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
63,MP Stoinis,Usman Qadir,AJ Finch,,4,0,4,99,4,1,2,-,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
64,MP Stoinis,Usman Qadir,AJ Finch,,4,0,4,103,8,2,3,-,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
65,MP Stoinis,Usman Qadir,AJ Finch,,2,0,2,105,10,3,4,-,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
66,MP Stoinis,Usman Qadir,AJ Finch,,4,0,4,109,14,4,5,-,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
67,MP Stoinis,Usman Qadir,AJ Finch,{'noballs': 1},0,1,1,110,14,5,6,noballs,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
68,MP Stoinis,Usman Qadir,AJ Finch,,1,0,1,111,15,6,7,-,11,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
69,MP Stoinis,Mohammad Wasim,AJ Finch,,4,0,4,115,19,7,1,-,12,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
70,MP Stoinis,Mohammad Wasim,AJ Finch,,4,0,4,119,23,8,2,-,12,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
71,MP Stoinis,Mohammad Wasim,AJ Finch,,0,0,0,119,23,9,3,-,12,bowled,MP Stoinis,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
72,C Green,Mohammad Wasim,AJ Finch,,1,0,1,120,1,1,4,-,12,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
73,AJ Finch,Mohammad Wasim,C Green,,1,0,1,121,37,30,5,-,12,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
74,C Green,Mohammad Wasim,AJ Finch,,0,0,0,121,1,2,6,-,12,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
75,AJ Finch,Usman Qadir,C Green,,1,0,1,122,38,31,1,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
76,C Green,Usman Qadir,AJ Finch,,0,0,0,122,1,3,2,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
77,C Green,Usman Qadir,AJ Finch,,0,0,0,122,1,4,3,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
78,C Green,Usman Qadir,AJ Finch,,0,0,0,122,1,5,4,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
79,C Green,Usman Qadir,AJ Finch,,1,0,1,123,2,6,5,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
80,AJ Finch,Usman Qadir,C Green,,1,0,1,124,39,32,6,-,13,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
81,AJ Finch,Mohammad Wasim,C Green,,2,0,2,126,41,33,1,-,14,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
82,AJ Finch,Mohammad Wasim,C Green,,2,0,2,128,43,34,2,-,14,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
83,AJ Finch,Mohammad Wasim,C Green,,1,0,1,129,44,35,3,-,14,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
84,C Green,Mohammad Wasim,AJ Finch,,0,0,0,129,2,7,4,-,14,bowled,C Green,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
85,BR McDermott,Mohammad Wasim,AJ Finch,,0,0,0,129,0,1,5,-,14,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
86,BR McDermott,Mohammad Wasim,AJ Finch,,1,0,1,130,1,2,6,-,14,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
87,BR McDermott,Hasan Ali,AJ Finch,,0,0,0,130,1,3,1,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
88,BR McDermott,Hasan Ali,AJ Finch,,1,0,1,131,2,4,2,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
89,AJ Finch,Hasan Ali,BR McDermott,,1,0,1,132,45,36,3,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
90,BR McDermott,Hasan Ali,AJ Finch,,1,0,1,133,3,5,4,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
91,AJ Finch,Hasan Ali,BR McDermott,,4,0,4,137,49,37,5,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
92,AJ Finch,Hasan Ali,BR McDermott,,1,0,1,138,50,38,6,-,15,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
93,AJ Finch,Mohammad Wasim,BR McDermott,,0,0,0,138,50,39,1,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
94,AJ Finch,Mohammad Wasim,BR McDermott,,1,0,1,139,51,40,2,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
95,BR McDermott,Mohammad Wasim,AJ Finch,{'wides': 1},0,1,1,140,3,6,3,wides,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
96,BR McDermott,Mohammad Wasim,AJ Finch,,0,0,0,140,3,7,4,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
97,BR McDermott,Mohammad Wasim,AJ Finch,,1,0,1,141,4,8,5,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
98,AJ Finch,Mohammad Wasim,BR McDermott,,0,0,0,141,51,41,6,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
99,AJ Finch,Mohammad Wasim,BR McDermott,,2,0,2,143,53,42,7,-,16,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
100,BR McDermott,Shaheen Shah Afridi,AJ Finch,,0,0,0,143,4,9,1,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
101,BR McDermott,Shaheen Shah Afridi,AJ Finch,,2,0,2,145,6,10,2,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
102,BR McDermott,Shaheen Shah Afridi,AJ Finch,,1,0,1,146,7,11,3,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
103,AJ Finch,Shaheen Shah Afridi,BR McDermott,,0,0,0,146,53,43,4,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
104,AJ Finch,Shaheen Shah Afridi,BR McDermott,,1,0,1,147,54,44,5,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
105,BR McDermott,Shaheen Shah Afridi,AJ Finch,,1,0,1,148,8,12,6,-,17,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
106,BR McDermott,Haris Rauf,AJ Finch,,4,0,4,152,12,13,1,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
107,BR McDermott,Haris Rauf,AJ Finch,,4,0,4,156,16,14,2,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
108,BR McDermott,Haris Rauf,AJ Finch,,1,0,1,157,17,15,3,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
109,AJ Finch,Haris Rauf,BR McDermott,,1,0,1,158,55,45,4,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
110,BR McDermott,Haris Rauf,AJ Finch,,0,0,0,158,17,16,5,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
111,BR McDermott,Haris Rauf,AJ Finch,,0,0,0,158,17,17,6,-,18,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
112,AJ Finch,Shaheen Shah Afridi,BR McDermott,,0,0,0,158,55,46,1,-,19,caught,AJ Finch,Asif Ali,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
113,BR McDermott,Shaheen Shah Afridi,SA Abbott,,0,0,0,158,17,18,2,-,19,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
114,BR McDermott,Shaheen Shah Afridi,SA Abbott,,1,0,1,159,18,19,3,-,19,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
115,SA Abbott,Shaheen Shah Afridi,BR McDermott,,0,0,0,159,0,1,4,-,19,bowled,SA Abbott,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
116,BJ Dwarshuis,Shaheen Shah Afridi,BR McDermott,,0,0,0,159,0,1,5,-,19,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
117,BJ Dwarshuis,Shaheen Shah Afridi,BR McDermott,,0,0,0,159,0,2,6,-,19,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
118,BR McDermott,Haris Rauf,BJ Dwarshuis,,4,0,4,163,22,20,1,-,20,0,,,field,Australia,2,"Gaddafi Stadium, Lahore",2022-04-05,Australia,Pakistan
