,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
40,Nazmul Hossain Shanto,AR Patel,Liton Das,2,0,2,66,118,7,15,0,5,7,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
41,Nazmul Hossain Shanto,AR Patel,Liton Das,0,0,0,66,118,7,16,0,6,7,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
42,Liton Das,R Ashwin,Nazmul Hossain Shanto,1,0,1,67,117,60,27,0,1,8,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
43,Nazmul Hossain Shanto,R Ashwin,Liton Das,1,0,1,68,116,8,17,1,2,8,run out,Liton Das,KL Rahul,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
44,Nazmul Hossain Shanto,R Ashwin,Shakib Al Hasan,0,0,0,68,116,8,18,1,3,8,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
45,Nazmul Hossain Shanto,R Ashwin,Shakib Al Hasan,4,0,4,72,112,12,19,1,4,8,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
46,Nazmul Hossain Shanto,R Ashwin,Shakib Al Hasan,1,0,1,73,111,13,20,1,5,8,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
47,Shakib Al Hasan,R Ashwin,Nazmul Hossain Shanto,1,0,1,74,110,1,1,1,6,8,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
48,Shakib Al Hasan,HH Pandya,Nazmul Hossain Shanto,1,0,1,75,109,2,2,1,1,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
49,Nazmul Hossain Shanto,HH Pandya,Shakib Al Hasan,6,0,6,81,103,19,21,1,2,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
50,Nazmul Hossain Shanto,HH Pandya,Shakib Al Hasan,0,0,0,81,103,19,22,1,3,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
51,Nazmul Hossain Shanto,HH Pandya,Shakib Al Hasan,1,0,1,82,102,20,23,1,4,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
52,Shakib Al Hasan,HH Pandya,Nazmul Hossain Shanto,1,0,1,83,101,3,3,1,5,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
53,Nazmul Hossain Shanto,HH Pandya,Shakib Al Hasan,1,0,1,84,100,21,24,1,6,9,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
54,Nazmul Hossain Shanto,Mohammed Shami,Shakib Al Hasan,0,0,0,84,100,21,25,2,1,10,caught,Nazmul Hossain Shanto,SA Yadav,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
55,Afif Hossain,Mohammed Shami,Shakib Al Hasan,1,0,1,85,99,1,1,2,2,10,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
56,Shakib Al Hasan,Mohammed Shami,Afif Hossain,1,0,1,86,98,4,4,2,3,10,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
57,Afif Hossain,Mohammed Shami,Shakib Al Hasan,1,0,1,87,97,2,2,2,4,10,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
58,Shakib Al Hasan,Mohammed Shami,Afif Hossain,0,0,0,87,97,4,5,2,5,10,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
59,Shakib Al Hasan,Mohammed Shami,Afif Hossain,1,0,1,88,96,5,6,2,6,10,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
60,Shakib Al Hasan,R Ashwin,Afif Hossain,0,0,0,88,96,5,7,2,1,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
61,Shakib Al Hasan,R Ashwin,Afif Hossain,0,0,0,88,96,5,8,2,2,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
62,Shakib Al Hasan,R Ashwin,Afif Hossain,4,0,4,92,92,9,9,2,3,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
63,Shakib Al Hasan,R Ashwin,Afif Hossain,4,0,4,96,88,13,10,2,4,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
64,Shakib Al Hasan,R Ashwin,Afif Hossain,0,2,2,98,86,13,11,2,5,11,0,,,wides,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
65,Afif Hossain,R Ashwin,Shakib Al Hasan,0,0,0,98,86,2,3,2,6,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
66,Afif Hossain,R Ashwin,Shakib Al Hasan,1,0,1,99,85,3,4,2,7,11,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
67,Afif Hossain,Arshdeep Singh,Shakib Al Hasan,0,0,0,99,85,3,5,3,1,12,caught,Afif Hossain,SA Yadav,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
68,Yasir Ali Chowdhury,Arshdeep Singh,Shakib Al Hasan,0,0,0,99,85,0,1,3,2,12,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
69,Yasir Ali Chowdhury,Arshdeep Singh,Shakib Al Hasan,1,0,1,100,84,1,2,3,3,12,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
70,Shakib Al Hasan,Arshdeep Singh,Yasir Ali Chowdhury,0,0,0,100,84,13,12,3,4,12,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
71,Shakib Al Hasan,Arshdeep Singh,Yasir Ali Chowdhury,0,0,0,100,84,13,13,4,5,12,caught,Shakib Al Hasan,DJ Hooda,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
72,Nurul Hasan,Arshdeep Singh,Yasir Ali Chowdhury,1,0,1,101,83,1,1,4,6,12,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
73,Nurul Hasan,HH Pandya,Yasir Ali Chowdhury,1,0,1,102,82,2,2,4,1,13,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
74,Yasir Ali Chowdhury,HH Pandya,Nurul Hasan,0,0,0,102,82,1,3,5,2,13,caught,Yasir Ali Chowdhury,Arshdeep Singh,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
75,Mosaddek Hossain,HH Pandya,Nurul Hasan,6,0,6,108,76,6,1,5,3,13,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
76,Mosaddek Hossain,HH Pandya,Nurul Hasan,0,0,0,108,76,6,2,5,4,13,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
77,Mosaddek Hossain,HH Pandya,Nurul Hasan,0,0,0,108,76,6,3,6,5,13,bowled,Mosaddek Hossain,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
78,Taskin Ahmed,HH Pandya,Nurul Hasan,0,0,0,108,76,0,1,6,6,13,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
79,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,4,0,4,112,72,6,3,6,1,14,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
80,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,2,0,2,114,70,8,4,6,2,14,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
81,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,0,1,1,115,69,8,5,6,3,14,0,,,legbyes,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
82,Taskin Ahmed,Arshdeep Singh,Nurul Hasan,0,1,1,116,68,0,2,6,4,14,0,,,legbyes,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
83,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,2,0,2,118,66,10,6,6,5,14,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
84,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,2,0,2,120,64,12,7,6,6,14,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
85,Taskin Ahmed,HH Pandya,Nurul Hasan,4,0,4,124,60,4,3,6,1,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
86,Taskin Ahmed,HH Pandya,Nurul Hasan,0,0,0,124,60,4,4,6,2,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
87,Taskin Ahmed,HH Pandya,Nurul Hasan,6,0,6,130,54,10,5,6,3,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
88,Taskin Ahmed,HH Pandya,Nurul Hasan,1,0,1,131,53,11,6,6,4,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
89,Nurul Hasan,HH Pandya,Taskin Ahmed,0,0,0,131,53,12,8,6,5,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
90,Nurul Hasan,HH Pandya,Taskin Ahmed,0,0,0,131,53,12,9,6,6,15,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
91,Taskin Ahmed,Arshdeep Singh,Nurul Hasan,1,0,1,132,52,12,7,6,1,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
92,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,6,0,6,138,46,18,10,6,2,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
93,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,0,0,0,138,46,18,11,6,3,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
94,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,2,0,2,140,44,20,12,6,4,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
95,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,4,0,4,144,40,24,13,6,5,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
96,Nurul Hasan,Arshdeep Singh,Taskin Ahmed,1,0,1,145,39,25,14,6,6,16,0,,,-,field,Bangladesh,2,Adelaide Oval,2022,11,India_Bangladesh_2022-11-02,India,Bangladesh,India,145
