,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
18,BRM Taylor,M Morkel,H Masakadza,2,0,2,6,117,4,3,1,1,4,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
19,BRM Taylor,M Morkel,H Masakadza,0,0,0,6,117,4,4,2,2,4,caught,BRM Taylor,AB de Villiers,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
20,CR Ervine,M Morkel,H Masakadza,0,0,0,6,117,0,1,2,3,4,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
21,CR Ervine,M Morkel,H Masakadza,1,0,1,7,116,1,2,2,4,4,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
22,H Masakadza,M Morkel,CR Ervine,4,0,4,11,112,6,14,2,5,4,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
23,H Masakadza,M Morkel,CR Ervine,0,0,0,11,112,6,15,2,6,4,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
24,CR Ervine,JA Morkel,H Masakadza,4,0,4,15,108,5,3,2,1,5,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
25,CR Ervine,JA Morkel,H Masakadza,1,0,1,16,107,6,4,2,2,5,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
26,H Masakadza,JA Morkel,CR Ervine,0,0,0,16,107,6,16,2,3,5,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
27,H Masakadza,JA Morkel,CR Ervine,0,0,0,16,107,6,17,3,4,5,caught,H Masakadza,RE Levi,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
28,CR Ervine,JA Morkel,S Matsikenyeri,1,0,1,17,106,7,5,3,5,5,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
29,S Matsikenyeri,JA Morkel,CR Ervine,0,0,0,17,106,0,1,3,6,5,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
30,CR Ervine,M Morkel,S Matsikenyeri,0,0,0,17,106,7,6,3,1,6,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
31,CR Ervine,M Morkel,S Matsikenyeri,0,1,1,18,105,7,7,3,2,6,0,,,legbyes,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
32,S Matsikenyeri,M Morkel,CR Ervine,0,0,0,18,105,0,2,3,3,6,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
33,S Matsikenyeri,M Morkel,CR Ervine,1,0,1,19,104,1,3,3,4,6,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
34,CR Ervine,M Morkel,S Matsikenyeri,1,0,1,20,103,8,8,3,5,6,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
35,S Matsikenyeri,M Morkel,CR Ervine,1,0,1,21,102,2,4,3,6,6,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
36,S Matsikenyeri,J Botha,CR Ervine,0,0,0,21,102,2,5,3,1,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
37,S Matsikenyeri,J Botha,CR Ervine,1,0,1,22,101,3,6,3,2,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
38,CR Ervine,J Botha,S Matsikenyeri,0,0,0,22,101,8,9,3,3,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
39,CR Ervine,J Botha,S Matsikenyeri,2,0,2,24,99,10,10,3,4,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
40,CR Ervine,J Botha,S Matsikenyeri,1,0,1,25,98,11,11,3,5,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
41,S Matsikenyeri,J Botha,CR Ervine,1,0,1,26,97,4,7,3,6,7,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
42,S Matsikenyeri,RJ Peterson,CR Ervine,1,0,1,27,96,5,8,3,1,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
43,CR Ervine,RJ Peterson,S Matsikenyeri,0,0,0,27,96,11,12,3,2,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
44,CR Ervine,RJ Peterson,S Matsikenyeri,4,0,4,31,92,15,13,3,3,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
45,CR Ervine,RJ Peterson,S Matsikenyeri,1,0,1,32,91,16,14,3,4,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
46,S Matsikenyeri,RJ Peterson,CR Ervine,2,0,2,34,89,7,9,3,5,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
47,S Matsikenyeri,RJ Peterson,CR Ervine,0,0,0,34,89,7,10,3,6,8,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
48,CR Ervine,J Botha,S Matsikenyeri,4,0,4,38,85,20,15,3,1,9,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
49,CR Ervine,J Botha,S Matsikenyeri,1,0,1,39,84,21,16,3,2,9,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
50,S Matsikenyeri,J Botha,CR Ervine,0,1,1,40,83,7,11,3,3,9,0,,,legbyes,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
51,CR Ervine,J Botha,S Matsikenyeri,0,0,0,40,83,21,17,3,4,9,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
52,CR Ervine,J Botha,S Matsikenyeri,0,1,1,41,82,21,18,3,5,9,0,,,legbyes,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
53,S Matsikenyeri,J Botha,CR Ervine,2,0,2,43,80,9,12,3,6,9,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
54,CR Ervine,JA Morkel,S Matsikenyeri,0,0,0,43,80,21,19,3,1,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
55,CR Ervine,JA Morkel,S Matsikenyeri,1,0,1,44,79,22,20,3,2,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
56,S Matsikenyeri,JA Morkel,CR Ervine,1,0,1,45,78,10,13,3,3,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
57,CR Ervine,JA Morkel,S Matsikenyeri,0,1,1,46,77,22,21,3,4,10,0,,,wides,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
58,CR Ervine,JA Morkel,S Matsikenyeri,0,1,1,47,76,22,22,3,5,10,0,,,wides,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
59,CR Ervine,JA Morkel,S Matsikenyeri,2,0,2,49,74,24,23,3,6,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
60,CR Ervine,JA Morkel,S Matsikenyeri,1,0,1,50,73,25,24,3,7,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
61,S Matsikenyeri,JA Morkel,CR Ervine,1,0,1,51,72,11,14,3,8,10,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
62,S Matsikenyeri,JH Kallis,CR Ervine,0,0,0,51,72,11,15,3,1,11,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
63,S Matsikenyeri,JH Kallis,CR Ervine,0,0,0,51,72,11,16,3,2,11,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
64,S Matsikenyeri,JH Kallis,CR Ervine,0,0,0,51,72,11,17,3,3,11,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
65,S Matsikenyeri,JH Kallis,CR Ervine,0,0,0,51,72,11,18,4,4,11,caught,S Matsikenyeri,RJ Peterson,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
66,E Chigumbura,JH Kallis,CR Ervine,0,0,0,51,72,0,1,5,5,11,lbw,E Chigumbura,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
67,AG Cremer,JH Kallis,CR Ervine,0,0,0,51,72,0,1,5,6,11,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
68,CR Ervine,JA Morkel,AG Cremer,1,0,1,52,71,26,25,5,1,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
69,AG Cremer,JA Morkel,CR Ervine,2,0,2,54,69,2,2,5,2,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
70,AG Cremer,JA Morkel,CR Ervine,0,0,0,54,69,2,3,5,3,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
71,AG Cremer,JA Morkel,CR Ervine,1,0,1,55,68,3,4,5,4,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
72,CR Ervine,JA Morkel,AG Cremer,0,0,0,55,68,26,26,5,5,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
73,CR Ervine,JA Morkel,AG Cremer,2,0,2,57,66,28,27,5,6,12,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
74,AG Cremer,DW Steyn,CR Ervine,0,0,0,57,66,3,5,5,1,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
75,AG Cremer,DW Steyn,CR Ervine,0,0,0,57,66,3,6,5,2,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
76,AG Cremer,DW Steyn,CR Ervine,1,0,1,58,65,4,7,5,3,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
77,CR Ervine,DW Steyn,AG Cremer,0,0,0,58,65,28,28,5,4,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
78,CR Ervine,DW Steyn,AG Cremer,0,0,0,58,65,28,29,5,5,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
79,CR Ervine,DW Steyn,AG Cremer,0,0,0,58,65,28,30,5,6,13,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
80,AG Cremer,JH Kallis,CR Ervine,0,0,0,58,65,4,8,5,1,14,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
81,AG Cremer,JH Kallis,CR Ervine,2,0,2,60,63,6,9,5,2,14,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
82,AG Cremer,JH Kallis,CR Ervine,0,0,0,60,63,6,10,5,3,14,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
83,AG Cremer,JH Kallis,CR Ervine,0,0,0,60,63,6,11,6,4,14,caught,AG Cremer,AB de Villiers,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
84,P Utseya,JH Kallis,CR Ervine,1,0,1,61,62,1,1,6,5,14,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
85,CR Ervine,JH Kallis,P Utseya,0,0,0,61,62,28,31,6,6,14,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
86,P Utseya,M Morkel,CR Ervine,0,1,1,62,61,1,2,6,1,15,0,,,wides,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
87,P Utseya,M Morkel,CR Ervine,0,0,0,62,61,1,3,6,2,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
88,P Utseya,M Morkel,CR Ervine,1,0,1,63,60,2,4,6,3,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
89,CR Ervine,M Morkel,P Utseya,0,0,0,63,60,28,32,6,4,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
90,CR Ervine,M Morkel,P Utseya,0,0,0,63,60,28,33,6,5,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
91,CR Ervine,M Morkel,P Utseya,0,1,1,64,59,28,34,6,6,15,0,,,wides,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
92,CR Ervine,M Morkel,P Utseya,0,0,0,64,59,28,35,6,7,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
93,CR Ervine,M Morkel,P Utseya,1,0,1,65,58,29,36,6,8,15,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
94,CR Ervine,J Botha,P Utseya,1,0,1,66,57,30,37,6,1,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
95,P Utseya,J Botha,CR Ervine,0,0,0,66,57,2,5,6,2,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
96,P Utseya,J Botha,CR Ervine,1,0,1,67,56,3,6,6,3,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
97,CR Ervine,J Botha,P Utseya,1,0,1,68,55,31,38,6,4,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
98,P Utseya,J Botha,CR Ervine,0,0,0,68,55,3,7,6,5,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
99,P Utseya,J Botha,CR Ervine,1,0,1,69,54,4,8,6,6,16,0,,,-,field,South Africa,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,South Africa_Zimbabwe_2012-09-20,South Africa,Zimbabwe,South Africa,93
