,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,G Gambhir,B Lee,V Sehwag,0,2,2,2,169,0,0,0,wides,0.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
1,V Sehwag,B Lee,G Gambhir,0,0,0,2,169,0,1,0,-,1.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
2,V Sehwag,B Lee,G Gambhir,4,0,4,6,165,4,2,0,-,2.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
3,V Sehwag,B Lee,G Gambhir,0,0,0,6,165,4,3,1,-,3.0,caught,V Sehwag,DJ Hussey,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
4,V Kohli,B Lee,G Gambhir,1,0,1,7,164,1,1,1,-,4.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
5,G Gambhir,B Lee,V Kohli,4,0,4,11,160,4,1,1,-,5.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
6,G Gambhir,B Lee,V Kohli,0,1,1,12,159,4,2,1,legbyes,6.0,0,,,0,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
7,G Gambhir,XJ Doherty,V Kohli,0,0,0,12,159,4,3,1,-,1.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
8,G Gambhir,XJ Doherty,V Kohli,2,0,2,14,157,6,4,1,-,2.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
9,G Gambhir,XJ Doherty,V Kohli,1,0,1,15,156,7,5,1,-,3.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
10,V Kohli,XJ Doherty,G Gambhir,0,0,0,15,156,1,2,1,-,4.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Orthodox
11,V Kohli,XJ Doherty,G Gambhir,1,0,1,16,155,2,3,1,-,5.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Orthodox
12,G Gambhir,XJ Doherty,V Kohli,0,0,0,16,155,7,6,1,-,6.0,0,,,1,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
13,V Kohli,B Lee,G Gambhir,0,0,0,16,155,2,4,1,-,1.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
14,V Kohli,B Lee,G Gambhir,0,1,1,17,154,2,4,1,wides,1.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
15,V Kohli,B Lee,G Gambhir,2,0,2,19,152,4,5,1,-,2.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
16,V Kohli,B Lee,G Gambhir,0,1,1,20,151,4,6,1,legbyes,3.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
17,G Gambhir,B Lee,V Kohli,1,0,1,21,150,8,7,1,-,4.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
18,V Kohli,B Lee,G Gambhir,6,0,6,27,144,10,7,1,-,5.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
19,V Kohli,B Lee,G Gambhir,1,0,1,28,143,11,8,1,-,6.0,0,,,2,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
20,V Kohli,JP Faulkner,G Gambhir,1,0,1,29,142,12,9,1,-,1.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Fast
21,G Gambhir,JP Faulkner,V Kohli,1,0,1,30,141,9,8,1,-,2.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Fast
22,V Kohli,JP Faulkner,G Gambhir,1,0,1,31,140,13,10,1,-,3.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Fast
23,G Gambhir,JP Faulkner,V Kohli,1,0,1,32,139,10,9,1,-,4.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Fast
24,V Kohli,JP Faulkner,G Gambhir,1,0,1,33,138,14,11,1,-,5.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Fast
25,G Gambhir,JP Faulkner,V Kohli,4,0,4,37,134,14,10,1,-,6.0,0,,,3,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Fast
26,V Kohli,DT Christian,G Gambhir,1,0,1,38,133,15,12,1,-,1.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
27,G Gambhir,DT Christian,V Kohli,4,0,4,42,129,18,11,1,-,2.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
28,G Gambhir,DT Christian,V Kohli,1,0,1,43,128,19,12,1,-,3.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
29,V Kohli,DT Christian,G Gambhir,1,0,1,44,127,16,13,1,-,4.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
30,G Gambhir,DT Christian,V Kohli,1,0,1,45,126,20,13,1,-,5.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
31,V Kohli,DT Christian,G Gambhir,1,0,1,46,125,17,14,1,-,6.0,0,,,4,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Fast
32,V Kohli,DJ Hussey,G Gambhir,0,0,0,46,125,17,15,1,-,1.0,0,,,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
33,V Kohli,DJ Hussey,G Gambhir,1,0,1,47,124,18,16,1,-,2.0,0,,,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
34,G Gambhir,DJ Hussey,V Kohli,0,0,0,47,124,20,14,2,-,3.0,caught,G Gambhir,MR Marsh,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Offbreak
35,SK Raina,DJ Hussey,V Kohli,1,0,1,48,123,1,1,2,-,4.0,0,,,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Offbreak
36,V Kohli,DJ Hussey,SK Raina,0,0,0,48,123,18,17,2,-,5.0,0,,,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
37,V Kohli,DJ Hussey,SK Raina,1,0,1,49,122,19,18,2,-,6.0,0,,,5,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
38,V Kohli,GB Hogg,SK Raina,2,0,2,51,120,21,19,2,-,1.0,0,,,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
39,V Kohli,GB Hogg,SK Raina,1,0,1,52,119,22,20,2,-,2.0,0,,,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
40,SK Raina,GB Hogg,V Kohli,1,0,1,53,118,2,2,2,-,3.0,0,,,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
41,V Kohli,GB Hogg,SK Raina,0,0,0,53,118,22,21,3,-,4.0,caught,V Kohli,DA Warner,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
42,SK Raina,GB Hogg,RG Sharma,0,0,0,53,118,2,3,3,-,5.0,0,,,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
43,SK Raina,GB Hogg,RG Sharma,0,0,0,53,118,2,4,3,-,6.0,0,,,6,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
44,RG Sharma,DJ Hussey,SK Raina,0,0,0,53,118,0,1,4,-,1.0,bowled,RG Sharma,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
45,MS Dhoni,DJ Hussey,SK Raina,0,0,0,53,118,0,1,4,-,2.0,0,,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
46,MS Dhoni,DJ Hussey,SK Raina,0,0,0,53,118,0,2,4,-,3.0,0,,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
47,MS Dhoni,DJ Hussey,SK Raina,0,0,0,53,118,0,3,4,-,4.0,0,,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
48,MS Dhoni,DJ Hussey,SK Raina,1,0,1,54,117,1,4,4,-,5.0,0,,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Right arm Offbreak
49,SK Raina,DJ Hussey,MS Dhoni,0,0,0,54,117,2,5,4,-,6.0,0,,,7,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Offbreak
50,MS Dhoni,GB Hogg,SK Raina,0,0,0,54,117,1,5,4,-,1.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
51,MS Dhoni,GB Hogg,SK Raina,0,0,0,54,117,1,6,4,-,2.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
52,MS Dhoni,GB Hogg,SK Raina,1,0,1,55,116,2,7,4,-,3.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
53,SK Raina,GB Hogg,MS Dhoni,0,0,0,55,116,2,6,4,-,4.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
54,SK Raina,GB Hogg,MS Dhoni,2,0,2,57,114,4,7,4,-,5.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
55,SK Raina,GB Hogg,MS Dhoni,1,0,1,58,113,5,8,4,-,6.0,0,,,8,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
56,SK Raina,XJ Doherty,MS Dhoni,1,0,1,59,112,6,9,4,-,1.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
57,MS Dhoni,XJ Doherty,SK Raina,0,0,0,59,112,2,8,4,-,2.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Orthodox
58,MS Dhoni,XJ Doherty,SK Raina,1,0,1,60,111,3,9,4,-,3.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Orthodox
59,SK Raina,XJ Doherty,MS Dhoni,1,0,1,61,110,7,10,4,-,4.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
60,MS Dhoni,XJ Doherty,SK Raina,1,0,1,62,109,4,10,4,-,5.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Orthodox
61,SK Raina,XJ Doherty,MS Dhoni,4,0,4,66,105,11,11,4,-,6.0,0,,,9,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Orthodox
62,MS Dhoni,GB Hogg,SK Raina,1,0,1,67,104,5,11,4,-,1.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
63,SK Raina,GB Hogg,MS Dhoni,1,0,1,68,103,12,12,4,-,2.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
64,MS Dhoni,GB Hogg,SK Raina,1,0,1,69,102,6,12,4,-,3.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
65,SK Raina,GB Hogg,MS Dhoni,1,0,1,70,101,13,13,4,-,4.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Left arm Wrist spin
66,MS Dhoni,GB Hogg,SK Raina,0,0,0,70,101,6,13,4,-,5.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
67,MS Dhoni,GB Hogg,SK Raina,0,0,0,70,101,6,14,4,-,6.0,0,,,10,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Right hand Bat,Left hand Bat,Left arm Wrist spin
68,SK Raina,DT Christian,MS Dhoni,1,0,1,71,100,14,14,4,-,1.0,0,,,11,field,India,2,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,India,Australia,False,140,Left hand Bat,Right hand Bat,Right arm Fast
