,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,S Dhawan,BC Fortuin,RG Sharma,4,0,4,4,,4,1,0,1,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
1,S Dhawan,BC Fortuin,RG Sharma,0,0,0,4,,4,2,0,2,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
2,S Dhawan,BC Fortuin,RG Sharma,0,0,0,4,,4,3,0,3,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
3,S Dhawan,BC Fortuin,RG Sharma,1,0,1,5,,5,4,0,4,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
4,RG Sharma,BC Fortuin,S Dhawan,0,0,0,5,,0,1,0,5,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
5,RG Sharma,BC Fortuin,S Dhawan,0,0,0,5,,0,2,0,6,0,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
6,S Dhawan,K Rabada,RG Sharma,0,1,1,6,,5,5,0,1,1,wides,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
7,S Dhawan,K Rabada,RG Sharma,0,5,5,11,,5,6,0,2,1,wides,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
8,S Dhawan,K Rabada,RG Sharma,0,1,1,12,,5,7,0,3,1,wides,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
9,S Dhawan,K Rabada,RG Sharma,0,0,0,12,,5,8,0,4,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
10,S Dhawan,K Rabada,RG Sharma,1,0,1,13,,6,9,0,5,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
11,RG Sharma,K Rabada,S Dhawan,4,0,4,17,,4,3,0,6,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
12,RG Sharma,K Rabada,S Dhawan,4,0,4,21,,8,4,0,7,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
13,RG Sharma,K Rabada,S Dhawan,0,0,0,21,,8,5,0,8,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
14,RG Sharma,K Rabada,S Dhawan,1,0,1,22,,9,6,0,9,1,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
15,RG Sharma,BE Hendricks,S Dhawan,0,0,0,22,,9,7,0,1,2,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
16,RG Sharma,BE Hendricks,S Dhawan,0,0,0,22,,9,8,1,2,2,-,caught,RG Sharma,RR Hendricks,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
17,V Kohli,BE Hendricks,S Dhawan,0,0,0,22,,0,1,1,3,2,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
18,V Kohli,BE Hendricks,S Dhawan,1,0,1,23,,1,2,1,4,2,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
19,S Dhawan,BE Hendricks,V Kohli,0,1,1,24,,6,10,1,5,2,legbyes,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
20,V Kohli,BE Hendricks,S Dhawan,0,0,0,24,,1,3,1,6,2,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
21,S Dhawan,AL Phehlukwayo,V Kohli,1,0,1,25,,7,11,1,1,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
22,V Kohli,AL Phehlukwayo,S Dhawan,1,0,1,26,,2,4,1,2,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
23,S Dhawan,AL Phehlukwayo,V Kohli,4,0,4,30,,11,12,1,3,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
24,S Dhawan,AL Phehlukwayo,V Kohli,4,0,4,34,,15,13,1,4,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
25,S Dhawan,AL Phehlukwayo,V Kohli,1,0,1,35,,16,14,1,5,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
26,V Kohli,AL Phehlukwayo,S Dhawan,0,0,0,35,,2,5,1,6,3,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
27,S Dhawan,BE Hendricks,V Kohli,0,3,3,38,,16,15,1,1,4,wides,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
28,S Dhawan,BE Hendricks,V Kohli,0,0,0,38,,16,16,1,2,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
29,S Dhawan,BE Hendricks,V Kohli,0,0,0,38,,16,17,1,3,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
30,S Dhawan,BE Hendricks,V Kohli,1,0,1,39,,17,18,1,4,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
31,V Kohli,BE Hendricks,S Dhawan,1,0,1,40,,3,6,1,5,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
32,S Dhawan,BE Hendricks,V Kohli,0,0,0,40,,17,19,1,6,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
33,S Dhawan,BE Hendricks,V Kohli,1,0,1,41,,18,20,1,7,4,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
34,S Dhawan,T Shamsi,V Kohli,6,0,6,47,,24,21,1,1,5,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
35,S Dhawan,T Shamsi,V Kohli,6,0,6,53,,30,22,1,2,5,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
36,S Dhawan,T Shamsi,V Kohli,0,0,0,53,,30,23,1,3,5,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
37,S Dhawan,T Shamsi,V Kohli,0,1,1,54,,30,24,1,4,5,legbyes,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
38,V Kohli,T Shamsi,S Dhawan,0,0,0,54,,3,7,1,5,5,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
39,V Kohli,T Shamsi,S Dhawan,0,0,0,54,,3,8,1,6,5,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
40,S Dhawan,BC Fortuin,V Kohli,1,0,1,55,,31,25,1,1,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
41,V Kohli,BC Fortuin,S Dhawan,1,0,1,56,,4,9,1,2,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
42,S Dhawan,BC Fortuin,V Kohli,4,0,4,60,,35,26,1,3,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
43,S Dhawan,BC Fortuin,V Kohli,0,0,0,60,,35,27,1,4,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
44,S Dhawan,BC Fortuin,V Kohli,1,0,1,61,,36,28,1,5,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
45,V Kohli,BC Fortuin,S Dhawan,1,0,1,62,,5,10,1,6,6,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
46,V Kohli,T Shamsi,S Dhawan,1,0,1,63,,6,11,1,1,7,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
47,S Dhawan,T Shamsi,V Kohli,0,0,0,63,,36,29,2,2,7,-,caught,S Dhawan,T Bavuma,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
48,V Kohli,T Shamsi,RR Pant,1,0,1,64,,7,12,2,3,7,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
49,RR Pant,T Shamsi,V Kohli,0,0,0,64,,0,1,2,4,7,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
50,RR Pant,T Shamsi,V Kohli,1,0,1,65,,1,2,2,5,7,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
51,V Kohli,T Shamsi,RR Pant,1,0,1,66,,8,13,2,6,7,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
52,V Kohli,K Rabada,RR Pant,1,0,1,67,,9,14,2,1,8,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
53,RR Pant,K Rabada,V Kohli,1,0,1,68,,2,3,2,2,8,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
54,V Kohli,K Rabada,RR Pant,0,0,0,68,,9,15,3,3,8,-,caught,V Kohli,AL Phehlukwayo,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
55,RR Pant,K Rabada,SS Iyer,0,0,0,68,,2,4,3,4,8,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
56,RR Pant,K Rabada,SS Iyer,4,0,4,72,,6,5,3,5,8,-,0,,,bat,India,1,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,India,South Africa,False,134
