,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Tamim Iqbal,KJ Abbott,Soumya Sarkar,1,0,1,1,147,1,1,0,1,-,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
1,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,0,0,1,147,0,1,0,2,-,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
2,Soumya Sarkar,KJ Abbott,Tamim Iqbal,1,0,1,2,146,1,2,0,3,-,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
3,Tamim Iqbal,KJ Abbott,Soumya Sarkar,4,0,4,6,142,5,2,0,4,-,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
4,Tamim Iqbal,KJ Abbott,Soumya Sarkar,0,0,0,6,142,5,3,0,5,-,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
5,Tamim Iqbal,KJ Abbott,Soumya Sarkar,0,1,1,7,141,5,4,0,6,wides,0,,,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
6,Tamim Iqbal,KJ Abbott,Soumya Sarkar,0,0,0,7,141,5,5,1,7,-,caught,Tamim Iqbal,Q de Kock,1,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
7,Soumya Sarkar,K Rabada,Shakib Al Hasan,0,0,0,7,141,1,3,1,1,-,0,,,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
8,Soumya Sarkar,K Rabada,Shakib Al Hasan,4,0,4,11,137,5,4,1,2,-,0,,,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
9,Soumya Sarkar,K Rabada,Shakib Al Hasan,2,0,2,13,135,7,5,1,3,-,0,,,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
10,Soumya Sarkar,K Rabada,Shakib Al Hasan,0,0,0,13,135,7,6,1,4,-,0,,,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
11,Soumya Sarkar,K Rabada,Shakib Al Hasan,0,0,0,13,135,7,7,2,5,-,caught,Soumya Sarkar,JP Duminy,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
12,Shakib Al Hasan,K Rabada,Mushfiqur Rahim,1,0,1,14,134,1,1,2,6,-,0,,,2,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
13,Shakib Al Hasan,KJ Abbott,Mushfiqur Rahim,0,0,0,14,134,1,2,2,1,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
14,Shakib Al Hasan,KJ Abbott,Mushfiqur Rahim,1,0,1,15,133,2,3,2,2,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
15,Mushfiqur Rahim,KJ Abbott,Shakib Al Hasan,0,0,0,15,133,0,1,2,3,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
16,Mushfiqur Rahim,KJ Abbott,Shakib Al Hasan,1,0,1,16,132,1,2,2,4,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
17,Shakib Al Hasan,KJ Abbott,Mushfiqur Rahim,0,0,0,16,132,2,4,2,5,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
18,Shakib Al Hasan,KJ Abbott,Mushfiqur Rahim,1,0,1,17,131,3,5,2,6,-,0,,,3,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
19,Shakib Al Hasan,K Rabada,Mushfiqur Rahim,0,0,0,17,131,3,6,2,1,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
20,Shakib Al Hasan,K Rabada,Mushfiqur Rahim,1,0,1,18,130,4,7,2,2,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
21,Mushfiqur Rahim,K Rabada,Shakib Al Hasan,1,0,1,19,129,2,3,2,3,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
22,Shakib Al Hasan,K Rabada,Mushfiqur Rahim,1,0,1,20,128,5,8,2,4,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
23,Mushfiqur Rahim,K Rabada,Shakib Al Hasan,4,0,4,24,124,6,4,2,5,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
24,Mushfiqur Rahim,K Rabada,Shakib Al Hasan,0,0,0,24,124,6,5,2,6,-,0,,,4,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
25,Shakib Al Hasan,WD Parnell,Mushfiqur Rahim,0,0,0,24,124,5,9,2,1,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
26,Shakib Al Hasan,WD Parnell,Mushfiqur Rahim,2,0,2,26,122,7,10,2,2,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
27,Shakib Al Hasan,WD Parnell,Mushfiqur Rahim,1,0,1,27,121,8,11,2,3,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
28,Mushfiqur Rahim,WD Parnell,Shakib Al Hasan,1,0,1,28,120,7,6,2,4,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
29,Shakib Al Hasan,WD Parnell,Mushfiqur Rahim,0,0,0,28,120,8,12,2,5,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
30,Shakib Al Hasan,WD Parnell,Mushfiqur Rahim,4,0,4,32,116,12,13,2,6,-,0,,,5,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
31,Mushfiqur Rahim,D Wiese,Shakib Al Hasan,1,0,1,33,115,8,7,2,1,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
32,Shakib Al Hasan,D Wiese,Mushfiqur Rahim,1,0,1,34,114,13,14,2,2,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
33,Mushfiqur Rahim,D Wiese,Shakib Al Hasan,0,0,0,34,114,8,8,2,3,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
34,Mushfiqur Rahim,D Wiese,Shakib Al Hasan,0,0,0,34,114,8,9,2,4,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
35,Mushfiqur Rahim,D Wiese,Shakib Al Hasan,2,0,2,36,112,10,10,2,5,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
36,Mushfiqur Rahim,D Wiese,Shakib Al Hasan,1,0,1,37,111,11,11,2,6,-,0,,,6,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
37,Mushfiqur Rahim,AM Phangiso,Shakib Al Hasan,0,0,0,37,111,11,12,2,1,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
38,Mushfiqur Rahim,AM Phangiso,Shakib Al Hasan,4,0,4,41,107,15,13,2,2,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
