,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
39,Mushfiqur Rahim,AM Phangiso,Shakib Al Hasan,0,0,0,41,107,15,14,2,3,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
40,Mushfiqur Rahim,AM Phangiso,Shakib Al Hasan,1,0,1,42,106,16,15,2,4,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
41,Shakib Al Hasan,AM Phangiso,Mushfiqur Rahim,0,0,0,42,106,13,15,2,5,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
42,Shakib Al Hasan,AM Phangiso,Mushfiqur Rahim,6,0,6,48,100,19,16,2,6,-,0,,,7,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
43,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,0,0,0,48,100,16,16,2,1,-,0,,,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
44,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,1,0,1,49,99,17,17,2,2,-,0,,,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
45,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,1,0,1,50,98,20,17,2,3,-,0,,,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
46,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,0,0,0,50,98,17,18,2,4,-,0,,,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
47,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,0,0,0,50,98,17,19,3,5,-,caught,Mushfiqur Rahim,DA Miller,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
48,Sabbir Rahman,JP Duminy,Shakib Al Hasan,1,0,1,51,97,1,1,3,6,-,0,,,8,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
49,Sabbir Rahman,AM Phangiso,Shakib Al Hasan,0,0,0,51,97,1,2,3,1,-,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
50,Sabbir Rahman,AM Phangiso,Shakib Al Hasan,2,0,2,53,95,3,3,3,2,-,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
51,Sabbir Rahman,AM Phangiso,Shakib Al Hasan,1,0,1,54,94,4,4,3,3,-,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
52,Shakib Al Hasan,AM Phangiso,Sabbir Rahman,0,1,1,55,93,20,18,3,4,legbyes,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
53,Sabbir Rahman,AM Phangiso,Shakib Al Hasan,0,0,0,55,93,4,5,3,5,-,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
54,Sabbir Rahman,AM Phangiso,Shakib Al Hasan,0,0,0,55,93,4,6,3,6,-,0,,,9,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
55,Shakib Al Hasan,JP Duminy,Sabbir Rahman,1,0,1,56,92,21,19,3,1,-,0,,,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
56,Sabbir Rahman,JP Duminy,Shakib Al Hasan,0,0,0,56,92,4,7,4,2,-,caught,Sabbir Rahman,Q de Kock,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
57,Nasir Hossain,JP Duminy,Shakib Al Hasan,1,0,1,57,91,1,1,4,3,-,0,,,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
58,Shakib Al Hasan,JP Duminy,Nasir Hossain,0,0,0,57,91,21,20,4,4,-,0,,,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
59,Shakib Al Hasan,JP Duminy,Nasir Hossain,0,0,0,57,91,21,21,4,5,-,0,,,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
60,Shakib Al Hasan,JP Duminy,Nasir Hossain,0,0,0,57,91,21,22,4,6,-,0,,,10,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
61,Nasir Hossain,AM Phangiso,Shakib Al Hasan,0,0,0,57,91,1,2,5,1,-,caught,Nasir Hossain,RR Rossouw,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
62,Liton Das,AM Phangiso,Shakib Al Hasan,0,0,0,57,91,0,1,5,2,-,0,,,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
63,Liton Das,AM Phangiso,Shakib Al Hasan,1,0,1,58,90,1,2,5,3,-,0,,,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
64,Shakib Al Hasan,AM Phangiso,Liton Das,1,0,1,59,89,22,23,5,4,-,0,,,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
65,Liton Das,AM Phangiso,Shakib Al Hasan,0,0,0,59,89,1,3,5,5,-,0,,,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
66,Liton Das,AM Phangiso,Shakib Al Hasan,1,0,1,60,88,2,4,5,6,-,0,,,11,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
67,Liton Das,JP Duminy,Shakib Al Hasan,1,0,1,61,87,3,5,5,1,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
68,Shakib Al Hasan,JP Duminy,Liton Das,0,0,0,61,87,22,24,5,2,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
69,Shakib Al Hasan,JP Duminy,Liton Das,1,0,1,62,86,23,25,5,3,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
70,Liton Das,JP Duminy,Shakib Al Hasan,2,0,2,64,84,5,6,5,4,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
71,Liton Das,JP Duminy,Shakib Al Hasan,0,0,0,64,84,5,7,5,5,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
72,Liton Das,JP Duminy,Shakib Al Hasan,0,0,0,64,84,5,8,5,6,-,0,,,12,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
73,Shakib Al Hasan,AM Phangiso,Liton Das,0,0,0,64,84,23,26,5,1,-,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
74,Shakib Al Hasan,AM Phangiso,Liton Das,1,0,1,65,83,24,27,5,2,-,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
75,Liton Das,AM Phangiso,Shakib Al Hasan,2,0,2,67,81,7,9,5,3,-,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
76,Liton Das,AM Phangiso,Shakib Al Hasan,0,0,0,67,81,7,10,5,4,-,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
77,Liton Das,AM Phangiso,Shakib Al Hasan,1,0,1,68,80,8,11,5,5,-,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
78,Shakib Al Hasan,AM Phangiso,Liton Das,0,1,1,69,79,24,28,5,6,legbyes,0,,,13,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
79,Shakib Al Hasan,D Wiese,Liton Das,2,0,2,71,77,26,29,5,1,-,0,,,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
80,Shakib Al Hasan,D Wiese,Liton Das,0,0,0,71,77,26,30,6,2,-,caught,Shakib Al Hasan,WD Parnell,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
81,Mashrafe Mortaza,D Wiese,Liton Das,0,0,0,71,77,0,1,6,3,-,0,,,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
82,Mashrafe Mortaza,D Wiese,Liton Das,1,0,1,72,76,1,2,6,4,-,0,,,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
83,Liton Das,D Wiese,Mashrafe Mortaza,0,0,0,72,76,8,12,6,5,-,0,,,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
84,Liton Das,D Wiese,Mashrafe Mortaza,1,0,1,73,75,9,13,6,6,-,0,,,14,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
85,Liton Das,K Rabada,Mashrafe Mortaza,2,0,2,75,73,11,14,6,1,-,0,,,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
86,Liton Das,K Rabada,Mashrafe Mortaza,6,0,6,81,67,17,15,6,2,-,0,,,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
87,Liton Das,K Rabada,Mashrafe Mortaza,1,0,1,82,66,18,16,6,3,-,0,,,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
88,Mashrafe Mortaza,K Rabada,Liton Das,4,0,4,86,62,5,3,6,4,-,0,,,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
89,Mashrafe Mortaza,K Rabada,Liton Das,0,0,0,86,62,5,4,7,5,-,caught,Mashrafe Mortaza,AB de Villiers,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
90,Liton Das,K Rabada,Sohag Gazi,1,0,1,87,61,19,17,7,6,-,0,,,15,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
91,Liton Das,JP Duminy,Sohag Gazi,0,0,0,87,61,19,18,7,1,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
92,Liton Das,JP Duminy,Sohag Gazi,1,0,1,88,60,20,19,7,2,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
93,Sohag Gazi,JP Duminy,Liton Das,0,0,0,88,60,0,1,7,3,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
94,Sohag Gazi,JP Duminy,Liton Das,0,0,0,88,60,0,2,7,4,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
95,Sohag Gazi,JP Duminy,Liton Das,1,0,1,89,59,1,3,7,5,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
96,Liton Das,JP Duminy,Sohag Gazi,0,0,0,89,59,20,20,7,6,-,0,,,16,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
97,Sohag Gazi,WD Parnell,Liton Das,0,0,0,89,59,1,4,7,1,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
98,Sohag Gazi,WD Parnell,Liton Das,1,0,1,90,58,2,5,7,2,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
99,Liton Das,WD Parnell,Sohag Gazi,1,0,1,91,57,21,21,7,3,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
100,Sohag Gazi,WD Parnell,Liton Das,1,0,1,92,56,3,6,7,4,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
101,Liton Das,WD Parnell,Sohag Gazi,0,0,0,92,56,21,22,7,5,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
102,Liton Das,WD Parnell,Sohag Gazi,1,0,1,93,55,22,23,7,6,-,0,,,17,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
103,Liton Das,D Wiese,Sohag Gazi,0,0,0,93,55,22,24,8,1,-,run out,Sohag Gazi,AB de Villiers;D Wiese,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
104,Liton Das,D Wiese,Arafat Sunny,0,0,0,93,55,22,25,8,2,-,0,,,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
105,Liton Das,D Wiese,Arafat Sunny,0,1,1,94,54,22,26,8,3,wides,0,,,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
106,Liton Das,D Wiese,Arafat Sunny,0,0,0,94,54,22,27,9,4,-,caught,Liton Das,AB de Villiers,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
107,Arafat Sunny,D Wiese,Mustafizur Rahman,1,0,1,95,53,1,1,9,5,-,0,,,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
108,Mustafizur Rahman,D Wiese,Arafat Sunny,1,0,1,96,52,1,1,9,6,-,0,,,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
109,Arafat Sunny,D Wiese,Mustafizur Rahman,0,0,0,96,52,1,2,9,7,-,0,,,18,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
110,Mustafizur Rahman,WD Parnell,Arafat Sunny,0,0,0,96,52,1,2,9,1,-,0,,,19,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
111,Mustafizur Rahman,WD Parnell,Arafat Sunny,0,0,0,96,52,1,3,9,2,-,0,,,19,bat,South Africa,2,Shere Bangla National Stadium,2015,07,Bangladesh_South Africa_2015-07-05,South Africa,Bangladesh,South Africa,96
