,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
108,MA Starc,Mustafizur Rahman,AJ Tye,1,0,1,101,30,11,8,7,4,0,,,17,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
109,AJ Tye,Mustafizur Rahman,MA Starc,0,0,0,101,30,0,1,7,5,0,,,17,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
110,AJ Tye,Mustafizur Rahman,MA Starc,0,0,0,101,30,0,2,7,6,0,,,17,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
111,MA Starc,Shoriful Islam,AJ Tye,1,0,1,102,29,12,9,7,1,0,,,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
112,AJ Tye,Shoriful Islam,MA Starc,0,0,0,102,29,0,3,8,2,caught,AJ Tye,Mohammad Naim,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
113,MA Starc,Shoriful Islam,A Zampa,0,1,1,103,28,12,10,8,3,0,,,18,wides,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
114,MA Starc,Shoriful Islam,A Zampa,1,0,1,104,27,13,11,8,4,0,,,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
115,A Zampa,Shoriful Islam,MA Starc,0,0,0,104,27,0,1,8,5,0,,,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
116,A Zampa,Shoriful Islam,MA Starc,0,0,0,104,27,0,2,9,6,caught,A Zampa,Afif Hossain,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
117,MA Starc,Shoriful Islam,JR Hazlewood,0,0,0,104,27,13,12,9,7,0,,,18,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
118,JR Hazlewood,Mustafizur Rahman,MA Starc,0,0,0,104,27,0,1,9,1,0,,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
119,JR Hazlewood,Mustafizur Rahman,MA Starc,0,1,1,105,26,0,2,9,2,0,,,19,wides,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
120,JR Hazlewood,Mustafizur Rahman,MA Starc,1,0,1,106,25,1,3,9,3,0,,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
121,MA Starc,Mustafizur Rahman,JR Hazlewood,0,0,0,106,25,13,13,9,4,0,,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
122,MA Starc,Mustafizur Rahman,JR Hazlewood,1,0,1,107,24,14,14,9,5,0,,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
123,JR Hazlewood,Mustafizur Rahman,MA Starc,1,0,1,108,23,2,4,9,6,0,,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
124,MA Starc,Mustafizur Rahman,JR Hazlewood,0,0,0,108,23,14,15,10,7,bowled,MA Starc,,19,-,,field,Australia,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-03,Bangladesh,Australia,Bangladesh,False,108
