,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
27,HE van der Dussen,Imad Wasim,H Klaasen,2,0,2,19,149,11,12,2,3,5,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
28,HE van der Dussen,Imad Wasim,H Klaasen,1,0,1,20,148,12,13,2,4,5,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
29,H Klaasen,Imad Wasim,HE van der Dussen,0,0,0,20,148,0,5,2,5,5,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
30,H Klaasen,Imad Wasim,HE van der Dussen,0,0,0,20,148,0,6,2,6,5,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
31,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,0,0,0,20,148,12,14,2,1,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
32,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,0,0,0,20,148,12,15,2,2,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
33,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,4,0,4,24,144,16,16,2,3,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
34,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,0,0,0,24,144,16,17,2,4,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
35,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,0,0,0,24,144,16,18,2,5,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
36,HE van der Dussen,Shaheen Shah Afridi,H Klaasen,0,0,0,24,144,16,19,2,6,6,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
37,H Klaasen,Imad Wasim,HE van der Dussen,1,0,1,25,143,1,7,2,1,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
38,HE van der Dussen,Imad Wasim,H Klaasen,0,0,0,25,143,16,20,2,2,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
39,HE van der Dussen,Imad Wasim,H Klaasen,2,0,2,27,141,18,21,2,3,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
40,HE van der Dussen,Imad Wasim,H Klaasen,0,1,1,28,140,18,22,2,4,7,0,,,wides,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
41,HE van der Dussen,Imad Wasim,H Klaasen,1,0,1,29,139,19,23,2,5,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
42,H Klaasen,Imad Wasim,HE van der Dussen,0,0,0,29,139,1,8,2,6,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
43,H Klaasen,Imad Wasim,HE van der Dussen,1,0,1,30,138,2,9,2,7,7,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
44,H Klaasen,Mohammad Amir,HE van der Dussen,0,0,0,30,138,2,10,3,1,8,caught,H Klaasen,Shoaib Malik,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
45,HE van der Dussen,Mohammad Amir,DA Miller,1,0,1,31,137,20,24,3,2,8,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
46,DA Miller,Mohammad Amir,HE van der Dussen,0,0,0,31,137,0,1,3,3,8,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
47,DA Miller,Mohammad Amir,HE van der Dussen,4,0,4,35,133,4,2,3,4,8,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
48,DA Miller,Mohammad Amir,HE van der Dussen,0,0,0,35,133,4,3,3,5,8,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
49,DA Miller,Mohammad Amir,HE van der Dussen,0,1,1,36,132,4,4,3,6,8,0,,,wides,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
50,DA Miller,Mohammad Amir,HE van der Dussen,4,0,4,40,128,8,5,3,7,8,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
51,HE van der Dussen,Shadab Khan,DA Miller,1,0,1,41,127,21,25,3,1,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
52,DA Miller,Shadab Khan,HE van der Dussen,1,0,1,42,126,9,6,3,2,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
53,HE van der Dussen,Shadab Khan,DA Miller,6,0,6,48,120,27,26,3,3,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
54,HE van der Dussen,Shadab Khan,DA Miller,1,0,1,49,119,28,27,3,4,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
55,DA Miller,Shadab Khan,HE van der Dussen,1,0,1,50,118,10,7,3,5,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
56,HE van der Dussen,Shadab Khan,DA Miller,1,0,1,51,117,29,28,3,6,9,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
57,HE van der Dussen,Mohammad Amir,DA Miller,2,0,2,53,115,31,29,3,1,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
58,HE van der Dussen,Mohammad Amir,DA Miller,1,0,1,54,114,32,30,3,2,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
59,DA Miller,Mohammad Amir,HE van der Dussen,1,0,1,55,113,11,8,3,3,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
60,HE van der Dussen,Mohammad Amir,DA Miller,0,1,1,56,112,32,31,3,4,10,0,,,wides,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
61,HE van der Dussen,Mohammad Amir,DA Miller,0,0,0,56,112,32,32,3,5,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
62,HE van der Dussen,Mohammad Amir,DA Miller,1,0,1,57,111,33,33,3,6,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
63,DA Miller,Mohammad Amir,HE van der Dussen,2,0,2,59,109,13,9,3,7,10,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
64,HE van der Dussen,Shadab Khan,DA Miller,0,0,0,59,109,33,34,3,1,11,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
65,HE van der Dussen,Shadab Khan,DA Miller,6,0,6,65,103,39,35,3,2,11,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
66,HE van der Dussen,Shadab Khan,DA Miller,1,0,1,66,102,40,36,3,3,11,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
67,DA Miller,Shadab Khan,HE van der Dussen,0,0,0,66,102,13,10,4,4,11,caught and bowled,DA Miller,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
68,AL Phehlukwayo,Shadab Khan,HE van der Dussen,4,0,4,70,98,4,1,4,5,11,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
69,AL Phehlukwayo,Shadab Khan,HE van der Dussen,0,0,0,70,98,4,2,4,6,11,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
70,HE van der Dussen,Faheem Ashraf,AL Phehlukwayo,1,0,1,71,97,41,37,4,1,12,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
71,AL Phehlukwayo,Faheem Ashraf,HE van der Dussen,1,0,1,72,96,5,3,4,2,12,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
72,HE van der Dussen,Faheem Ashraf,AL Phehlukwayo,0,0,0,72,96,41,38,5,3,12,caught,HE van der Dussen,Shoaib Malik,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
73,AL Phehlukwayo,Faheem Ashraf,CH Morris,0,0,0,72,96,5,4,5,4,12,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
74,AL Phehlukwayo,Faheem Ashraf,CH Morris,0,0,0,72,96,5,5,5,5,12,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
75,AL Phehlukwayo,Faheem Ashraf,CH Morris,0,1,1,73,95,5,6,5,6,12,0,,,wides,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
76,AL Phehlukwayo,Faheem Ashraf,CH Morris,0,0,0,73,95,5,7,5,7,12,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
77,CH Morris,Shadab Khan,AL Phehlukwayo,1,0,1,74,94,1,1,5,1,13,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
78,AL Phehlukwayo,Shadab Khan,CH Morris,1,0,1,75,93,6,8,5,2,13,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
79,CH Morris,Shadab Khan,AL Phehlukwayo,1,0,1,76,92,2,2,5,3,13,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
80,AL Phehlukwayo,Shadab Khan,CH Morris,4,0,4,80,88,10,9,5,4,13,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
81,AL Phehlukwayo,Shadab Khan,CH Morris,0,0,0,80,88,10,10,5,5,13,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
82,AL Phehlukwayo,Shadab Khan,CH Morris,0,0,0,80,88,10,11,6,6,13,lbw,AL Phehlukwayo,,-,"{'by': 'South Africa', 'umpire': 'BP Jele', 'batter': 'AL Phehlukwayo', 'decision': 'struck down'}",field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
83,CH Morris,Faheem Ashraf,BE Hendricks,2,0,2,82,86,4,3,6,1,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
84,CH Morris,Faheem Ashraf,BE Hendricks,4,0,4,86,82,8,4,6,2,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
85,CH Morris,Faheem Ashraf,BE Hendricks,6,0,6,92,76,14,5,6,3,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
86,CH Morris,Faheem Ashraf,BE Hendricks,4,0,4,96,72,18,6,6,4,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
87,CH Morris,Faheem Ashraf,BE Hendricks,4,0,4,100,68,22,7,6,5,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
88,CH Morris,Faheem Ashraf,BE Hendricks,1,0,1,101,67,23,8,6,6,14,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
89,CH Morris,Shadab Khan,BE Hendricks,1,0,1,102,66,24,9,6,1,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
90,BE Hendricks,Shadab Khan,CH Morris,1,0,1,103,65,1,1,6,2,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
91,CH Morris,Shadab Khan,BE Hendricks,1,0,1,104,64,25,10,6,3,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
92,BE Hendricks,Shadab Khan,CH Morris,0,0,0,104,64,1,2,6,4,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
93,BE Hendricks,Shadab Khan,CH Morris,2,0,2,106,62,3,3,6,5,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
94,BE Hendricks,Shadab Khan,CH Morris,0,0,0,106,62,3,4,6,6,15,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
95,CH Morris,Mohammad Amir,BE Hendricks,1,0,1,107,61,26,11,6,1,16,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
96,BE Hendricks,Mohammad Amir,CH Morris,0,0,0,107,61,3,5,6,2,16,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
97,BE Hendricks,Mohammad Amir,CH Morris,0,0,0,107,61,3,6,7,3,16,bowled,BE Hendricks,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
98,CJ Dala,Mohammad Amir,CH Morris,1,0,1,108,60,1,1,7,4,16,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
99,CH Morris,Mohammad Amir,CJ Dala,1,0,1,109,59,27,12,7,5,16,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
100,CJ Dala,Mohammad Amir,CH Morris,0,0,0,109,59,1,2,7,6,16,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
101,CH Morris,Faheem Ashraf,CJ Dala,1,0,1,110,58,28,13,7,1,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
102,CJ Dala,Faheem Ashraf,CH Morris,1,0,1,111,57,2,3,7,2,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
103,CH Morris,Faheem Ashraf,CJ Dala,1,0,1,112,56,29,14,7,3,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
104,CJ Dala,Faheem Ashraf,CH Morris,1,0,1,113,55,3,4,7,4,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
105,CH Morris,Faheem Ashraf,CJ Dala,1,0,1,114,54,30,15,7,5,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
106,CJ Dala,Faheem Ashraf,CH Morris,2,0,2,116,52,5,5,7,6,17,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
107,CH Morris,Mohammad Amir,CJ Dala,0,0,0,116,52,30,16,7,1,18,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
108,CH Morris,Mohammad Amir,CJ Dala,4,0,4,120,48,34,17,7,2,18,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
109,CH Morris,Mohammad Amir,CJ Dala,1,0,1,121,47,35,18,7,3,18,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
110,CJ Dala,Mohammad Amir,CH Morris,0,0,0,121,47,5,6,7,4,18,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
111,CJ Dala,Mohammad Amir,CH Morris,0,0,0,121,47,5,7,8,5,18,caught,CJ Dala,Hasan Ali,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
112,CH Morris,Mohammad Amir,L Sipamla,1,0,1,122,46,36,19,8,6,18,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
113,CH Morris,Faheem Ashraf,L Sipamla,4,0,4,126,42,40,20,8,1,19,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
114,CH Morris,Faheem Ashraf,L Sipamla,0,0,0,126,42,40,21,8,2,19,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
115,CH Morris,Faheem Ashraf,L Sipamla,2,0,2,128,40,42,22,8,3,19,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
116,CH Morris,Faheem Ashraf,L Sipamla,1,0,1,129,39,43,23,8,4,19,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
117,L Sipamla,Faheem Ashraf,CH Morris,0,0,0,129,39,0,1,9,5,19,bowled,L Sipamla,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
118,T Shamsi,Faheem Ashraf,CH Morris,0,0,0,129,39,0,1,9,6,19,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
119,CH Morris,Shaheen Shah Afridi,T Shamsi,0,0,0,129,39,43,24,9,1,20,0,,,-,,field,South Africa,2,SuperSport Park,2019,02,South Africa_Pakistan_2019-02-06,Pakistan,South Africa,Pakistan,141
