,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
25,KL Rahul,K Rabada,RG Sharma,1,0,1,37,,21,10,0,2,-,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
26,RG Sharma,K Rabada,KL Rahul,4,0,4,41,,18,17,0,3,-,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
27,RG Sharma,K Rabada,KL Rahul,2,0,2,43,,20,18,0,4,-,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
28,RG Sharma,K Rabada,KL Rahul,1,0,1,44,,21,19,0,5,-,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
29,KL Rahul,K Rabada,RG Sharma,0,1,1,45,,21,11,0,6,wides,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
30,KL Rahul,K Rabada,RG Sharma,4,0,4,49,,25,12,0,7,-,4,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
31,RG Sharma,KA Maharaj,KL Rahul,0,0,0,49,,21,20,0,1,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
32,RG Sharma,KA Maharaj,KL Rahul,0,0,0,49,,21,21,0,2,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
33,RG Sharma,KA Maharaj,KL Rahul,4,0,4,53,,25,22,0,3,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
34,RG Sharma,KA Maharaj,KL Rahul,0,0,0,53,,25,23,0,4,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
35,RG Sharma,KA Maharaj,KL Rahul,0,0,0,53,,25,24,0,5,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
36,RG Sharma,KA Maharaj,KL Rahul,4,0,4,57,,29,25,0,6,-,5,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
37,KL Rahul,A Nortje,RG Sharma,1,0,1,58,,26,13,0,1,-,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
38,RG Sharma,A Nortje,KL Rahul,1,0,1,59,,30,26,0,2,-,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
39,KL Rahul,A Nortje,RG Sharma,6,0,6,65,,32,14,0,3,-,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
40,KL Rahul,A Nortje,RG Sharma,1,0,1,66,,33,15,0,4,-,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
41,RG Sharma,A Nortje,KL Rahul,1,0,1,67,,31,27,0,5,-,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
42,KL Rahul,A Nortje,RG Sharma,0,1,1,68,,33,16,0,6,legbyes,6,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
43,KL Rahul,KA Maharaj,RG Sharma,1,0,1,69,,34,17,0,1,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
44,RG Sharma,KA Maharaj,KL Rahul,1,0,1,70,,32,28,0,2,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
45,KL Rahul,KA Maharaj,RG Sharma,1,0,1,71,,35,18,0,3,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
46,RG Sharma,KA Maharaj,KL Rahul,1,0,1,72,,33,29,0,4,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
47,KL Rahul,KA Maharaj,RG Sharma,1,0,1,73,,36,19,0,5,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
48,RG Sharma,KA Maharaj,KL Rahul,0,0,0,73,,33,30,0,6,-,7,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
49,KL Rahul,A Nortje,RG Sharma,4,0,4,77,,40,20,0,1,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
50,KL Rahul,A Nortje,RG Sharma,6,0,6,83,,46,21,0,2,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
51,KL Rahul,A Nortje,RG Sharma,0,1,1,84,,46,22,0,3,wides,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
52,KL Rahul,A Nortje,RG Sharma,1,0,1,85,,47,23,0,4,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
53,RG Sharma,A Nortje,KL Rahul,4,0,4,89,,37,31,0,5,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
54,RG Sharma,A Nortje,KL Rahul,4,0,4,93,,41,32,0,6,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
55,RG Sharma,A Nortje,KL Rahul,1,0,1,94,,42,33,0,7,-,8,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
56,RG Sharma,KA Maharaj,KL Rahul,0,0,0,94,,42,34,0,1,-,9,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
57,RG Sharma,KA Maharaj,KL Rahul,1,0,1,95,,43,35,0,2,-,9,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
58,KL Rahul,KA Maharaj,RG Sharma,1,0,1,96,,48,24,0,3,-,9,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
59,RG Sharma,KA Maharaj,KL Rahul,0,0,0,96,,43,36,0,4,-,9,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
60,RG Sharma,KA Maharaj,KL Rahul,0,0,0,96,,43,37,1,5,-,9,caught,RG Sharma,T Stubbs,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
61,V Kohli,KA Maharaj,KL Rahul,0,0,0,96,,0,1,1,6,-,9,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
62,KL Rahul,AK Markram,V Kohli,1,0,1,97,,49,25,1,1,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
63,V Kohli,AK Markram,KL Rahul,1,0,1,98,,1,2,1,2,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
64,KL Rahul,AK Markram,V Kohli,6,0,6,104,,55,26,1,3,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
65,KL Rahul,AK Markram,V Kohli,0,0,0,104,,55,27,1,4,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
66,KL Rahul,AK Markram,V Kohli,1,0,1,105,,56,28,1,5,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
67,V Kohli,AK Markram,KL Rahul,0,0,0,105,,1,3,1,6,-,10,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
68,KL Rahul,KA Maharaj,V Kohli,1,0,1,106,,57,29,1,1,-,11,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
69,V Kohli,KA Maharaj,KL Rahul,1,0,1,107,,2,4,1,2,-,11,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
70,KL Rahul,KA Maharaj,V Kohli,0,0,0,107,,57,30,2,3,-,11,lbw,KL Rahul,,"{'by': 'India', 'umpire': 'VK Sharma', 'batter': 'KL Rahul', 'decision': 'struck down'}",field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
71,SA Yadav,KA Maharaj,V Kohli,0,0,0,107,,0,1,2,4,-,11,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
72,SA Yadav,KA Maharaj,V Kohli,2,0,2,109,,2,2,2,5,-,11,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
73,SA Yadav,KA Maharaj,V Kohli,4,0,4,113,,6,3,2,6,-,11,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
74,V Kohli,L Ngidi,SA Yadav,1,0,1,114,,3,5,2,1,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
75,SA Yadav,L Ngidi,V Kohli,4,0,4,118,,10,4,2,2,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
76,SA Yadav,L Ngidi,V Kohli,1,0,1,119,,11,5,2,3,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
77,V Kohli,L Ngidi,SA Yadav,1,0,1,120,,4,6,2,4,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
78,SA Yadav,L Ngidi,V Kohli,1,0,1,121,,12,6,2,5,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
79,V Kohli,L Ngidi,SA Yadav,4,0,4,125,,8,7,2,6,-,12,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
80,SA Yadav,WD Parnell,V Kohli,1,0,1,126,,13,7,2,1,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
81,V Kohli,WD Parnell,SA Yadav,1,0,1,127,,9,8,2,2,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
82,SA Yadav,WD Parnell,V Kohli,1,0,1,128,,14,8,2,3,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
83,V Kohli,WD Parnell,SA Yadav,0,0,0,128,,9,9,2,4,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
84,V Kohli,WD Parnell,SA Yadav,1,0,1,129,,10,10,2,5,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
85,V Kohli,WD Parnell,SA Yadav,4,0,4,133,,14,11,2,6,-,13,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
86,SA Yadav,K Rabada,V Kohli,6,0,6,139,,20,9,2,1,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
87,SA Yadav,K Rabada,V Kohli,4,0,4,143,,24,10,2,2,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
88,SA Yadav,K Rabada,V Kohli,1,0,1,144,,25,11,2,3,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
89,V Kohli,K Rabada,SA Yadav,1,0,1,145,,15,12,2,4,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
90,SA Yadav,K Rabada,V Kohli,4,0,4,149,,29,12,2,5,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
91,SA Yadav,K Rabada,V Kohli,6,0,6,155,,35,13,2,6,-,14,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
92,V Kohli,L Ngidi,SA Yadav,1,0,1,156,,16,13,2,1,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
93,SA Yadav,L Ngidi,V Kohli,6,0,6,162,,41,14,2,2,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
94,SA Yadav,L Ngidi,V Kohli,2,0,2,164,,43,15,2,3,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
95,SA Yadav,L Ngidi,V Kohli,4,0,4,168,,47,16,2,4,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
96,SA Yadav,L Ngidi,V Kohli,1,0,1,169,,48,17,2,5,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
97,V Kohli,L Ngidi,SA Yadav,2,0,2,171,,18,14,2,6,-,15,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
98,SA Yadav,WD Parnell,V Kohli,6,1,7,178,,54,18,2,1,noballs,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
99,SA Yadav,WD Parnell,V Kohli,1,0,1,179,,55,19,2,2,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
100,V Kohli,WD Parnell,SA Yadav,6,0,6,185,,24,15,2,3,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
101,V Kohli,WD Parnell,SA Yadav,4,0,4,189,,28,16,2,4,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
102,V Kohli,WD Parnell,SA Yadav,0,0,0,189,,28,17,2,5,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
103,V Kohli,WD Parnell,SA Yadav,4,0,4,193,,32,18,2,6,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
104,V Kohli,WD Parnell,SA Yadav,1,0,1,194,,33,19,2,7,-,16,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
105,V Kohli,L Ngidi,SA Yadav,0,0,0,194,,33,20,2,1,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
106,V Kohli,L Ngidi,SA Yadav,4,0,4,198,,37,21,2,2,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
107,V Kohli,L Ngidi,SA Yadav,2,1,3,201,,39,22,2,3,noballs,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
108,V Kohli,L Ngidi,SA Yadav,0,1,1,202,,39,23,2,4,wides,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
109,V Kohli,L Ngidi,SA Yadav,1,0,1,203,,40,24,2,5,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
110,SA Yadav,L Ngidi,V Kohli,0,0,0,203,,55,20,2,6,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
111,SA Yadav,L Ngidi,V Kohli,0,0,0,203,,55,21,2,7,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
112,SA Yadav,L Ngidi,V Kohli,6,0,6,209,,61,22,2,8,-,17,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
113,V Kohli,A Nortje,SA Yadav,0,0,0,209,,40,25,3,1,-,18,run out,SA Yadav,T Bavuma;A Nortje,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
114,V Kohli,A Nortje,KD Karthik,1,0,1,210,,41,26,3,2,-,18,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
115,KD Karthik,A Nortje,V Kohli,1,0,1,211,,1,1,3,3,-,18,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
116,V Kohli,A Nortje,KD Karthik,4,0,4,215,,45,27,3,4,-,18,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
117,V Kohli,A Nortje,KD Karthik,4,0,4,219,,49,28,3,5,-,18,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
118,V Kohli,A Nortje,KD Karthik,0,0,0,219,,49,29,3,6,-,18,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
119,KD Karthik,K Rabada,V Kohli,0,0,0,219,,1,2,3,1,-,19,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
120,KD Karthik,K Rabada,V Kohli,4,0,4,223,,5,3,3,2,-,19,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
121,KD Karthik,K Rabada,V Kohli,0,0,0,223,,5,4,3,3,-,19,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
122,KD Karthik,K Rabada,V Kohli,0,1,1,224,,5,5,3,4,wides,19,0,,,,field,South Africa,1,"Barsapara Cricket Stadium, Guwahati",2022,10,India_South Africa_2022-10-02,India,India,South Africa,True,237
