,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
111,Fakhar Zaman,DC Drakes,Asif Ali,,1,0,1,185,22,12,8,2,-,3.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
112,Asif Ali,DC Drakes,Fakhar Zaman,,0,0,0,185,22,0,1,2,-,4.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
113,Asif Ali,DC Drakes,Fakhar Zaman,,4,0,4,189,18,4,2,2,-,5.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
114,Asif Ali,DC Drakes,Fakhar Zaman,,6,0,6,195,12,10,3,2,-,6.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
115,Fakhar Zaman,R Shepherd,Asif Ali,,0,0,0,195,12,12,9,3,-,1.0,18,caught,Fakhar Zaman,SSJ Brooks,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
116,Iftikhar Ahmed,R Shepherd,Asif Ali,,1,0,1,196,11,1,1,3,-,2.0,18,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
117,Asif Ali,R Shepherd,Iftikhar Ahmed,,6,0,6,202,5,16,4,3,-,3.0,18,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
118,Asif Ali,R Shepherd,Iftikhar Ahmed,,0,0,0,202,5,16,5,3,-,4.0,18,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
119,Asif Ali,R Shepherd,Iftikhar Ahmed,,4,1,5,207,0,20,6,3,noballs,4.0,18,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
120,Asif Ali,R Shepherd,Iftikhar Ahmed,,1,0,1,208,-1,21,7,3,-,5.0,18,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
