,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Hazratullah,D Madushanka,Rahmanullah Gurbaz,1,0,1,1,104,1,1,0,1,-,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
1,Rahmanullah Gurbaz,D Madushanka,Hazratullah,0,0,0,1,104,0,1,0,2,-,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
2,Rahmanullah Gurbaz,D Madushanka,Hazratullah,0,1,1,2,103,0,2,0,3,legbyes,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
3,Hazratullah,D Madushanka,Rahmanullah Gurbaz,0,0,0,2,103,1,2,0,4,-,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
4,Hazratullah,D Madushanka,Rahmanullah Gurbaz,0,5,5,7,98,1,3,0,5,wides,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
5,Hazratullah,D Madushanka,Rahmanullah Gurbaz,0,0,0,7,98,1,4,0,6,-,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
6,Hazratullah,D Madushanka,Rahmanullah Gurbaz,4,0,4,11,94,5,5,0,7,-,0,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
7,Rahmanullah Gurbaz,M Theekshana,Hazratullah,0,0,0,11,94,0,3,0,1,-,1,"{'by': 'Afghanistan', 'umpire': 'AK Chaudhary', 'batter': 'Rahmanullah Gurbaz', 'decision': 'upheld'}",0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
8,Rahmanullah Gurbaz,M Theekshana,Hazratullah,0,2,2,13,92,0,4,0,2,wides,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
9,Hazratullah,M Theekshana,Rahmanullah Gurbaz,0,0,0,13,92,5,6,0,3,-,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
10,Hazratullah,M Theekshana,Rahmanullah Gurbaz,0,0,0,13,92,5,7,0,4,-,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
11,Hazratullah,M Theekshana,Rahmanullah Gurbaz,0,0,0,13,92,5,8,0,5,-,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
12,Hazratullah,M Theekshana,Rahmanullah Gurbaz,2,0,2,15,90,7,9,0,6,-,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
13,Hazratullah,M Theekshana,Rahmanullah Gurbaz,0,0,0,15,90,7,10,0,7,-,1,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
14,Rahmanullah Gurbaz,M Pathirana,Hazratullah,0,0,0,15,90,0,5,0,1,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
15,Rahmanullah Gurbaz,M Pathirana,Hazratullah,4,0,4,19,86,4,6,0,2,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
16,Rahmanullah Gurbaz,M Pathirana,Hazratullah,6,0,6,25,80,10,7,0,3,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
17,Rahmanullah Gurbaz,M Pathirana,Hazratullah,4,0,4,29,76,14,8,0,4,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
18,Rahmanullah Gurbaz,M Pathirana,Hazratullah,2,0,2,31,74,16,9,0,5,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
19,Rahmanullah Gurbaz,M Pathirana,Hazratullah,0,0,0,31,74,16,10,0,6,-,2,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
20,Hazratullah,PWH de Silva,Rahmanullah Gurbaz,1,0,1,32,73,8,11,0,1,-,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
21,Rahmanullah Gurbaz,PWH de Silva,Hazratullah,1,0,1,33,72,17,11,0,2,-,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
22,Hazratullah,PWH de Silva,Rahmanullah Gurbaz,0,2,2,35,70,8,12,0,3,legbyes,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
23,Hazratullah,PWH de Silva,Rahmanullah Gurbaz,0,0,0,35,70,8,13,0,4,-,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
24,Hazratullah,PWH de Silva,Rahmanullah Gurbaz,0,0,0,35,70,8,14,0,5,-,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
25,Hazratullah,PWH de Silva,Rahmanullah Gurbaz,6,0,6,41,64,14,15,0,6,-,3,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
26,Rahmanullah Gurbaz,M Theekshana,Hazratullah,6,0,6,47,58,23,12,0,1,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
27,Rahmanullah Gurbaz,M Theekshana,Hazratullah,6,0,6,53,52,29,13,0,2,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
28,Rahmanullah Gurbaz,M Theekshana,Hazratullah,4,0,4,57,48,33,14,0,3,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
29,Rahmanullah Gurbaz,M Theekshana,Hazratullah,0,0,0,57,48,33,15,0,4,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
30,Rahmanullah Gurbaz,M Theekshana,Hazratullah,1,0,1,58,47,34,16,0,5,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
31,Hazratullah,M Theekshana,Rahmanullah Gurbaz,4,0,4,62,43,18,16,0,6,-,4,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
32,Rahmanullah Gurbaz,C Karunaratne,Hazratullah,6,0,6,68,37,40,17,0,1,-,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
33,Rahmanullah Gurbaz,C Karunaratne,Hazratullah,0,1,1,69,36,40,18,0,2,legbyes,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
34,Hazratullah,C Karunaratne,Rahmanullah Gurbaz,4,0,4,73,32,22,17,0,3,-,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
35,Hazratullah,C Karunaratne,Rahmanullah Gurbaz,4,0,4,77,28,26,18,0,4,-,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
36,Hazratullah,C Karunaratne,Rahmanullah Gurbaz,2,0,2,79,26,28,19,0,5,-,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
37,Hazratullah,C Karunaratne,Rahmanullah Gurbaz,4,0,4,83,22,32,20,0,6,-,5,,0,,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
38,Rahmanullah Gurbaz,PWH de Silva,Hazratullah,0,0,0,83,22,40,19,1,1,-,6,,bowled,Rahmanullah Gurbaz,,field,Afghanistan,2,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Afghanistan,Sri Lanka,True,106
