,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,DR Smith,PR Stirling,CH Gayle,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
1,DR Smith,PR Stirling,CH Gayle,0,0,0,0,,0,2,0,-,2.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
2,DR Smith,PR Stirling,CH Gayle,0,0,0,0,,0,3,0,-,3.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
3,DR Smith,PR Stirling,CH Gayle,6,0,6,6,,6,4,0,-,4.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
4,DR Smith,PR Stirling,CH Gayle,0,0,0,6,,6,5,0,-,5.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
5,DR Smith,PR Stirling,CH Gayle,0,0,0,6,,6,6,0,-,6.0,0,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Offbreak
6,CH Gayle,MC Sorensen,DR Smith,0,0,0,6,,0,1,0,-,1.0,1,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Left hand Bat,Right hand Bat,Right arm Fast
7,CH Gayle,MC Sorensen,DR Smith,0,0,0,6,,0,2,0,-,2.0,1,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Left hand Bat,Right hand Bat,Right arm Fast
8,CH Gayle,MC Sorensen,DR Smith,1,0,1,7,,1,3,0,-,3.0,1,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Left hand Bat,Right hand Bat,Right arm Fast
9,DR Smith,MC Sorensen,CH Gayle,1,0,1,8,,7,7,0,-,4.0,1,0,,,bat,West Indies,1,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,West Indies,Ireland,False,116,Right hand Bat,Left hand Bat,Right arm Fast
