,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Ahmed Shehzad,R Rampaul,Mohammad Hafeez,1,0,1,1,149,1,1,0,1,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
1,Mohammad Hafeez,R Rampaul,Ahmed Shehzad,3,0,3,4,146,3,1,0,2,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
2,Ahmed Shehzad,R Rampaul,Mohammad Hafeez,0,0,0,4,146,1,2,0,3,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
3,Ahmed Shehzad,R Rampaul,Mohammad Hafeez,0,0,0,4,146,1,3,0,4,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
4,Ahmed Shehzad,R Rampaul,Mohammad Hafeez,1,0,1,5,145,2,4,0,5,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
5,Mohammad Hafeez,R Rampaul,Ahmed Shehzad,0,1,1,6,144,3,2,0,6,noballs,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
6,Mohammad Hafeez,R Rampaul,Ahmed Shehzad,0,0,0,6,144,3,3,0,7,-,1,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
7,Ahmed Shehzad,DJG Sammy,Mohammad Hafeez,0,0,0,6,144,2,5,0,1,-,2,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
8,Ahmed Shehzad,DJG Sammy,Mohammad Hafeez,0,0,0,6,144,2,6,0,2,-,2,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
9,Ahmed Shehzad,DJG Sammy,Mohammad Hafeez,1,0,1,7,143,3,7,0,3,-,2,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
10,Mohammad Hafeez,DJG Sammy,Ahmed Shehzad,0,0,0,7,143,3,4,1,4,-,2,caught,Mohammad Hafeez,AR Nurse,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
11,Asad Shafiq,DJG Sammy,Ahmed Shehzad,0,0,0,7,143,0,1,1,5,-,2,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
12,Asad Shafiq,DJG Sammy,Ahmed Shehzad,4,0,4,11,139,4,2,1,6,-,2,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
13,Ahmed Shehzad,AD Russell,Asad Shafiq,0,0,0,11,139,3,8,1,1,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
14,Ahmed Shehzad,AD Russell,Asad Shafiq,0,0,0,11,139,3,9,1,2,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
15,Ahmed Shehzad,AD Russell,Asad Shafiq,0,0,0,11,139,3,10,1,3,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
16,Ahmed Shehzad,AD Russell,Asad Shafiq,4,0,4,15,135,7,11,1,4,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
17,Ahmed Shehzad,AD Russell,Asad Shafiq,4,0,4,19,131,11,12,1,5,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
18,Ahmed Shehzad,AD Russell,Asad Shafiq,1,0,1,20,130,12,13,1,6,-,3,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
19,Ahmed Shehzad,R Rampaul,Asad Shafiq,0,0,0,20,130,12,14,1,1,-,4,0,,,bat,West Indies,2,"Beausejour Stadium, Gros Islet",2011,04,West Indies_Pakistan_2011-04-21,West Indies,Pakistan,West Indies
