,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,J Charles,Imad Wasim,E Lewis,1,0,1,1,,1,1,0,-,1.0,0,,,0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
1,E Lewis,Imad Wasim,J Charles,1,0,1,2,,1,1,0,-,2.0,0,,,0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
2,J Charles,Imad Wasim,E Lewis,1,0,1,3,,2,2,0,-,3.0,0,,,0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
3,E Lewis,Imad Wasim,J Charles,0,0,0,3,,1,2,0,-,4.0,0,,,0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
4,E Lewis,Imad Wasim,J Charles,0,0,0,3,,1,3,1,-,5.0,caught,E Lewis,Mohammad Nawaz (3),0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
5,J Charles,Imad Wasim,ADS Fletcher,0,0,0,3,,2,3,1,-,6.0,0,,,0,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
6,ADS Fletcher,Sohail Tanvir,J Charles,1,0,1,4,,1,1,1,-,1.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
7,J Charles,Sohail Tanvir,ADS Fletcher,1,0,1,5,,3,4,1,-,2.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
8,ADS Fletcher,Sohail Tanvir,J Charles,0,0,0,5,,1,2,1,-,3.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
9,ADS Fletcher,Sohail Tanvir,J Charles,0,0,0,5,,1,3,1,-,4.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
10,ADS Fletcher,Sohail Tanvir,J Charles,0,1,1,6,,1,4,1,wides,4.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
11,ADS Fletcher,Sohail Tanvir,J Charles,1,0,1,7,,2,5,1,-,5.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
12,J Charles,Sohail Tanvir,ADS Fletcher,4,0,4,11,,7,5,1,-,6.0,0,,,1,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
13,ADS Fletcher,Imad Wasim,J Charles,0,0,0,11,,2,6,1,-,1.0,0,,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
14,ADS Fletcher,Imad Wasim,J Charles,0,0,0,11,,2,7,2,-,2.0,bowled,ADS Fletcher,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
15,MN Samuels,Imad Wasim,J Charles,4,0,4,15,,4,1,2,-,3.0,0,,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
16,MN Samuels,Imad Wasim,J Charles,0,0,0,15,,4,2,3,-,4.0,lbw,MN Samuels,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
17,DJ Bravo,Imad Wasim,J Charles,0,0,0,15,,0,1,3,-,5.0,0,,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
18,DJ Bravo,Imad Wasim,J Charles,1,0,1,16,,1,2,3,-,6.0,0,,,2,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
19,DJ Bravo,Mohammad Nawaz (3),J Charles,0,0,0,16,,1,3,3,-,1.0,0,,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
20,DJ Bravo,Mohammad Nawaz (3),J Charles,1,0,1,17,,2,4,3,-,2.0,0,,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
21,J Charles,Mohammad Nawaz (3),DJ Bravo,0,0,0,17,,7,6,3,-,3.0,0,,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
22,J Charles,Mohammad Nawaz (3),DJ Bravo,0,0,0,17,,7,7,4,-,4.0,bowled,J Charles,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
23,N Pooran,Mohammad Nawaz (3),DJ Bravo,1,0,1,18,,1,1,4,-,5.0,0,,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
24,DJ Bravo,Mohammad Nawaz (3),N Pooran,0,0,0,18,,2,5,4,-,6.0,0,,,3,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
25,N Pooran,Hasan Ali,DJ Bravo,0,0,0,18,,1,2,4,-,1.0,0,,,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
26,N Pooran,Hasan Ali,DJ Bravo,4,0,4,22,,5,3,4,-,2.0,0,,,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
27,N Pooran,Hasan Ali,DJ Bravo,0,0,0,22,,5,4,5,-,3.0,caught,N Pooran,Sarfraz Ahmed,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
28,KA Pollard,Hasan Ali,DJ Bravo,0,0,0,22,,0,1,5,-,4.0,0,,,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
29,KA Pollard,Hasan Ali,DJ Bravo,0,0,0,22,,0,2,5,-,5.0,0,,,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
30,KA Pollard,Hasan Ali,DJ Bravo,0,0,0,22,,0,3,5,-,6.0,0,,,4,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
31,DJ Bravo,Mohammad Nawaz (3),KA Pollard,0,0,0,22,,2,6,5,-,1.0,0,,,5,field,Pakistan,1,Dubai International Cricket Stadium,2016,09,Pakistan_West Indies_2016-09-23,Pakistan,West Indies,Pakistan,False,115
