,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Liton Das,Mujeeb Ur Rahman,Tamim Iqbal,1,0,1,1,144,1,1,0,1,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
1,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,0,1,1,2,143,0,1,0,2,wides,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
2,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,1,0,1,3,142,1,2,0,3,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
3,Liton Das,Mujeeb Ur Rahman,Tamim Iqbal,0,0,0,3,142,1,2,0,4,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
4,Liton Das,Mujeeb Ur Rahman,Tamim Iqbal,0,0,0,3,142,1,3,0,5,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
5,Liton Das,Mujeeb Ur Rahman,Tamim Iqbal,1,0,1,4,141,2,4,0,6,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
6,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,0,0,0,4,141,1,3,0,7,-,1,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
7,Liton Das,Aftab Alam,Tamim Iqbal,0,0,0,4,141,2,5,0,1,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
8,Liton Das,Aftab Alam,Tamim Iqbal,2,0,2,6,139,4,6,0,2,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
9,Liton Das,Aftab Alam,Tamim Iqbal,0,0,0,6,139,4,7,0,3,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
10,Liton Das,Aftab Alam,Tamim Iqbal,4,0,4,10,135,8,8,0,4,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
11,Liton Das,Aftab Alam,Tamim Iqbal,1,0,1,11,134,9,9,0,5,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
12,Tamim Iqbal,Aftab Alam,Liton Das,0,0,0,11,134,1,4,0,6,-,2,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
13,Liton Das,Mujeeb Ur Rahman,Tamim Iqbal,1,0,1,12,133,10,10,0,1,-,3,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
14,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,4,0,4,16,129,5,5,0,2,-,3,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
15,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,0,0,0,16,129,5,6,0,3,-,3,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
16,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,0,0,0,16,129,5,7,1,4,-,3,caught,Tamim Iqbal,Darwish Rasooli,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
17,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,0,0,0,16,129,0,1,1,5,-,3,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
18,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,0,0,0,16,129,0,2,1,6,-,3,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
19,Liton Das,Mohammad Nabi,Soumya Sarkar,1,0,1,17,128,11,11,1,1,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
20,Soumya Sarkar,Mohammad Nabi,Liton Das,0,0,0,17,128,0,3,1,2,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
21,Soumya Sarkar,Mohammad Nabi,Liton Das,0,0,0,17,128,0,4,1,3,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
22,Soumya Sarkar,Mohammad Nabi,Liton Das,0,0,0,17,128,0,5,1,4,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
23,Soumya Sarkar,Mohammad Nabi,Liton Das,1,0,1,18,127,1,6,1,5,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
24,Liton Das,Mohammad Nabi,Soumya Sarkar,0,0,0,18,127,11,12,1,6,-,4,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
25,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,2,0,2,20,125,3,7,1,1,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
26,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,4,0,4,24,121,7,8,1,2,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
27,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,0,0,0,24,121,7,9,1,3,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
28,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,6,0,6,30,115,13,10,1,4,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
29,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,0,0,0,30,115,13,11,1,5,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
30,Soumya Sarkar,Mujeeb Ur Rahman,Liton Das,1,0,1,31,114,14,12,1,6,-,5,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
31,Soumya Sarkar,Mohammad Nabi,Liton Das,1,0,1,32,113,15,13,1,1,-,6,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
32,Liton Das,Mohammad Nabi,Soumya Sarkar,0,0,0,32,113,11,13,2,2,-,6,run out,Soumya Sarkar,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
33,Liton Das,Mohammad Nabi,Mushfiqur Rahim,1,0,1,33,112,12,14,2,3,-,6,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
34,Mushfiqur Rahim,Mohammad Nabi,Liton Das,2,0,2,35,110,2,1,2,4,-,6,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
35,Mushfiqur Rahim,Mohammad Nabi,Liton Das,0,0,0,35,110,2,2,3,5,-,6,run out,Liton Das,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
36,Mushfiqur Rahim,Mohammad Nabi,Shakib Al Hasan,0,0,0,35,110,2,3,3,6,-,6,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
37,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,0,0,0,35,110,0,1,3,1,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
38,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,1,0,1,36,109,1,2,3,2,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
39,Mushfiqur Rahim,Karim Janat,Shakib Al Hasan,0,1,1,37,108,2,4,3,3,wides,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
40,Mushfiqur Rahim,Karim Janat,Shakib Al Hasan,4,0,4,41,104,6,5,3,4,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
41,Mushfiqur Rahim,Karim Janat,Shakib Al Hasan,0,0,0,41,104,6,6,3,5,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
42,Mushfiqur Rahim,Karim Janat,Shakib Al Hasan,0,1,1,42,103,6,7,3,6,wides,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
43,Mushfiqur Rahim,Karim Janat,Shakib Al Hasan,1,0,1,43,102,7,8,3,7,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
44,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,1,0,1,44,101,2,3,3,8,-,7,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
45,Shakib Al Hasan,Aftab Alam,Mushfiqur Rahim,0,0,0,44,101,2,4,3,1,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
46,Shakib Al Hasan,Aftab Alam,Mushfiqur Rahim,1,0,1,45,100,3,5,3,2,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
47,Mushfiqur Rahim,Aftab Alam,Shakib Al Hasan,1,0,1,46,99,8,9,3,3,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
48,Shakib Al Hasan,Aftab Alam,Mushfiqur Rahim,1,0,1,47,98,4,6,3,4,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
49,Mushfiqur Rahim,Aftab Alam,Shakib Al Hasan,0,0,0,47,98,8,10,3,5,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
50,Mushfiqur Rahim,Aftab Alam,Shakib Al Hasan,0,0,0,47,98,8,11,3,6,-,8,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
51,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,6,0,6,53,92,10,7,3,1,-,9,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
52,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,0,0,0,53,92,10,8,3,2,-,9,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
53,Shakib Al Hasan,Karim Janat,Mushfiqur Rahim,0,0,0,53,92,10,9,4,3,-,9,caught,Shakib Al Hasan,Samiullah Shenwari,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
54,Mahmudullah,Karim Janat,Mushfiqur Rahim,1,0,1,54,91,1,1,4,4,-,9,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
55,Mushfiqur Rahim,Karim Janat,Mahmudullah,1,0,1,55,90,9,12,4,5,-,9,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
56,Mahmudullah,Karim Janat,Mushfiqur Rahim,1,0,1,56,89,2,2,4,6,-,9,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
57,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,1,0,1,57,88,3,3,4,1,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
58,Mushfiqur Rahim,Mohammad Nabi,Mahmudullah,1,0,1,58,87,10,13,4,2,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
59,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,1,0,1,59,86,4,4,4,3,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
60,Mushfiqur Rahim,Mohammad Nabi,Mahmudullah,1,0,1,60,85,11,14,4,4,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
61,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,0,0,0,60,85,4,5,4,5,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
62,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,0,0,0,60,85,4,6,4,6,-,10,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
63,Mushfiqur Rahim,Rashid Khan,Mahmudullah,3,0,3,63,82,14,15,4,1,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
64,Mahmudullah,Rashid Khan,Mushfiqur Rahim,0,0,0,63,82,4,7,4,2,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
65,Mahmudullah,Rashid Khan,Mushfiqur Rahim,0,0,0,63,82,4,8,4,3,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
66,Mahmudullah,Rashid Khan,Mushfiqur Rahim,4,0,4,67,78,8,9,4,4,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
67,Mahmudullah,Rashid Khan,Mushfiqur Rahim,1,0,1,68,77,9,10,4,5,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
68,Mushfiqur Rahim,Rashid Khan,Mahmudullah,0,0,0,68,77,14,16,4,6,-,11,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
69,Mahmudullah,Karim Janat,Mushfiqur Rahim,4,0,4,72,73,13,11,4,1,-,12,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
70,Mahmudullah,Karim Janat,Mushfiqur Rahim,0,0,0,72,73,13,12,4,2,-,12,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
71,Mahmudullah,Karim Janat,Mushfiqur Rahim,0,0,0,72,73,13,13,4,3,-,12,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
72,Mahmudullah,Karim Janat,Mushfiqur Rahim,0,0,0,72,73,13,14,4,4,-,12,0,,,bat,Afghanistan,2,Rajiv Gandhi International Cricket Stadium,2018,06,Afghanistan_Bangladesh_2018-06-07,Afghanistan,Bangladesh,Afghanistan,144
