,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,C Munro,Imad Wasim,GD Phillips,1,0,1,1,147,1,1,0,1,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
1,GD Phillips,Imad Wasim,C Munro,0,0,0,1,147,0,1,0,2,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
2,GD Phillips,Imad Wasim,C Munro,0,0,0,1,147,0,2,0,3,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
3,GD Phillips,Imad Wasim,C Munro,0,0,0,1,147,0,3,0,4,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
4,GD Phillips,Imad Wasim,C Munro,1,0,1,2,146,1,4,0,5,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
5,C Munro,Imad Wasim,GD Phillips,1,0,1,3,145,2,2,0,6,1,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
6,C Munro,Faheem Ashraf,GD Phillips,0,0,0,3,145,2,3,0,1,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
7,C Munro,Faheem Ashraf,GD Phillips,0,0,0,3,145,2,4,0,2,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
8,C Munro,Faheem Ashraf,GD Phillips,0,0,0,3,145,2,5,0,3,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
9,C Munro,Faheem Ashraf,GD Phillips,1,0,1,4,144,3,6,0,4,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
10,GD Phillips,Faheem Ashraf,C Munro,4,0,4,8,140,5,5,0,5,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
11,GD Phillips,Faheem Ashraf,C Munro,0,0,0,8,140,5,6,0,6,2,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
12,C Munro,Imad Wasim,GD Phillips,1,0,1,9,139,4,7,0,1,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
13,GD Phillips,Imad Wasim,C Munro,0,0,0,9,139,5,7,0,2,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
14,GD Phillips,Imad Wasim,C Munro,1,0,1,10,138,6,8,0,3,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
15,C Munro,Imad Wasim,GD Phillips,2,0,2,12,136,6,8,0,4,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
16,C Munro,Imad Wasim,GD Phillips,0,0,0,12,136,6,9,0,5,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
17,C Munro,Imad Wasim,GD Phillips,0,0,0,12,136,6,10,0,6,3,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
18,GD Phillips,Faheem Ashraf,C Munro,0,0,0,12,136,6,9,0,1,4,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
19,GD Phillips,Faheem Ashraf,C Munro,1,0,1,13,135,7,10,0,2,4,0,,,-,,bat,Pakistan,2,Sheikh Zayed Stadium,2018,10,Pakistan_New Zealand_2018-10-31,Pakistan,New Zealand,Pakistan,146
