,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,0,0,0,0,190,0,1,0,1,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
1,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,0,0,0,0,190,0,2,0,2,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
2,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,4,0,4,4,186,4,3,0,3,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
3,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,1,0,1,5,185,5,4,0,4,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
4,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,1,0,1,6,184,1,1,0,5,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
5,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,0,0,0,6,184,5,5,0,6,0,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
6,Anamul Haque,Sohail Tanvir,Tamim Iqbal,4,0,4,10,180,5,2,0,1,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
7,Anamul Haque,Sohail Tanvir,Tamim Iqbal,0,0,0,10,180,5,3,0,2,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
8,Anamul Haque,Sohail Tanvir,Tamim Iqbal,0,0,0,10,180,5,4,0,3,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
9,Anamul Haque,Sohail Tanvir,Tamim Iqbal,1,0,1,11,179,6,5,0,4,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
10,Tamim Iqbal,Sohail Tanvir,Anamul Haque,2,0,2,13,177,7,6,0,5,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
11,Tamim Iqbal,Sohail Tanvir,Anamul Haque,0,0,0,13,177,7,7,0,6,1,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
12,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,0,0,0,13,177,6,6,0,1,2,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
13,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,1,0,1,14,176,7,7,0,2,2,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
14,Tamim Iqbal,Mohammad Hafeez,Anamul Haque,0,1,1,15,175,7,8,0,3,2,legbyes,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
15,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,4,0,4,19,171,11,8,0,4,2,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
16,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,0,0,0,19,171,11,9,0,5,2,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
17,Anamul Haque,Mohammad Hafeez,Tamim Iqbal,1,0,1,20,170,12,10,0,6,2,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
18,Anamul Haque,Sohail Tanvir,Tamim Iqbal,1,0,1,21,169,13,11,0,1,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
19,Tamim Iqbal,Sohail Tanvir,Anamul Haque,0,0,0,21,169,7,9,0,2,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
20,Tamim Iqbal,Sohail Tanvir,Anamul Haque,2,0,2,23,167,9,10,0,3,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
21,Tamim Iqbal,Sohail Tanvir,Anamul Haque,4,0,4,27,163,13,11,0,4,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
22,Tamim Iqbal,Sohail Tanvir,Anamul Haque,2,0,2,29,161,15,12,0,5,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
23,Tamim Iqbal,Sohail Tanvir,Anamul Haque,1,0,1,30,160,16,13,0,6,3,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
24,Tamim Iqbal,Umar Gul,Anamul Haque,0,0,0,30,160,16,14,0,1,4,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
25,Tamim Iqbal,Umar Gul,Anamul Haque,0,0,0,30,160,16,15,1,2,4,-,bowled,Tamim Iqbal,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
26,Shakib Al Hasan,Umar Gul,Anamul Haque,0,0,0,30,160,0,1,1,3,4,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
27,Shakib Al Hasan,Umar Gul,Anamul Haque,0,0,0,30,160,0,2,1,4,4,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
28,Shakib Al Hasan,Umar Gul,Anamul Haque,1,0,1,31,159,1,3,1,5,4,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
29,Anamul Haque,Umar Gul,Shakib Al Hasan,1,0,1,32,158,14,12,1,6,4,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
30,Anamul Haque,Saeed Ajmal,Shakib Al Hasan,4,0,4,36,154,18,13,1,1,5,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
31,Anamul Haque,Saeed Ajmal,Shakib Al Hasan,0,0,0,36,154,18,14,1,2,5,-,0,,,bat,Pakistan,2,Shere Bangla National Stadium,2014,03,Bangladesh_Pakistan_2014-03-30,Pakistan,Bangladesh,Pakistan,140
