,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,MDKJ Perera,LL Tsotsobe,TM Dilshan,0,0,0,0,115,0,1,0,1,-,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
1,MDKJ Perera,LL Tsotsobe,TM Dilshan,4,0,4,4,111,4,2,0,2,-,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
2,MDKJ Perera,LL Tsotsobe,TM Dilshan,0,0,0,4,111,4,3,0,3,-,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
3,MDKJ Perera,LL Tsotsobe,TM Dilshan,2,0,2,6,109,6,4,0,4,-,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
4,MDKJ Perera,LL Tsotsobe,TM Dilshan,0,0,0,6,109,6,5,0,5,-,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
5,MDKJ Perera,LL Tsotsobe,TM Dilshan,0,1,1,7,108,6,6,0,6,legbyes,0,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
6,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,7,108,6,7,0,1,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
7,MDKJ Perera,M Morkel,TM Dilshan,0,1,1,8,107,6,8,0,2,wides,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
8,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,8,107,6,9,0,3,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
9,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,8,107,6,10,0,4,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
10,MDKJ Perera,M Morkel,TM Dilshan,0,1,1,9,106,6,11,0,5,wides,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
11,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,9,106,6,12,0,6,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
12,MDKJ Perera,M Morkel,TM Dilshan,4,0,4,13,102,10,13,0,7,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
13,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,13,102,10,14,0,8,-,1,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
14,TM Dilshan,LL Tsotsobe,MDKJ Perera,0,0,0,13,102,0,1,0,1,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
15,TM Dilshan,LL Tsotsobe,MDKJ Perera,0,0,0,13,102,0,2,0,2,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
16,TM Dilshan,LL Tsotsobe,MDKJ Perera,0,0,0,13,102,0,3,0,3,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
17,TM Dilshan,LL Tsotsobe,MDKJ Perera,1,0,1,14,101,1,4,0,4,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
18,MDKJ Perera,LL Tsotsobe,TM Dilshan,1,0,1,15,100,11,15,0,5,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
19,TM Dilshan,LL Tsotsobe,MDKJ Perera,0,0,0,15,100,1,5,0,6,-,2,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
20,MDKJ Perera,M Morkel,TM Dilshan,0,0,0,15,100,11,16,1,1,-,3,caught,MDKJ Perera,D Wiese,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
21,LD Chandimal,M Morkel,TM Dilshan,0,0,0,15,100,0,1,1,2,-,3,0,,,bat,South Africa,2,R Premadasa Stadium,2013,08,Sri Lanka_South Africa_2013-08-02,South Africa,Sri Lanka,South Africa,103
