,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
93,JP Duminy,A Mishra,AB de Villiers,2,0,2,127,33,24,24,3,6,-,0,,,14,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
94,AB de Villiers,R Ashwin,JP Duminy,0,1,1,128,32,10,7,3,1,legbyes,0,,,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
95,JP Duminy,R Ashwin,AB de Villiers,1,0,1,129,31,25,25,3,2,-,0,,,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
96,AB de Villiers,R Ashwin,JP Duminy,0,0,0,129,31,10,8,4,3,-,caught,AB de Villiers,RG Sharma,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
97,JP Duminy,R Ashwin,DA Miller,0,0,0,129,31,25,26,4,4,-,0,,,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
98,JP Duminy,R Ashwin,DA Miller,0,0,0,129,31,25,27,4,5,-,0,,,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
99,JP Duminy,R Ashwin,DA Miller,1,0,1,130,30,26,28,4,6,-,0,,,15,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
100,JP Duminy,SK Raina,DA Miller,1,0,1,131,29,27,29,4,1,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
101,DA Miller,SK Raina,JP Duminy,1,0,1,132,28,1,1,4,2,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
102,JP Duminy,SK Raina,DA Miller,1,0,1,133,27,28,30,4,3,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
103,DA Miller,SK Raina,JP Duminy,1,0,1,134,26,2,2,4,4,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
104,JP Duminy,SK Raina,DA Miller,1,0,1,135,25,29,31,4,5,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
105,DA Miller,SK Raina,JP Duminy,1,0,1,136,24,3,3,4,6,-,0,,,16,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
106,DA Miller,R Ashwin,JP Duminy,1,0,1,137,23,4,4,4,1,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
107,JP Duminy,R Ashwin,DA Miller,0,0,0,137,23,29,32,4,2,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
108,JP Duminy,R Ashwin,DA Miller,6,0,6,143,17,35,33,4,3,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
109,JP Duminy,R Ashwin,DA Miller,1,0,1,144,16,36,34,4,4,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
110,DA Miller,R Ashwin,JP Duminy,1,0,1,145,15,5,5,4,5,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
111,JP Duminy,R Ashwin,DA Miller,1,0,1,146,14,37,35,4,6,-,0,,,17,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
112,JP Duminy,B Kumar,DA Miller,0,0,0,146,14,37,36,4,1,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
113,JP Duminy,B Kumar,DA Miller,0,0,0,146,14,37,37,4,2,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
114,JP Duminy,B Kumar,DA Miller,6,0,6,152,8,43,38,4,3,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
115,JP Duminy,B Kumar,DA Miller,1,0,1,153,7,44,39,4,4,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
116,DA Miller,B Kumar,JP Duminy,4,0,4,157,3,9,6,4,5,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
117,DA Miller,B Kumar,JP Duminy,1,0,1,158,2,10,7,4,6,-,0,,,18,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
118,DA Miller,MM Sharma,JP Duminy,1,0,1,159,1,11,8,4,1,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
119,JP Duminy,MM Sharma,DA Miller,1,0,1,160,0,45,40,4,2,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
120,DA Miller,MM Sharma,JP Duminy,6,0,6,166,-6,17,9,4,3,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
121,DA Miller,MM Sharma,JP Duminy,0,0,0,166,-6,17,10,4,4,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
122,DA Miller,MM Sharma,JP Duminy,4,0,4,170,-10,21,11,4,5,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
123,DA Miller,MM Sharma,JP Duminy,2,0,2,172,-12,23,12,4,6,-,0,,,19,bat,South Africa,1,Shere Bangla National Stadium,2014,04,India_South Africa_2014-04-04,India,South Africa,India,172
