,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,JT Smuts,DJ Willey,RR Hendricks,0,0,0,0,,0,1,0,1,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
1,JT Smuts,DJ Willey,RR Hendricks,4,0,4,4,,4,2,0,2,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
2,JT Smuts,DJ Willey,RR Hendricks,0,0,0,4,,4,3,0,3,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
3,JT Smuts,DJ Willey,RR Hendricks,0,0,0,4,,4,4,0,4,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
4,JT Smuts,DJ Willey,RR Hendricks,4,0,4,8,,8,5,0,5,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
5,JT Smuts,DJ Willey,RR Hendricks,0,0,0,8,,8,6,0,6,0,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
6,RR Hendricks,CJ Jordan,JT Smuts,0,0,0,8,,0,1,0,1,1,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
7,RR Hendricks,CJ Jordan,JT Smuts,0,1,1,9,,0,2,0,2,1,wides,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
8,RR Hendricks,CJ Jordan,JT Smuts,2,0,2,11,,2,3,0,3,1,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
9,RR Hendricks,CJ Jordan,JT Smuts,1,0,1,12,,3,4,0,4,1,-,0,,,field,England,1,County Ground,2017,06,England_South Africa_2017-06-23,South Africa,South Africa,England,True,174
