,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,W Madhevere,MR Adair,T Marumani,1,0,1,1,,1,1,0,-,1.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
1,T Marumani,MR Adair,W Madhevere,0,0,0,1,,0,1,1,-,2.0,lbw,T Marumani,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
2,TS Kamunhukamwe,MR Adair,W Madhevere,0,1,1,2,,0,1,1,wides,2.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
3,TS Kamunhukamwe,MR Adair,W Madhevere,0,2,2,4,,0,2,1,legbyes,3.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
4,TS Kamunhukamwe,MR Adair,W Madhevere,0,0,0,4,,0,3,1,-,4.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
5,TS Kamunhukamwe,MR Adair,W Madhevere,0,0,0,4,,0,4,1,-,5.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
6,TS Kamunhukamwe,MR Adair,W Madhevere,0,0,0,4,,0,5,1,-,6.0,0,,,0,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
7,W Madhevere,J Little,TS Kamunhukamwe,0,0,0,4,,1,2,1,-,1.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
8,W Madhevere,J Little,TS Kamunhukamwe,0,2,2,6,,1,3,1,legbyes,2.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
9,W Madhevere,J Little,TS Kamunhukamwe,0,0,0,6,,1,4,1,-,3.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
10,W Madhevere,J Little,TS Kamunhukamwe,0,0,0,6,,1,5,1,-,4.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
11,W Madhevere,J Little,TS Kamunhukamwe,1,0,1,7,,2,6,1,-,5.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
12,TS Kamunhukamwe,J Little,W Madhevere,0,1,1,8,,0,6,1,wides,5.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
13,TS Kamunhukamwe,J Little,W Madhevere,2,0,2,10,,2,7,1,-,6.0,0,,,1,field,Ireland,1,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-09,Ireland,Zimbabwe,Ireland,False,165
