,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
22,Shakib Al Hasan,CE McConchie,Mushfiqur Rahim,0,0,0,11,8,12,5,4,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
23,Shakib Al Hasan,CE McConchie,Mushfiqur Rahim,0,0,0,11,8,13,6,4,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
24,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,0,0,0,11,1,3,1,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
25,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,0,0,0,11,1,4,2,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
26,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,0,0,0,11,1,5,3,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
27,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,0,0,0,11,1,6,4,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
28,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,0,0,0,11,1,7,5,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
29,Mushfiqur Rahim,AY Patel,Shakib Al Hasan,1,0,1,12,2,8,6,5,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
30,Mushfiqur Rahim,R Ravindra,Shakib Al Hasan,0,1,1,13,2,9,1,6,0,,,wides,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
31,Mushfiqur Rahim,R Ravindra,Shakib Al Hasan,1,0,1,14,3,10,2,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
32,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,4,0,4,18,12,14,3,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
33,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,2,0,2,20,14,15,4,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
34,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,20,14,16,5,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
35,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,1,0,1,21,15,17,6,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
36,Mushfiqur Rahim,R Ravindra,Shakib Al Hasan,1,0,1,22,4,11,7,6,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
37,Mushfiqur Rahim,JA Duffy,Shakib Al Hasan,0,0,0,22,4,12,1,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
38,Mushfiqur Rahim,JA Duffy,Shakib Al Hasan,1,0,1,23,5,13,2,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
39,Shakib Al Hasan,JA Duffy,Mushfiqur Rahim,0,0,0,23,15,18,3,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
40,Shakib Al Hasan,JA Duffy,Mushfiqur Rahim,0,0,0,23,15,19,4,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
41,Shakib Al Hasan,JA Duffy,Mushfiqur Rahim,0,1,1,24,15,20,5,7,0,,,wides,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
42,Shakib Al Hasan,JA Duffy,Mushfiqur Rahim,1,0,1,25,16,21,6,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
43,Mushfiqur Rahim,JA Duffy,Shakib Al Hasan,0,0,0,25,5,14,7,7,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
44,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,25,16,22,1,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
45,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,25,16,23,2,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
46,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,25,16,24,3,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
47,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,2,0,2,27,18,25,4,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
48,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,1,0,1,28,19,26,5,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
49,Mushfiqur Rahim,R Ravindra,Shakib Al Hasan,0,0,0,28,5,15,6,8,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
50,Shakib Al Hasan,CE McConchie,Mushfiqur Rahim,0,0,0,28,19,27,1,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
51,Shakib Al Hasan,CE McConchie,Mushfiqur Rahim,1,0,1,29,20,28,2,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
52,Mushfiqur Rahim,CE McConchie,Shakib Al Hasan,2,0,2,31,7,16,3,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
53,Mushfiqur Rahim,CE McConchie,Shakib Al Hasan,1,0,1,32,8,17,4,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
54,Shakib Al Hasan,CE McConchie,Mushfiqur Rahim,1,0,1,33,21,29,5,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
55,Mushfiqur Rahim,CE McConchie,Shakib Al Hasan,0,0,0,33,8,18,6,9,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
56,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,4,0,4,37,25,30,1,10,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
57,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,37,25,31,2,10,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
58,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,37,25,32,3,10,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
59,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,37,25,33,4,10,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
60,Shakib Al Hasan,R Ravindra,Mushfiqur Rahim,0,0,0,37,25,34,5,10,caught,Shakib Al Hasan,TWM Latham,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
61,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,37,0,1,6,10,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
62,Mushfiqur Rahim,AY Patel,Mahmudullah,1,0,1,38,9,19,1,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
63,Mahmudullah,AY Patel,Mushfiqur Rahim,0,0,0,38,0,2,2,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
64,Mahmudullah,AY Patel,Mushfiqur Rahim,1,0,1,39,1,3,3,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
65,Mushfiqur Rahim,AY Patel,Mahmudullah,0,0,0,39,9,20,4,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
66,Mushfiqur Rahim,AY Patel,Mahmudullah,0,0,0,39,9,21,5,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
67,Mushfiqur Rahim,AY Patel,Mahmudullah,0,0,0,39,9,22,6,11,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
68,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,39,1,4,1,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
69,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,39,1,5,2,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
70,Mahmudullah,R Ravindra,Mushfiqur Rahim,4,0,4,43,5,6,3,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
71,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,43,5,7,4,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
72,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,43,5,8,5,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
73,Mahmudullah,R Ravindra,Mushfiqur Rahim,0,0,0,43,5,9,6,12,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
74,Mushfiqur Rahim,DAJ Bracewell,Mahmudullah,0,0,0,43,9,23,1,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
75,Mushfiqur Rahim,DAJ Bracewell,Mahmudullah,1,0,1,44,10,24,2,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
76,Mahmudullah,DAJ Bracewell,Mushfiqur Rahim,0,0,0,44,5,10,3,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
77,Mahmudullah,DAJ Bracewell,Mushfiqur Rahim,0,1,1,45,5,11,4,13,0,,,wides,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
78,Mahmudullah,DAJ Bracewell,Mushfiqur Rahim,0,0,0,45,5,12,5,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
79,Mahmudullah,DAJ Bracewell,Mushfiqur Rahim,0,0,0,45,5,13,6,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
80,Mahmudullah,DAJ Bracewell,Mushfiqur Rahim,1,0,1,46,6,14,7,13,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
81,Mahmudullah,BM Tickner,Mushfiqur Rahim,1,0,1,47,7,15,1,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
82,Mushfiqur Rahim,BM Tickner,Mahmudullah,0,1,1,48,10,25,2,14,0,,,wides,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
83,Mushfiqur Rahim,BM Tickner,Mahmudullah,1,0,1,49,11,26,3,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
84,Mahmudullah,BM Tickner,Mushfiqur Rahim,4,0,4,53,11,16,4,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
85,Mahmudullah,BM Tickner,Mushfiqur Rahim,2,0,2,55,13,17,5,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
86,Mahmudullah,BM Tickner,Mushfiqur Rahim,0,0,0,55,13,18,6,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
87,Mahmudullah,BM Tickner,Mushfiqur Rahim,0,0,0,55,13,19,7,14,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
88,Mushfiqur Rahim,CE McConchie,Mahmudullah,1,0,1,56,12,27,1,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
89,Mahmudullah,CE McConchie,Mushfiqur Rahim,0,1,1,57,13,20,2,15,0,,,wides,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
90,Mahmudullah,CE McConchie,Mushfiqur Rahim,0,0,0,57,13,21,3,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
91,Mahmudullah,CE McConchie,Mushfiqur Rahim,0,0,0,57,13,22,4,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
92,Mahmudullah,CE McConchie,Mushfiqur Rahim,0,0,0,57,13,23,5,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
93,Mahmudullah,CE McConchie,Mushfiqur Rahim,1,0,1,58,14,24,6,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
94,Mushfiqur Rahim,CE McConchie,Mahmudullah,4,0,4,62,16,28,7,15,0,,,-,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-01,Bangladesh,Bangladesh,New Zealand
