,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
61,JC Buttler,T Shamsi,DJ Malan,1,0,1,85,23,24,6,10,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
62,JC Buttler,L Sipamla,DJ Malan,6,0,6,91,29,25,1,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
63,JC Buttler,L Sipamla,DJ Malan,6,0,6,97,35,26,2,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
64,JC Buttler,L Sipamla,DJ Malan,2,0,2,99,37,27,3,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
65,JC Buttler,L Sipamla,DJ Malan,0,1,1,100,37,28,4,11,wides,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
66,JC Buttler,L Sipamla,DJ Malan,1,0,1,101,38,29,5,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
67,DJ Malan,L Sipamla,JC Buttler,1,0,1,102,45,25,6,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
68,JC Buttler,L Sipamla,DJ Malan,4,0,4,106,42,30,7,11,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
69,DJ Malan,T Shamsi,JC Buttler,1,0,1,107,46,26,1,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
70,JC Buttler,T Shamsi,DJ Malan,6,0,6,113,48,31,2,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
71,JC Buttler,T Shamsi,DJ Malan,1,0,1,114,49,32,3,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
72,DJ Malan,T Shamsi,JC Buttler,4,0,4,118,50,27,4,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
73,DJ Malan,T Shamsi,JC Buttler,6,0,6,124,56,28,5,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
74,DJ Malan,T Shamsi,JC Buttler,1,0,1,125,57,29,6,12,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
75,DJ Malan,A Nortje,JC Buttler,2,0,2,127,59,30,1,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
76,DJ Malan,A Nortje,JC Buttler,1,0,1,128,60,31,2,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
77,JC Buttler,A Nortje,DJ Malan,0,0,0,128,49,33,3,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
78,JC Buttler,A Nortje,DJ Malan,0,0,0,128,49,34,4,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
79,JC Buttler,A Nortje,DJ Malan,1,0,1,129,50,35,5,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
80,DJ Malan,A Nortje,JC Buttler,1,0,1,130,61,32,6,13,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
81,DJ Malan,L Ngidi,JC Buttler,0,0,0,130,61,33,1,14,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
82,DJ Malan,L Ngidi,JC Buttler,6,0,6,136,67,34,2,14,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
83,DJ Malan,L Ngidi,JC Buttler,0,4,4,140,67,35,3,14,byes,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
84,DJ Malan,L Ngidi,JC Buttler,0,0,0,140,67,36,4,14,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
85,DJ Malan,L Ngidi,JC Buttler,1,0,1,141,68,37,5,14,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
86,JC Buttler,L Ngidi,DJ Malan,0,1,1,142,50,36,6,14,wides,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
87,JC Buttler,L Ngidi,DJ Malan,1,0,1,143,51,37,7,14,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
88,JC Buttler,T Shamsi,DJ Malan,6,0,6,149,57,38,1,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
89,JC Buttler,T Shamsi,DJ Malan,1,0,1,150,58,39,2,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
90,DJ Malan,T Shamsi,JC Buttler,4,0,4,154,72,38,3,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
91,DJ Malan,T Shamsi,JC Buttler,0,1,1,155,72,39,4,15,wides,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
92,DJ Malan,T Shamsi,JC Buttler,0,0,0,155,72,40,5,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
93,DJ Malan,T Shamsi,JC Buttler,4,0,4,159,76,41,6,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
94,DJ Malan,T Shamsi,JC Buttler,6,0,6,165,82,42,7,15,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
95,JC Buttler,L Ngidi,DJ Malan,1,0,1,166,59,40,1,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
96,DJ Malan,L Ngidi,JC Buttler,1,0,1,167,83,43,2,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
97,JC Buttler,L Ngidi,DJ Malan,0,0,0,167,59,41,3,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
98,JC Buttler,L Ngidi,DJ Malan,0,0,0,167,59,42,4,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
99,JC Buttler,L Ngidi,DJ Malan,1,0,1,168,60,43,5,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
100,DJ Malan,L Ngidi,JC Buttler,0,0,0,168,83,44,6,16,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
101,JC Buttler,A Nortje,DJ Malan,1,0,1,169,61,44,1,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
102,DJ Malan,A Nortje,JC Buttler,4,0,4,173,87,45,2,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
103,DJ Malan,A Nortje,JC Buttler,1,0,1,174,88,46,3,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
104,JC Buttler,A Nortje,DJ Malan,4,0,4,178,65,45,4,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
105,JC Buttler,A Nortje,DJ Malan,0,0,0,178,65,46,5,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
106,JC Buttler,A Nortje,DJ Malan,1,0,1,179,66,47,6,17,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
107,JC Buttler,L Sipamla,DJ Malan,1,0,1,180,67,48,1,18,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
108,DJ Malan,L Sipamla,JC Buttler,6,0,6,186,94,47,2,18,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
109,DJ Malan,L Sipamla,JC Buttler,0,1,1,187,94,48,3,18,wides,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
110,DJ Malan,L Sipamla,JC Buttler,4,0,4,191,98,49,4,18,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
111,DJ Malan,L Sipamla,JC Buttler,1,0,1,192,99,50,5,18,-,0,,,,bat,South Africa,2,Newlands,2020-12-01,England,England,South Africa
