,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
19,EC Joyce,R Rampaul,GC Wilson,1,0,1,20,96,1,8,2,2,0,,,4,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
20,GC Wilson,R Rampaul,EC Joyce,0,0,0,20,96,11,7,2,3,0,,,4,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
21,GC Wilson,R Rampaul,EC Joyce,1,0,1,21,95,12,8,2,4,0,,,4,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
22,EC Joyce,R Rampaul,GC Wilson,0,0,0,21,95,1,9,2,5,0,,,4,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
23,EC Joyce,R Rampaul,GC Wilson,2,0,2,23,93,3,10,2,6,0,,,4,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
24,GC Wilson,S Badree,EC Joyce,4,0,4,27,89,16,9,2,1,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
25,GC Wilson,S Badree,EC Joyce,0,0,0,27,89,16,10,2,2,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
26,GC Wilson,S Badree,EC Joyce,0,0,0,27,89,16,11,2,3,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
27,GC Wilson,S Badree,EC Joyce,1,0,1,28,88,17,12,2,4,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
28,EC Joyce,S Badree,GC Wilson,1,0,1,29,87,4,11,2,5,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
29,GC Wilson,S Badree,EC Joyce,0,0,0,29,87,17,13,2,6,0,,,5,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
30,EC Joyce,SP Narine,GC Wilson,4,0,4,33,83,8,12,2,1,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
31,EC Joyce,SP Narine,GC Wilson,0,0,0,33,83,8,13,2,2,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
32,EC Joyce,SP Narine,GC Wilson,1,0,1,34,82,9,14,2,3,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
33,GC Wilson,SP Narine,EC Joyce,0,0,0,34,82,17,14,2,4,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
34,GC Wilson,SP Narine,EC Joyce,0,0,0,34,82,17,15,2,5,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
35,GC Wilson,SP Narine,EC Joyce,0,0,0,34,82,17,16,2,6,0,,,6,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
36,EC Joyce,S Badree,GC Wilson,1,0,1,35,81,10,15,2,1,0,,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
37,GC Wilson,S Badree,EC Joyce,1,0,1,36,80,18,17,2,2,0,,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
38,EC Joyce,S Badree,GC Wilson,1,0,1,37,79,11,16,2,3,0,,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
39,GC Wilson,S Badree,EC Joyce,0,0,0,37,79,18,18,3,4,bowled,GC Wilson,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
40,AD Poynter,S Badree,EC Joyce,0,0,0,37,79,0,1,3,5,0,,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
41,AD Poynter,S Badree,EC Joyce,0,0,0,37,79,0,2,3,6,0,,,7,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
42,EC Joyce,SP Narine,AD Poynter,2,0,2,39,77,13,17,3,1,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
43,EC Joyce,SP Narine,AD Poynter,1,0,1,40,76,14,18,3,2,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
44,AD Poynter,SP Narine,EC Joyce,0,0,0,40,76,0,3,3,3,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
45,AD Poynter,SP Narine,EC Joyce,0,0,0,40,76,0,4,3,4,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
46,AD Poynter,SP Narine,EC Joyce,1,0,1,41,75,1,5,3,5,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
47,EC Joyce,SP Narine,AD Poynter,1,0,1,42,74,15,19,3,6,0,,,8,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
48,EC Joyce,DJG Sammy,AD Poynter,1,0,1,43,73,16,20,3,1,0,,,9,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
49,AD Poynter,DJG Sammy,EC Joyce,0,1,1,44,72,1,6,3,2,0,,,9,legbyes,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
50,EC Joyce,DJG Sammy,AD Poynter,0,0,0,44,72,16,21,3,3,0,,,9,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
51,EC Joyce,DJG Sammy,AD Poynter,0,0,0,44,72,16,22,3,4,0,,,9,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
52,EC Joyce,DJG Sammy,AD Poynter,0,0,0,44,72,16,23,3,5,0,,,9,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
53,EC Joyce,DJG Sammy,AD Poynter,1,0,1,45,71,17,24,3,6,0,,,9,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
54,EC Joyce,MN Samuels,AD Poynter,2,0,2,47,69,19,25,3,1,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
55,EC Joyce,MN Samuels,AD Poynter,3,0,3,50,66,22,26,3,2,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
56,AD Poynter,MN Samuels,EC Joyce,1,0,1,51,65,2,7,3,3,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
57,EC Joyce,MN Samuels,AD Poynter,0,0,0,51,65,22,27,3,4,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
58,EC Joyce,MN Samuels,AD Poynter,1,0,1,52,64,23,28,3,5,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
59,AD Poynter,MN Samuels,EC Joyce,0,0,0,52,64,2,8,3,6,0,,,10,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
60,EC Joyce,DJG Sammy,AD Poynter,0,0,0,52,64,23,29,3,1,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
61,EC Joyce,DJG Sammy,AD Poynter,1,0,1,53,63,24,30,3,2,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
62,AD Poynter,DJG Sammy,EC Joyce,1,0,1,54,62,3,9,3,3,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
63,EC Joyce,DJG Sammy,AD Poynter,1,0,1,55,61,25,31,3,4,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
64,AD Poynter,DJG Sammy,EC Joyce,0,0,0,55,61,3,10,3,5,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
65,AD Poynter,DJG Sammy,EC Joyce,0,0,0,55,61,3,11,3,6,0,,,11,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
66,EC Joyce,DJ Bravo,AD Poynter,1,0,1,56,60,26,32,3,1,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
67,AD Poynter,DJ Bravo,EC Joyce,1,0,1,57,59,4,12,3,2,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
68,EC Joyce,DJ Bravo,AD Poynter,0,0,0,57,59,26,33,3,3,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
69,EC Joyce,DJ Bravo,AD Poynter,1,0,1,58,58,27,34,3,4,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
70,AD Poynter,DJ Bravo,EC Joyce,2,0,2,60,56,6,13,3,5,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
71,AD Poynter,DJ Bravo,EC Joyce,4,0,4,64,52,10,14,3,6,0,,,12,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
72,EC Joyce,DJG Sammy,AD Poynter,1,0,1,65,51,28,35,3,1,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
73,AD Poynter,DJG Sammy,EC Joyce,0,0,0,65,51,10,15,3,2,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
74,AD Poynter,DJG Sammy,EC Joyce,4,0,4,69,47,14,16,3,3,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
75,AD Poynter,DJG Sammy,EC Joyce,0,0,0,69,47,14,17,3,4,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
76,AD Poynter,DJG Sammy,EC Joyce,4,0,4,73,43,18,18,3,5,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
77,AD Poynter,DJG Sammy,EC Joyce,2,0,2,75,41,20,19,3,6,0,,,13,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
78,EC Joyce,SP Narine,AD Poynter,1,0,1,76,40,29,36,3,1,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
79,AD Poynter,SP Narine,EC Joyce,0,0,0,76,40,20,20,3,2,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
80,AD Poynter,SP Narine,EC Joyce,0,0,0,76,40,20,21,3,3,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
81,AD Poynter,SP Narine,EC Joyce,4,0,4,80,36,24,22,3,4,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
82,AD Poynter,SP Narine,EC Joyce,0,0,0,80,36,24,23,3,5,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
83,AD Poynter,SP Narine,EC Joyce,0,0,0,80,36,24,24,3,6,0,,,14,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
84,EC Joyce,R Rampaul,AD Poynter,4,0,4,84,32,33,37,3,1,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
85,EC Joyce,R Rampaul,AD Poynter,1,0,1,85,31,34,38,3,2,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
86,AD Poynter,R Rampaul,EC Joyce,0,1,1,86,30,24,25,3,3,0,,,15,wides,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
87,AD Poynter,R Rampaul,EC Joyce,0,0,0,86,30,24,26,3,4,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
88,AD Poynter,R Rampaul,EC Joyce,4,0,4,90,26,28,27,3,5,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
89,AD Poynter,R Rampaul,EC Joyce,0,0,0,90,26,28,28,3,6,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
90,AD Poynter,R Rampaul,EC Joyce,4,0,4,94,22,32,29,3,7,0,,,15,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
91,EC Joyce,SP Narine,AD Poynter,0,0,0,94,22,34,39,3,1,0,,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
92,EC Joyce,SP Narine,AD Poynter,0,0,0,94,22,34,40,3,2,0,,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
93,EC Joyce,SP Narine,AD Poynter,1,0,1,95,21,35,41,3,3,0,,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
94,AD Poynter,SP Narine,EC Joyce,0,0,0,95,21,32,30,3,4,0,,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
95,AD Poynter,SP Narine,EC Joyce,0,0,0,95,21,32,31,4,5,bowled,AD Poynter,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
96,KJ O'Brien,SP Narine,EC Joyce,0,0,0,95,21,0,1,4,6,0,,,16,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
97,EC Joyce,DJ Bravo,KJ O'Brien,1,0,1,96,20,36,42,4,1,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
98,KJ O'Brien,DJ Bravo,EC Joyce,2,0,2,98,18,2,2,4,2,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
99,KJ O'Brien,DJ Bravo,EC Joyce,0,0,0,98,18,2,3,4,3,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
100,KJ O'Brien,DJ Bravo,EC Joyce,0,1,1,99,17,2,4,4,4,0,,,17,wides,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
101,KJ O'Brien,DJ Bravo,EC Joyce,0,0,0,99,17,2,5,4,5,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
102,KJ O'Brien,DJ Bravo,EC Joyce,1,0,1,100,16,3,6,4,6,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
103,EC Joyce,DJ Bravo,KJ O'Brien,1,0,1,101,15,37,43,4,7,0,,,17,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
104,EC Joyce,AD Russell,KJ O'Brien,0,0,0,101,15,37,44,4,1,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
105,EC Joyce,AD Russell,KJ O'Brien,1,0,1,102,14,38,45,4,2,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
106,KJ O'Brien,AD Russell,EC Joyce,1,0,1,103,13,4,7,4,3,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
107,EC Joyce,AD Russell,KJ O'Brien,0,0,0,103,13,38,46,4,4,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
108,EC Joyce,AD Russell,KJ O'Brien,1,0,1,104,12,39,47,4,5,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
109,KJ O'Brien,AD Russell,EC Joyce,4,0,4,108,8,8,8,4,6,0,,,18,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
110,EC Joyce,DJ Bravo,KJ O'Brien,0,0,0,108,8,39,48,4,1,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
111,EC Joyce,DJ Bravo,KJ O'Brien,1,0,1,109,7,40,49,4,2,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
112,KJ O'Brien,DJ Bravo,EC Joyce,0,0,0,109,7,8,9,4,3,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
113,KJ O'Brien,DJ Bravo,EC Joyce,0,0,0,109,7,8,10,4,4,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
114,KJ O'Brien,DJ Bravo,EC Joyce,4,0,4,113,3,12,11,4,5,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
115,KJ O'Brien,DJ Bravo,EC Joyce,1,0,1,114,2,13,12,4,6,0,,,19,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
116,KJ O'Brien,R Rampaul,EC Joyce,0,1,1,115,1,13,13,4,1,0,,,20,wides,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
117,KJ O'Brien,R Rampaul,EC Joyce,2,0,2,117,-1,15,14,4,2,0,,,20,-,bat,West Indies,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-19,Ireland,Ireland,West Indies
