,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Sharjeel Khan,Taskin Ahmed,Ahmed Shehzad,0,0,0,0,182,0,1,0,1,-,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
1,Sharjeel Khan,Taskin Ahmed,Ahmed Shehzad,1,0,1,1,181,1,2,0,2,-,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
2,Ahmed Shehzad,Taskin Ahmed,Sharjeel Khan,0,0,0,1,181,0,1,0,3,-,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
3,Ahmed Shehzad,Taskin Ahmed,Sharjeel Khan,4,0,4,5,177,4,2,0,4,-,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
4,Ahmed Shehzad,Taskin Ahmed,Sharjeel Khan,1,0,1,6,176,5,3,0,5,-,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
5,Sharjeel Khan,Taskin Ahmed,Ahmed Shehzad,0,1,1,7,175,1,3,0,6,legbyes,1,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
6,Sharjeel Khan,Al-Amin Hossain,Ahmed Shehzad,6,0,6,13,169,7,4,0,1,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
7,Sharjeel Khan,Al-Amin Hossain,Ahmed Shehzad,0,0,0,13,169,7,5,0,2,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
8,Sharjeel Khan,Al-Amin Hossain,Ahmed Shehzad,6,0,6,19,163,13,6,0,3,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
9,Sharjeel Khan,Al-Amin Hossain,Ahmed Shehzad,1,0,1,20,162,14,7,0,4,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
10,Ahmed Shehzad,Al-Amin Hossain,Sharjeel Khan,1,0,1,21,161,6,4,0,5,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
11,Sharjeel Khan,Al-Amin Hossain,Ahmed Shehzad,4,0,4,25,157,18,8,0,6,-,2,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
12,Ahmed Shehzad,Arafat Sunny,Sharjeel Khan,1,0,1,26,156,7,5,0,1,-,3,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
13,Sharjeel Khan,Arafat Sunny,Ahmed Shehzad,0,0,0,26,156,18,9,0,2,-,3,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
14,Sharjeel Khan,Arafat Sunny,Ahmed Shehzad,0,0,0,26,156,18,10,1,3,-,3,bowled,Sharjeel Khan,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
15,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,0,0,0,26,156,0,1,1,4,-,3,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
16,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,6,0,6,32,150,6,2,1,5,-,3,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
17,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,0,0,0,32,150,6,3,1,6,-,3,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
18,Ahmed Shehzad,Taskin Ahmed,Mohammad Hafeez,4,0,4,36,146,11,6,1,1,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
19,Ahmed Shehzad,Taskin Ahmed,Mohammad Hafeez,0,0,0,36,146,11,7,1,2,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
20,Ahmed Shehzad,Taskin Ahmed,Mohammad Hafeez,0,0,0,36,146,11,8,1,3,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
21,Ahmed Shehzad,Taskin Ahmed,Mohammad Hafeez,0,0,0,36,146,11,9,1,4,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
22,Ahmed Shehzad,Taskin Ahmed,Mohammad Hafeez,1,0,1,37,145,12,10,1,5,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
23,Mohammad Hafeez,Taskin Ahmed,Ahmed Shehzad,1,0,1,38,144,7,4,1,6,-,4,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
24,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,1,0,1,39,143,8,5,1,1,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
25,Ahmed Shehzad,Arafat Sunny,Mohammad Hafeez,0,0,0,39,143,12,11,1,2,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
26,Ahmed Shehzad,Arafat Sunny,Mohammad Hafeez,4,0,4,43,139,16,12,1,3,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
27,Ahmed Shehzad,Arafat Sunny,Mohammad Hafeez,1,0,1,44,138,17,13,1,4,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
28,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,0,0,0,44,138,8,6,1,5,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
29,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,0,0,0,44,138,8,7,1,6,-,5,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
30,Ahmed Shehzad,Shakib Al Hasan,Mohammad Hafeez,0,0,0,44,138,17,14,1,1,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
31,Ahmed Shehzad,Shakib Al Hasan,Mohammad Hafeez,1,0,1,45,137,18,15,1,2,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
32,Mohammad Hafeez,Shakib Al Hasan,Ahmed Shehzad,4,0,4,49,133,12,8,1,3,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
33,Mohammad Hafeez,Shakib Al Hasan,Ahmed Shehzad,0,1,1,50,132,12,9,1,4,wides,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
34,Mohammad Hafeez,Shakib Al Hasan,Ahmed Shehzad,0,0,0,50,132,12,10,1,5,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
35,Mohammad Hafeez,Shakib Al Hasan,Ahmed Shehzad,4,0,4,54,128,16,11,1,6,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
36,Mohammad Hafeez,Shakib Al Hasan,Ahmed Shehzad,1,0,1,55,127,17,12,1,7,-,6,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
37,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,1,0,1,56,126,18,13,1,1,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
38,Ahmed Shehzad,Arafat Sunny,Mohammad Hafeez,1,0,1,57,125,19,16,1,2,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
39,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,0,0,0,57,125,18,14,1,3,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
40,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,1,0,1,58,124,19,15,1,4,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
41,Ahmed Shehzad,Arafat Sunny,Mohammad Hafeez,1,0,1,59,123,20,17,1,5,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
42,Mohammad Hafeez,Arafat Sunny,Ahmed Shehzad,6,0,6,65,117,25,16,1,6,-,7,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
43,Ahmed Shehzad,Mashrafe Mortaza,Mohammad Hafeez,1,0,1,66,116,21,18,1,1,-,8,0,,,bat,Pakistan,1,Eden Gardens,2016,03,Bangladesh_Pakistan_2016-03-16,Pakistan,Pakistan,Bangladesh,201
