,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
16,FH Allen,Ebadat Hossain,DP Conway,0,0,0,23,107,17,14,0,4,-,2,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
17,FH Allen,Ebadat Hossain,DP Conway,6,0,6,29,101,23,15,0,5,-,2,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
18,FH Allen,Ebadat Hossain,DP Conway,3,0,3,32,98,26,16,0,6,-,2,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
19,FH Allen,Shakib Al Hasan,DP Conway,1,0,1,33,97,27,17,0,1,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
20,DP Conway,Shakib Al Hasan,FH Allen,1,0,1,34,96,5,4,0,2,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
21,FH Allen,Shakib Al Hasan,DP Conway,1,0,1,35,95,28,18,0,3,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
22,DP Conway,Shakib Al Hasan,FH Allen,4,0,4,39,91,9,5,0,4,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
23,DP Conway,Shakib Al Hasan,FH Allen,2,0,2,41,89,11,6,0,5,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
24,DP Conway,Shakib Al Hasan,FH Allen,0,0,0,41,89,11,7,0,6,-,3,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
25,FH Allen,Shoriful Islam,DP Conway,4,0,4,45,85,32,19,0,1,-,4,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
26,FH Allen,Shoriful Islam,DP Conway,0,0,0,45,85,32,20,1,2,-,4,caught,FH Allen,Yasir Ali Chowdhury,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
27,MJ Guptill,Shoriful Islam,DP Conway,1,0,1,46,84,1,1,1,3,-,4,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
28,DP Conway,Shoriful Islam,MJ Guptill,0,0,0,46,84,11,8,1,4,-,4,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
29,DP Conway,Shoriful Islam,MJ Guptill,1,0,1,47,83,12,9,1,5,-,4,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
30,MJ Guptill,Shoriful Islam,DP Conway,0,0,0,47,83,1,2,1,6,-,4,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
31,DP Conway,Mohammad Saifuddin,MJ Guptill,4,0,4,51,79,16,10,1,1,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
32,DP Conway,Mohammad Saifuddin,MJ Guptill,0,0,0,51,79,16,11,1,2,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
33,DP Conway,Mohammad Saifuddin,MJ Guptill,1,0,1,52,78,17,12,1,3,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
34,MJ Guptill,Mohammad Saifuddin,DP Conway,1,0,1,53,77,2,3,1,4,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
35,DP Conway,Mohammad Saifuddin,MJ Guptill,1,0,1,54,76,18,13,1,5,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
36,MJ Guptill,Mohammad Saifuddin,DP Conway,0,0,0,54,76,2,4,1,6,-,5,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
37,DP Conway,Soumya Sarkar,MJ Guptill,1,0,1,55,75,19,14,1,1,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
38,MJ Guptill,Soumya Sarkar,DP Conway,1,0,1,56,74,3,5,1,2,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
39,DP Conway,Soumya Sarkar,MJ Guptill,4,0,4,60,70,23,15,1,3,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
40,DP Conway,Soumya Sarkar,MJ Guptill,1,0,1,61,69,24,16,1,4,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
41,MJ Guptill,Soumya Sarkar,DP Conway,0,0,0,61,69,3,6,1,5,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
42,MJ Guptill,Soumya Sarkar,DP Conway,0,0,0,61,69,3,7,1,6,-,6,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
43,DP Conway,Ebadat Hossain,MJ Guptill,1,0,1,62,68,25,17,1,1,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
44,MJ Guptill,Ebadat Hossain,DP Conway,0,0,0,62,68,3,8,1,2,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
45,MJ Guptill,Ebadat Hossain,DP Conway,2,0,2,64,66,5,9,1,3,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
46,MJ Guptill,Ebadat Hossain,DP Conway,1,0,1,65,65,6,10,1,4,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
47,DP Conway,Ebadat Hossain,MJ Guptill,0,1,1,66,64,25,18,1,5,wides,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
48,DP Conway,Ebadat Hossain,MJ Guptill,1,0,1,67,63,26,19,1,6,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
49,MJ Guptill,Ebadat Hossain,DP Conway,1,0,1,68,62,7,11,1,7,-,7,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
50,MJ Guptill,Mosaddek Hossain,DP Conway,2,0,2,70,60,9,12,1,1,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
51,MJ Guptill,Mosaddek Hossain,DP Conway,0,0,0,70,60,9,13,1,2,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
52,MJ Guptill,Mosaddek Hossain,DP Conway,1,0,1,71,59,10,14,1,3,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
53,DP Conway,Mosaddek Hossain,MJ Guptill,6,0,6,77,53,32,20,1,4,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
54,DP Conway,Mosaddek Hossain,MJ Guptill,0,1,1,78,52,32,21,1,5,wides,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
55,DP Conway,Mosaddek Hossain,MJ Guptill,2,0,2,80,50,34,22,1,6,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
56,DP Conway,Mosaddek Hossain,MJ Guptill,1,0,1,81,49,35,23,1,7,-,8,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
57,DP Conway,Shakib Al Hasan,MJ Guptill,2,0,2,83,47,37,24,1,1,-,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
58,DP Conway,Shakib Al Hasan,MJ Guptill,1,0,1,84,46,38,25,1,2,-,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
59,MJ Guptill,Shakib Al Hasan,DP Conway,0,1,1,85,45,10,15,1,3,legbyes,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
60,DP Conway,Shakib Al Hasan,MJ Guptill,0,0,0,85,45,38,26,1,4,-,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
61,DP Conway,Shakib Al Hasan,MJ Guptill,1,0,1,86,44,39,27,1,5,-,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
62,MJ Guptill,Shakib Al Hasan,DP Conway,1,0,1,87,43,11,16,1,6,-,9,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
63,MJ Guptill,Soumya Sarkar,DP Conway,1,0,1,88,42,12,17,1,1,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
64,DP Conway,Soumya Sarkar,MJ Guptill,0,0,0,88,42,39,28,1,2,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
65,DP Conway,Soumya Sarkar,MJ Guptill,6,0,6,94,36,45,29,1,3,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
66,DP Conway,Soumya Sarkar,MJ Guptill,0,1,1,95,35,45,30,1,4,wides,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
67,DP Conway,Soumya Sarkar,MJ Guptill,4,0,4,99,31,49,31,1,5,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
68,DP Conway,Soumya Sarkar,MJ Guptill,0,0,0,99,31,49,32,1,6,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
69,DP Conway,Soumya Sarkar,MJ Guptill,2,0,2,101,29,51,33,1,7,-,10,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
70,MJ Guptill,Shakib Al Hasan,DP Conway,1,0,1,102,28,13,18,1,1,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
71,DP Conway,Shakib Al Hasan,MJ Guptill,1,0,1,103,27,52,34,1,2,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
72,MJ Guptill,Shakib Al Hasan,DP Conway,4,0,4,107,23,17,19,1,3,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
73,MJ Guptill,Shakib Al Hasan,DP Conway,1,0,1,108,22,18,20,1,4,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
74,DP Conway,Shakib Al Hasan,MJ Guptill,1,0,1,109,21,53,35,1,5,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
75,MJ Guptill,Shakib Al Hasan,DP Conway,0,0,0,109,21,18,21,1,6,-,11,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
76,DP Conway,Shoriful Islam,MJ Guptill,0,1,1,110,20,53,36,1,1,legbyes,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
77,MJ Guptill,Shoriful Islam,DP Conway,4,0,4,114,16,22,22,1,2,-,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
78,MJ Guptill,Shoriful Islam,DP Conway,1,0,1,115,15,23,23,1,3,-,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
79,DP Conway,Shoriful Islam,MJ Guptill,1,0,1,116,14,54,37,1,4,-,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
80,MJ Guptill,Shoriful Islam,DP Conway,6,0,6,122,8,29,24,1,5,-,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
81,MJ Guptill,Shoriful Islam,DP Conway,1,0,1,123,7,30,25,1,6,-,12,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
82,MJ Guptill,Ebadat Hossain,DP Conway,4,0,4,127,3,34,26,1,1,-,13,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
83,MJ Guptill,Ebadat Hossain,DP Conway,0,0,0,127,3,34,27,2,2,-,13,caught,MJ Guptill,Nazmul Hossain Shanto,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
84,GD Phillips,Ebadat Hossain,DP Conway,1,0,1,128,2,1,1,2,3,-,13,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
85,DP Conway,Ebadat Hossain,GD Phillips,2,0,2,130,0,56,38,2,4,-,13,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
86,DP Conway,Ebadat Hossain,GD Phillips,1,0,1,131,-1,57,39,2,5,-,13,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
87,GD Phillips,Ebadat Hossain,DP Conway,1,0,1,132,-2,2,2,2,6,-,13,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
88,GD Phillips,Mosaddek Hossain,DP Conway,2,0,2,134,-4,4,3,2,1,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
89,GD Phillips,Mosaddek Hossain,DP Conway,2,0,2,136,-6,6,4,2,2,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
90,GD Phillips,Mosaddek Hossain,DP Conway,0,0,0,136,-6,6,5,2,3,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
91,GD Phillips,Mosaddek Hossain,DP Conway,1,0,1,137,-7,7,6,2,4,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
92,DP Conway,Mosaddek Hossain,GD Phillips,6,0,6,143,-13,63,40,2,5,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
93,DP Conway,Mosaddek Hossain,GD Phillips,0,0,0,143,-13,63,41,2,6,-,14,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
94,GD Phillips,Shakib Al Hasan,DP Conway,1,0,1,144,-14,8,7,2,1,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
95,DP Conway,Shakib Al Hasan,GD Phillips,1,0,1,145,-15,64,42,2,2,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
96,GD Phillips,Shakib Al Hasan,DP Conway,6,0,6,151,-21,14,8,2,3,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
97,GD Phillips,Shakib Al Hasan,DP Conway,6,0,6,157,-27,20,9,2,4,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
98,GD Phillips,Shakib Al Hasan,DP Conway,2,0,2,159,-29,22,10,2,5,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
99,GD Phillips,Shakib Al Hasan,DP Conway,2,0,2,161,-31,24,11,2,6,-,15,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
100,DP Conway,Mohammad Saifuddin,GD Phillips,0,0,0,161,-31,64,43,3,1,-,16,caught,DP Conway,Nazmul Hossain Shanto,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
101,MS Chapman,Mohammad Saifuddin,GD Phillips,0,0,0,161,-31,0,1,3,2,-,16,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
102,MS Chapman,Mohammad Saifuddin,GD Phillips,2,0,2,163,-33,2,2,3,3,-,16,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
103,MS Chapman,Mohammad Saifuddin,GD Phillips,0,0,0,163,-33,2,3,4,4,-,16,bowled,MS Chapman,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
104,JDS Neesham,Mohammad Saifuddin,GD Phillips,1,0,1,164,-34,1,1,4,5,-,16,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
105,GD Phillips,Mohammad Saifuddin,JDS Neesham,2,0,2,166,-36,26,12,4,6,-,16,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
106,JDS Neesham,Shoriful Islam,GD Phillips,2,0,2,168,-38,3,2,4,1,-,17,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
107,JDS Neesham,Shoriful Islam,GD Phillips,1,0,1,169,-39,4,3,4,2,-,17,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
108,GD Phillips,Shoriful Islam,JDS Neesham,6,0,6,175,-45,32,13,4,3,-,17,0,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,New Zealand_Bangladesh_2022-10-12,New Zealand,New Zealand,Bangladesh,208
