,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
21,Rony Talukdar,C Campher,Shakib Al Hasan,0,0,0,24,178,14,9,2,4,4,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
22,Rony Talukdar,C Campher,Shakib Al Hasan,0,0,0,24,178,14,10,3,5,4,caught,Rony Talukdar,MR Adair,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
23,Towhid Hridoy,C Campher,Shakib Al Hasan,0,0,0,24,178,0,1,3,6,4,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
24,Shakib Al Hasan,HT Tector,Towhid Hridoy,1,0,1,25,177,2,2,3,1,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
25,Towhid Hridoy,HT Tector,Shakib Al Hasan,4,0,4,29,173,4,2,3,2,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
26,Towhid Hridoy,HT Tector,Shakib Al Hasan,6,0,6,35,167,10,3,3,3,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
27,Towhid Hridoy,HT Tector,Shakib Al Hasan,0,0,0,35,167,10,4,3,4,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
28,Towhid Hridoy,HT Tector,Shakib Al Hasan,1,0,1,36,166,11,5,3,5,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
29,Shakib Al Hasan,HT Tector,Towhid Hridoy,0,0,0,36,166,2,3,3,6,5,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
30,Towhid Hridoy,MR Adair,Shakib Al Hasan,0,0,0,36,166,11,6,3,1,6,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
31,Towhid Hridoy,MR Adair,Shakib Al Hasan,1,0,1,37,165,12,7,3,2,6,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
32,Shakib Al Hasan,MR Adair,Towhid Hridoy,0,0,0,37,165,2,4,3,3,6,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
33,Shakib Al Hasan,MR Adair,Towhid Hridoy,4,0,4,41,161,6,5,3,4,6,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
34,Shakib Al Hasan,MR Adair,Towhid Hridoy,0,0,0,41,161,6,6,4,5,6,caught,Shakib Al Hasan,B White,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
35,Shamim Hossain,MR Adair,Towhid Hridoy,0,0,0,41,161,0,1,4,6,6,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
36,Towhid Hridoy,B White,Shamim Hossain,0,0,0,41,161,12,8,4,1,7,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
37,Towhid Hridoy,B White,Shamim Hossain,0,0,0,41,161,12,9,4,2,7,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
38,Towhid Hridoy,B White,Shamim Hossain,0,0,0,41,161,12,10,5,3,7,caught,Towhid Hridoy,HT Tector,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
39,Rishad Hossain,B White,Shamim Hossain,0,0,0,41,161,0,1,5,4,7,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
40,Rishad Hossain,B White,Shamim Hossain,0,0,0,41,161,0,2,5,5,7,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
41,Rishad Hossain,B White,Shamim Hossain,6,0,6,47,155,6,3,5,6,7,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
42,Shamim Hossain,C Campher,Rishad Hossain,0,0,0,47,155,0,2,5,1,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
43,Shamim Hossain,C Campher,Rishad Hossain,0,0,0,47,155,0,3,5,2,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
44,Shamim Hossain,C Campher,Rishad Hossain,0,0,0,47,155,0,4,5,3,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
45,Shamim Hossain,C Campher,Rishad Hossain,4,0,4,51,151,4,5,5,4,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
46,Shamim Hossain,C Campher,Rishad Hossain,0,0,0,51,151,4,6,5,5,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
47,Shamim Hossain,C Campher,Rishad Hossain,1,0,1,52,150,5,7,5,6,8,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
48,Shamim Hossain,HT Tector,Rishad Hossain,1,0,1,53,149,6,8,5,1,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
49,Rishad Hossain,HT Tector,Shamim Hossain,0,0,0,53,149,6,4,5,2,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
50,Rishad Hossain,HT Tector,Shamim Hossain,1,0,1,54,148,7,5,5,3,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
51,Shamim Hossain,HT Tector,Rishad Hossain,1,0,1,55,147,7,9,5,4,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
52,Rishad Hossain,HT Tector,Shamim Hossain,0,1,1,56,146,7,6,5,5,9,0,,,wides,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
53,Rishad Hossain,HT Tector,Shamim Hossain,1,0,1,57,145,8,7,5,6,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
54,Shamim Hossain,HT Tector,Rishad Hossain,4,0,4,61,141,11,10,5,7,9,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
55,Rishad Hossain,MJ Humphreys,Shamim Hossain,0,0,0,61,141,8,8,6,1,10,bowled,Rishad Hossain,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
56,Taskin Ahmed,MJ Humphreys,Shamim Hossain,0,0,0,61,141,0,1,6,2,10,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
57,Taskin Ahmed,MJ Humphreys,Shamim Hossain,0,0,0,61,141,0,2,7,3,10,caught,Taskin Ahmed,C Campher,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
58,Nasum Ahmed,MJ Humphreys,Shamim Hossain,1,0,1,62,140,1,1,7,4,10,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
59,Shamim Hossain,MJ Humphreys,Nasum Ahmed,1,0,1,63,139,12,11,7,5,10,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
60,Nasum Ahmed,MJ Humphreys,Shamim Hossain,1,0,1,64,138,2,2,7,6,10,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
61,Nasum Ahmed,HT Tector,Shamim Hossain,1,0,1,65,137,3,3,7,1,11,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
62,Shamim Hossain,HT Tector,Nasum Ahmed,0,0,0,65,137,12,12,7,2,11,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
63,Shamim Hossain,HT Tector,Nasum Ahmed,1,0,1,66,136,13,13,7,3,11,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
64,Nasum Ahmed,HT Tector,Shamim Hossain,0,0,0,66,136,3,4,7,4,11,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
65,Nasum Ahmed,HT Tector,Shamim Hossain,1,0,1,67,135,4,5,7,5,11,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
66,Shamim Hossain,HT Tector,Nasum Ahmed,0,1,1,68,134,13,14,7,6,11,0,,,legbyes,"{'by': 'Ireland', 'umpire': 'Gazi Sohel', 'batter': 'Shamim Hossain', 'decision': 'struck down'}",bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
67,Shamim Hossain,MJ Humphreys,Nasum Ahmed,1,0,1,69,133,14,15,7,1,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
68,Nasum Ahmed,MJ Humphreys,Shamim Hossain,0,0,0,69,133,4,6,7,2,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
69,Nasum Ahmed,MJ Humphreys,Shamim Hossain,1,0,1,70,132,5,7,7,3,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
70,Shamim Hossain,MJ Humphreys,Nasum Ahmed,4,0,4,74,128,18,16,7,4,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
71,Shamim Hossain,MJ Humphreys,Nasum Ahmed,1,0,1,75,127,19,17,7,5,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
72,Nasum Ahmed,MJ Humphreys,Shamim Hossain,0,0,0,75,127,5,8,7,6,12,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
73,Shamim Hossain,C Campher,Nasum Ahmed,1,0,1,76,126,20,18,7,1,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
74,Nasum Ahmed,C Campher,Shamim Hossain,1,0,1,77,125,6,9,7,2,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
75,Shamim Hossain,C Campher,Nasum Ahmed,0,0,0,77,125,20,19,7,3,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
76,Shamim Hossain,C Campher,Nasum Ahmed,2,0,2,79,123,22,20,7,4,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
77,Shamim Hossain,C Campher,Nasum Ahmed,0,0,0,79,123,22,21,7,5,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
78,Shamim Hossain,C Campher,Nasum Ahmed,1,0,1,80,122,23,22,7,6,13,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
79,Shamim Hossain,B White,Nasum Ahmed,0,1,1,81,121,23,23,7,1,14,0,,,wides,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
80,Shamim Hossain,B White,Nasum Ahmed,0,0,0,81,121,23,24,7,2,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
81,Shamim Hossain,B White,Nasum Ahmed,1,0,1,82,120,24,25,7,3,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
82,Nasum Ahmed,B White,Shamim Hossain,1,0,1,83,119,7,10,7,4,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
83,Shamim Hossain,B White,Nasum Ahmed,4,0,4,87,115,28,26,7,5,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
84,Shamim Hossain,B White,Nasum Ahmed,1,0,1,88,114,29,27,7,6,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
85,Nasum Ahmed,B White,Shamim Hossain,1,0,1,89,113,8,11,7,7,14,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
86,Nasum Ahmed,F Hand,Shamim Hossain,0,0,0,89,113,8,12,7,1,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
87,Nasum Ahmed,F Hand,Shamim Hossain,4,0,4,93,109,12,13,7,2,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
88,Nasum Ahmed,F Hand,Shamim Hossain,0,0,0,93,109,12,14,7,3,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
89,Nasum Ahmed,F Hand,Shamim Hossain,0,0,0,93,109,12,15,7,4,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
90,Nasum Ahmed,F Hand,Shamim Hossain,1,0,1,94,108,13,16,7,5,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
91,Shamim Hossain,F Hand,Nasum Ahmed,0,0,0,94,108,29,28,7,6,15,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
92,Nasum Ahmed,GJ Delany,Shamim Hossain,0,0,0,94,108,13,17,8,1,16,caught,Nasum Ahmed,PR Stirling,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
93,Shoriful Islam,GJ Delany,Shamim Hossain,1,0,1,95,107,1,1,8,2,16,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
94,Shamim Hossain,GJ Delany,Shoriful Islam,1,0,1,96,106,30,29,8,3,16,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
95,Shoriful Islam,GJ Delany,Shamim Hossain,2,0,2,98,104,3,2,8,4,16,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
96,Shoriful Islam,GJ Delany,Shamim Hossain,1,0,1,99,103,4,3,8,5,16,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
97,Shamim Hossain,GJ Delany,Shoriful Islam,0,1,1,100,102,30,30,8,6,16,0,,,wides,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
98,Shamim Hossain,GJ Delany,Shoriful Islam,1,0,1,101,101,31,31,8,7,16,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
