,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
117,SW Billings,SS Cottrell,CJ Jordan,0,2,2,156,23,37,24,6,legbyes,4.0,0,,,18,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'SW Billings', 'decision': 'struck down'}",bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
118,SW Billings,SS Cottrell,CJ Jordan,2,1,3,159,20,39,25,6,noballs,4.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
119,SW Billings,SS Cottrell,CJ Jordan,0,0,0,159,20,39,26,6,-,5.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
120,SW Billings,SS Cottrell,CJ Jordan,1,0,1,160,19,40,27,6,-,6.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
121,SW Billings,JO Holder,CJ Jordan,1,1,2,162,17,41,28,6,noballs,0.0,0,,,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
122,CJ Jordan,JO Holder,SW Billings,0,0,0,162,17,7,9,6,-,1.0,0,,,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
123,CJ Jordan,JO Holder,SW Billings,0,0,0,162,17,7,10,7,-,2.0,caught,CJ Jordan,HR Walsh,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
124,SW Billings,JO Holder,AU Rashid,0,0,0,162,17,41,29,8,-,3.0,caught,SW Billings,HR Walsh,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
125,AU Rashid,JO Holder,S Mahmood,0,0,0,162,17,0,1,9,-,4.0,caught,AU Rashid,OF Smith,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
126,S Mahmood,JO Holder,RJW Topley,0,0,0,162,17,0,1,10,-,5.0,bowled,S Mahmood,,19,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
