,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
11,JC Buttler,L Ngidi,JJ Roy,1,0,1,10,197,3,6,0,5,-,1,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
12,JJ Roy,L Ngidi,JC Buttler,0,0,0,10,197,6,7,0,6,-,1,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
13,JC Buttler,K Rabada,JJ Roy,1,0,1,11,196,4,7,0,1,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
14,JJ Roy,K Rabada,JC Buttler,1,0,1,12,195,7,8,0,2,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
15,JC Buttler,K Rabada,JJ Roy,2,0,2,14,193,6,8,0,3,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
16,JC Buttler,K Rabada,JJ Roy,6,0,6,20,187,12,9,0,4,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
17,JC Buttler,K Rabada,JJ Roy,1,0,1,21,186,13,10,0,5,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
18,JJ Roy,K Rabada,JC Buttler,0,0,0,21,186,7,9,0,6,-,2,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
19,JC Buttler,AL Phehlukwayo,JJ Roy,6,0,6,27,180,19,11,0,1,-,3,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
20,JC Buttler,AL Phehlukwayo,JJ Roy,6,0,6,33,174,25,12,0,2,-,3,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
21,JC Buttler,AL Phehlukwayo,JJ Roy,4,0,4,37,170,29,13,0,3,-,3,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
22,JC Buttler,AL Phehlukwayo,JJ Roy,0,0,0,37,170,29,14,1,4,-,3,caught,JC Buttler,RR Hendricks,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
23,JJ Roy,AL Phehlukwayo,DJ Malan,0,0,0,37,170,7,10,1,5,-,3,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
24,JJ Roy,AL Phehlukwayo,DJ Malan,0,0,0,37,170,7,11,1,6,-,3,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
25,DJ Malan,L Ngidi,JJ Roy,1,0,1,38,169,1,1,1,1,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
26,JJ Roy,L Ngidi,DJ Malan,0,0,0,38,169,7,12,1,2,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
27,JJ Roy,L Ngidi,DJ Malan,0,0,0,38,169,7,13,1,3,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
28,JJ Roy,L Ngidi,DJ Malan,4,0,4,42,165,11,14,1,4,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
29,JJ Roy,L Ngidi,DJ Malan,1,0,1,43,164,12,15,1,5,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
30,DJ Malan,L Ngidi,JJ Roy,0,0,0,43,164,1,2,1,6,-,4,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
31,JJ Roy,KA Maharaj,DJ Malan,0,0,0,43,164,12,16,1,1,-,5,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
32,JJ Roy,KA Maharaj,DJ Malan,1,0,1,44,163,13,17,1,2,-,5,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
33,DJ Malan,KA Maharaj,JJ Roy,4,0,4,48,159,5,3,1,3,-,5,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
34,DJ Malan,KA Maharaj,JJ Roy,0,0,0,48,159,5,4,2,4,-,5,caught,DJ Malan,Q de Kock,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
35,MM Ali,KA Maharaj,JJ Roy,4,0,4,52,155,4,1,2,5,-,5,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
36,MM Ali,KA Maharaj,JJ Roy,1,0,1,53,154,5,2,2,6,-,5,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
37,MM Ali,T Shamsi,JJ Roy,1,0,1,54,153,6,3,2,1,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
38,JJ Roy,T Shamsi,MM Ali,1,0,1,55,152,14,18,2,2,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
39,MM Ali,T Shamsi,JJ Roy,1,0,1,56,151,7,4,2,3,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
40,JJ Roy,T Shamsi,MM Ali,1,0,1,57,150,15,19,2,4,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
41,MM Ali,T Shamsi,JJ Roy,4,0,4,61,146,11,5,2,5,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
42,MM Ali,T Shamsi,JJ Roy,1,0,1,62,145,12,6,2,6,-,6,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
43,MM Ali,KA Maharaj,JJ Roy,2,0,2,64,143,14,7,2,1,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
44,MM Ali,KA Maharaj,JJ Roy,0,1,1,65,142,14,8,2,2,wides,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
45,MM Ali,KA Maharaj,JJ Roy,1,0,1,66,141,15,9,2,3,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
46,JJ Roy,KA Maharaj,MM Ali,1,0,1,67,140,16,20,2,4,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
47,MM Ali,KA Maharaj,JJ Roy,1,0,1,68,139,16,10,2,5,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
48,JJ Roy,KA Maharaj,MM Ali,4,0,4,72,135,20,21,2,6,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
49,JJ Roy,KA Maharaj,MM Ali,0,0,0,72,135,20,22,2,7,-,7,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
50,MM Ali,T Shamsi,JJ Roy,4,0,4,76,131,20,11,2,1,-,8,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
51,MM Ali,T Shamsi,JJ Roy,1,0,1,77,130,21,12,2,2,-,8,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
52,JJ Roy,T Shamsi,MM Ali,0,0,0,77,130,20,23,3,3,-,8,caught,JJ Roy,RR Hendricks,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
53,JM Bairstow,T Shamsi,MM Ali,0,0,0,77,130,0,1,3,4,-,8,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
54,JM Bairstow,T Shamsi,MM Ali,1,0,1,78,129,1,2,3,5,-,8,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
55,MM Ali,T Shamsi,JM Bairstow,1,0,1,79,128,22,13,3,6,-,8,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
56,MM Ali,KA Maharaj,JM Bairstow,1,0,1,80,127,23,14,3,1,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
57,JM Bairstow,KA Maharaj,MM Ali,1,0,1,81,126,2,3,3,2,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
58,MM Ali,KA Maharaj,JM Bairstow,2,0,2,83,124,25,15,3,3,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
59,MM Ali,KA Maharaj,JM Bairstow,1,0,1,84,123,26,16,3,4,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
60,JM Bairstow,KA Maharaj,MM Ali,1,0,1,85,122,3,4,3,5,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
61,MM Ali,KA Maharaj,JM Bairstow,2,0,2,87,120,28,17,3,6,-,9,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
62,JM Bairstow,T Shamsi,MM Ali,1,0,1,88,119,4,5,3,1,-,10,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
63,MM Ali,T Shamsi,JM Bairstow,0,0,0,88,119,28,18,4,2,-,10,caught,MM Ali,KA Maharaj,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
64,JM Bairstow,T Shamsi,SM Curran,0,1,1,89,118,4,6,4,3,wides,10,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
65,JM Bairstow,T Shamsi,SM Curran,1,0,1,90,117,5,7,4,4,-,10,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
66,SM Curran,T Shamsi,JM Bairstow,0,0,0,90,117,0,1,4,5,-,10,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
67,SM Curran,T Shamsi,JM Bairstow,2,0,2,92,115,2,2,4,6,-,10,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
68,SM Curran,T Shamsi,JM Bairstow,0,0,0,92,115,2,3,5,7,-,10,caught,SM Curran,KA Maharaj,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
69,LS Livingstone,KA Maharaj,JM Bairstow,1,0,1,93,114,1,1,5,1,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
70,JM Bairstow,KA Maharaj,LS Livingstone,1,0,1,94,113,6,8,5,2,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
71,LS Livingstone,KA Maharaj,JM Bairstow,1,0,1,95,112,2,2,5,3,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
72,JM Bairstow,KA Maharaj,LS Livingstone,4,0,4,99,108,10,9,5,4,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
73,JM Bairstow,KA Maharaj,LS Livingstone,1,0,1,100,107,11,10,5,5,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
74,LS Livingstone,KA Maharaj,JM Bairstow,1,0,1,101,106,3,3,5,6,-,11,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
75,LS Livingstone,T Shamsi,JM Bairstow,1,0,1,102,105,4,4,5,1,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
76,JM Bairstow,T Shamsi,LS Livingstone,1,0,1,103,104,12,11,5,2,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
77,LS Livingstone,T Shamsi,JM Bairstow,1,0,1,104,103,5,5,5,3,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
78,JM Bairstow,T Shamsi,LS Livingstone,2,0,2,106,101,14,12,5,4,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
79,JM Bairstow,T Shamsi,LS Livingstone,0,0,0,106,101,14,13,5,5,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
80,JM Bairstow,T Shamsi,LS Livingstone,1,0,1,107,100,15,14,5,6,-,12,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
81,JM Bairstow,AL Phehlukwayo,LS Livingstone,0,1,1,108,99,15,15,5,1,wides,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
82,JM Bairstow,AL Phehlukwayo,LS Livingstone,4,0,4,112,95,19,16,5,2,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
83,JM Bairstow,AL Phehlukwayo,LS Livingstone,0,0,0,112,95,19,17,5,3,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
84,JM Bairstow,AL Phehlukwayo,LS Livingstone,2,0,2,114,93,21,18,5,4,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
85,JM Bairstow,AL Phehlukwayo,LS Livingstone,0,0,0,114,93,21,19,5,5,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
86,JM Bairstow,AL Phehlukwayo,LS Livingstone,1,0,1,115,92,22,20,5,6,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
87,LS Livingstone,AL Phehlukwayo,JM Bairstow,4,0,4,119,88,9,6,5,7,-,13,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
88,JM Bairstow,K Rabada,LS Livingstone,0,1,1,120,87,22,21,5,1,wides,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
89,JM Bairstow,K Rabada,LS Livingstone,4,0,4,124,83,26,22,5,2,-,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
90,JM Bairstow,K Rabada,LS Livingstone,4,0,4,128,79,30,23,5,3,-,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
91,JM Bairstow,K Rabada,LS Livingstone,0,0,0,128,79,30,24,6,4,-,14,caught,JM Bairstow,L Ngidi,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
92,LS Livingstone,K Rabada,CJ Jordan,4,0,4,132,75,13,7,6,5,-,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
93,LS Livingstone,K Rabada,CJ Jordan,1,0,1,133,74,14,8,6,6,-,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
94,CJ Jordan,K Rabada,LS Livingstone,4,0,4,137,70,4,1,6,7,-,14,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
95,LS Livingstone,AL Phehlukwayo,CJ Jordan,4,0,4,141,66,18,9,6,1,-,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
96,LS Livingstone,AL Phehlukwayo,CJ Jordan,0,0,0,141,66,18,10,7,2,-,15,caught,LS Livingstone,Q de Kock,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
97,AU Rashid,AL Phehlukwayo,CJ Jordan,2,0,2,143,64,2,1,7,3,-,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
98,AU Rashid,AL Phehlukwayo,CJ Jordan,0,1,1,144,63,2,2,7,4,wides,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
99,AU Rashid,AL Phehlukwayo,CJ Jordan,0,1,1,145,62,2,3,7,5,wides,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
100,AU Rashid,AL Phehlukwayo,CJ Jordan,0,1,1,146,61,2,4,7,6,wides,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
101,AU Rashid,AL Phehlukwayo,CJ Jordan,1,0,1,147,60,3,5,7,7,-,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
102,CJ Jordan,AL Phehlukwayo,AU Rashid,1,0,1,148,59,5,2,7,8,-,15,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
103,AU Rashid,AL Phehlukwayo,CJ Jordan,0,0,0,148,59,3,6,8,9,-,15,bowled,AU Rashid,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
104,CJ Jordan,L Ngidi,RJ Gleeson,0,0,0,148,59,5,3,8,1,-,16,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
105,CJ Jordan,L Ngidi,RJ Gleeson,0,0,0,148,59,5,4,9,2,-,16,caught,CJ Jordan,Q de Kock,"{'by': 'England', 'umpire': 'MJ Saggers', 'batter': 'CJ Jordan', 'decision': 'struck down'}",field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
106,RJW Topley,L Ngidi,RJ Gleeson,1,0,1,149,58,1,1,9,3,-,16,0,,,,field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
107,RJ Gleeson,L Ngidi,RJW Topley,0,0,0,149,58,0,1,10,4,-,16,caught,RJ Gleeson,Q de Kock,"{'by': 'South Africa', 'umpire': 'MJ Saggers', 'batter': 'RJ Gleeson', 'decision': 'upheld'}",field,England,2,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,England,South Africa,False,149
