,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
40,H Masakadza,Arafat Sunny,R Mutumbami,0,0,0,63,124,36,19,1,3,0,,,7,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
41,H Masakadza,Arafat Sunny,R Mutumbami,1,0,1,64,123,37,20,1,4,0,,,7,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
42,R Mutumbami,Arafat Sunny,H Masakadza,1,0,1,65,122,22,18,1,5,0,,,7,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
43,H Masakadza,Arafat Sunny,R Mutumbami,4,0,4,69,118,41,21,1,6,0,,,7,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
44,R Mutumbami,Shakib Al Hasan,H Masakadza,0,0,0,69,118,22,19,1,1,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
45,R Mutumbami,Shakib Al Hasan,H Masakadza,0,0,0,69,118,22,20,1,2,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
46,R Mutumbami,Shakib Al Hasan,H Masakadza,1,0,1,70,117,23,21,1,3,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
47,H Masakadza,Shakib Al Hasan,R Mutumbami,0,0,0,70,117,41,22,1,4,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
48,H Masakadza,Shakib Al Hasan,R Mutumbami,0,0,0,70,117,41,23,1,5,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
49,H Masakadza,Shakib Al Hasan,R Mutumbami,1,0,1,71,116,42,24,1,6,0,,,8,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
50,H Masakadza,Taskin Ahmed,R Mutumbami,0,0,0,71,116,42,25,1,1,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
51,H Masakadza,Taskin Ahmed,R Mutumbami,0,0,0,71,116,42,26,1,2,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
52,H Masakadza,Taskin Ahmed,R Mutumbami,1,0,1,72,115,43,27,1,3,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
53,R Mutumbami,Taskin Ahmed,H Masakadza,1,0,1,73,114,24,22,1,4,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
54,H Masakadza,Taskin Ahmed,R Mutumbami,1,0,1,74,113,44,28,1,5,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
55,R Mutumbami,Taskin Ahmed,H Masakadza,1,0,1,75,112,25,23,1,6,0,,,9,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
56,R Mutumbami,Arafat Sunny,H Masakadza,6,0,6,81,106,31,24,1,1,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
57,R Mutumbami,Arafat Sunny,H Masakadza,1,0,1,82,105,32,25,1,2,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
58,H Masakadza,Arafat Sunny,R Mutumbami,0,0,0,82,105,44,29,1,3,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
59,H Masakadza,Arafat Sunny,R Mutumbami,0,0,0,82,105,44,30,1,4,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
60,H Masakadza,Arafat Sunny,R Mutumbami,2,0,2,84,103,46,31,1,5,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
61,H Masakadza,Arafat Sunny,R Mutumbami,0,0,0,84,103,46,32,1,6,0,,,10,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
62,R Mutumbami,Abu Hider,H Masakadza,0,0,0,84,103,32,26,2,1,bowled,R Mutumbami,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
63,MN Waller,Abu Hider,H Masakadza,1,0,1,85,102,1,1,2,2,0,,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
64,H Masakadza,Abu Hider,MN Waller,1,0,1,86,101,47,33,2,3,0,,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
65,MN Waller,Abu Hider,H Masakadza,0,1,1,87,100,1,2,2,4,0,,,11,wides,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
66,MN Waller,Abu Hider,H Masakadza,1,0,1,88,99,2,3,2,5,0,,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
67,H Masakadza,Abu Hider,MN Waller,1,0,1,89,98,48,34,2,6,0,,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
68,MN Waller,Abu Hider,H Masakadza,0,1,1,90,97,2,4,2,7,0,,,11,wides,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
69,MN Waller,Abu Hider,H Masakadza,1,0,1,91,96,3,5,2,8,0,,,11,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
70,MN Waller,Sabbir Rahman,H Masakadza,1,0,1,92,95,4,6,2,1,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
71,H Masakadza,Sabbir Rahman,MN Waller,1,0,1,93,94,49,35,2,2,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
72,MN Waller,Sabbir Rahman,H Masakadza,6,0,6,99,88,10,7,2,3,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
73,MN Waller,Sabbir Rahman,H Masakadza,1,0,1,100,87,11,8,2,4,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
74,H Masakadza,Sabbir Rahman,MN Waller,1,0,1,101,86,50,36,2,5,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
75,MN Waller,Sabbir Rahman,H Masakadza,1,0,1,102,85,12,9,2,6,0,,,12,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
76,MN Waller,Abu Hider,H Masakadza,1,0,1,103,84,13,10,2,1,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
77,H Masakadza,Abu Hider,MN Waller,4,0,4,107,80,54,37,2,2,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
78,H Masakadza,Abu Hider,MN Waller,1,0,1,108,79,55,38,2,3,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
79,MN Waller,Abu Hider,H Masakadza,6,0,6,114,73,19,11,2,4,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
80,MN Waller,Abu Hider,H Masakadza,1,0,1,115,72,20,12,2,5,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
81,H Masakadza,Abu Hider,MN Waller,1,0,1,116,71,56,39,2,6,0,,,13,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
82,H Masakadza,Shakib Al Hasan,MN Waller,6,0,6,122,65,62,40,2,1,0,,,14,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
83,H Masakadza,Shakib Al Hasan,MN Waller,0,1,1,123,64,62,41,2,2,0,,,14,legbyes,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
84,MN Waller,Shakib Al Hasan,H Masakadza,6,0,6,129,58,26,13,2,3,0,,,14,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
85,MN Waller,Shakib Al Hasan,H Masakadza,2,0,2,131,56,28,14,2,4,0,,,14,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
86,MN Waller,Shakib Al Hasan,H Masakadza,1,0,1,132,55,29,15,2,5,0,,,14,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
87,H Masakadza,Shakib Al Hasan,MN Waller,4,0,4,136,51,66,42,2,6,0,,,14,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
88,MN Waller,Mashrafe Mortaza,H Masakadza,1,0,1,137,50,30,16,2,1,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
89,H Masakadza,Mashrafe Mortaza,MN Waller,1,0,1,138,49,67,43,2,2,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
90,MN Waller,Mashrafe Mortaza,H Masakadza,1,0,1,139,48,31,17,2,3,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
91,H Masakadza,Mashrafe Mortaza,MN Waller,1,0,1,140,47,68,44,2,4,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
92,MN Waller,Mashrafe Mortaza,H Masakadza,4,0,4,144,43,35,18,2,5,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
93,MN Waller,Mashrafe Mortaza,H Masakadza,1,0,1,145,42,36,19,2,6,0,,,15,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
94,MN Waller,Taskin Ahmed,H Masakadza,0,0,0,145,42,36,20,3,1,bowled,MN Waller,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
95,Sikandar Raza,Taskin Ahmed,H Masakadza,0,0,0,145,42,0,1,3,2,0,,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
96,Sikandar Raza,Taskin Ahmed,H Masakadza,1,0,1,146,41,1,2,3,3,0,,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
97,H Masakadza,Taskin Ahmed,Sikandar Raza,0,0,0,146,41,68,45,3,4,0,,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
98,H Masakadza,Taskin Ahmed,Sikandar Raza,1,0,1,147,40,69,46,3,5,0,,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
99,Sikandar Raza,Taskin Ahmed,H Masakadza,0,1,1,148,39,1,3,3,6,0,,,16,wides,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
100,Sikandar Raza,Taskin Ahmed,H Masakadza,1,0,1,149,38,2,4,3,7,0,,,16,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
101,Sikandar Raza,Shakib Al Hasan,H Masakadza,0,0,0,149,38,2,5,3,1,0,,,17,-,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-22,Zimbabwe,Zimbabwe,Bangladesh,180
