,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,J Charles,B Lee,DR Smith,0,1,1,1,134,0,1,0,1,wides,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
1,J Charles,B Lee,DR Smith,0,0,0,1,134,0,2,0,2,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
2,J Charles,B Lee,DR Smith,0,0,0,1,134,0,3,0,3,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
3,J Charles,B Lee,DR Smith,1,0,1,2,133,1,4,0,4,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
4,DR Smith,B Lee,J Charles,4,0,4,6,129,4,1,0,5,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
5,DR Smith,B Lee,J Charles,0,0,0,6,129,4,2,0,6,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
6,DR Smith,B Lee,J Charles,1,0,1,7,128,5,3,0,7,-,1,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
7,DR Smith,JL Pattinson,J Charles,0,1,1,8,127,5,4,0,1,wides,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
8,DR Smith,JL Pattinson,J Charles,0,0,0,8,127,5,5,0,2,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
9,DR Smith,JL Pattinson,J Charles,0,0,0,8,127,5,6,0,3,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
10,DR Smith,JL Pattinson,J Charles,0,0,0,8,127,5,7,0,4,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
11,DR Smith,JL Pattinson,J Charles,1,0,1,9,126,6,8,0,5,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
12,J Charles,JL Pattinson,DR Smith,2,0,2,11,124,3,5,0,6,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
13,J Charles,JL Pattinson,DR Smith,4,0,4,15,120,7,6,0,7,-,2,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
14,DR Smith,B Lee,J Charles,4,0,4,19,116,10,9,0,1,-,3,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
15,DR Smith,B Lee,J Charles,0,0,0,19,116,10,10,0,2,-,3,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
16,DR Smith,B Lee,J Charles,0,0,0,19,116,10,11,1,3,-,3,caught,DR Smith,MS Wade,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
17,NE Bonner,B Lee,J Charles,0,0,0,19,116,0,1,1,4,-,3,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
18,NE Bonner,B Lee,J Charles,0,0,0,19,116,0,2,1,5,-,3,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
19,NE Bonner,B Lee,J Charles,0,0,0,19,116,0,3,1,6,-,3,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
20,J Charles,JL Pattinson,NE Bonner,0,0,0,19,116,7,7,1,1,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
21,J Charles,JL Pattinson,NE Bonner,1,0,1,20,115,8,8,1,2,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
22,NE Bonner,JL Pattinson,J Charles,0,0,0,20,115,0,4,1,3,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
23,NE Bonner,JL Pattinson,J Charles,1,0,1,21,114,1,5,1,4,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
24,J Charles,JL Pattinson,NE Bonner,1,0,1,22,113,9,9,1,5,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
25,NE Bonner,JL Pattinson,J Charles,0,0,0,22,113,1,6,1,6,-,4,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
26,J Charles,B Lee,NE Bonner,4,0,4,26,109,13,10,1,1,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
27,J Charles,B Lee,NE Bonner,4,0,4,30,105,17,11,1,2,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
28,J Charles,B Lee,NE Bonner,4,0,4,34,101,21,12,1,3,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
29,J Charles,B Lee,NE Bonner,1,0,1,35,100,22,13,1,4,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
30,NE Bonner,B Lee,J Charles,0,0,0,35,100,1,7,1,5,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
31,NE Bonner,B Lee,J Charles,0,0,0,35,100,1,8,1,6,-,5,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
32,J Charles,CJ McKay,NE Bonner,1,0,1,36,99,23,14,1,1,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
33,NE Bonner,CJ McKay,J Charles,1,0,1,37,98,2,9,1,2,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
34,J Charles,CJ McKay,NE Bonner,1,0,1,38,97,24,15,1,3,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
35,NE Bonner,CJ McKay,J Charles,0,0,0,38,97,2,10,1,4,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
36,NE Bonner,CJ McKay,J Charles,0,0,0,38,97,2,11,1,5,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
37,NE Bonner,CJ McKay,J Charles,0,0,0,38,97,2,12,1,6,-,6,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
38,J Charles,SR Watson,NE Bonner,0,0,0,38,97,24,16,1,1,-,7,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
39,J Charles,SR Watson,NE Bonner,0,0,0,38,97,24,17,2,2,-,7,lbw,J Charles,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
40,DM Bravo,SR Watson,NE Bonner,4,0,4,42,93,4,1,2,3,-,7,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
41,DM Bravo,SR Watson,NE Bonner,0,0,0,42,93,4,2,2,4,-,7,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
42,DM Bravo,SR Watson,NE Bonner,0,0,0,42,93,4,3,2,5,-,7,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
43,DM Bravo,SR Watson,NE Bonner,0,0,0,42,93,4,4,2,6,-,7,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
44,NE Bonner,CJ McKay,DM Bravo,4,0,4,46,89,6,13,2,1,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
45,NE Bonner,CJ McKay,DM Bravo,1,0,1,47,88,7,14,2,2,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
46,DM Bravo,CJ McKay,NE Bonner,1,0,1,48,87,5,5,2,3,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
47,NE Bonner,CJ McKay,DM Bravo,0,0,0,48,87,7,15,2,4,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
48,NE Bonner,CJ McKay,DM Bravo,4,0,4,52,83,11,16,2,5,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
49,NE Bonner,CJ McKay,DM Bravo,1,0,1,53,82,12,17,2,6,-,8,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
50,NE Bonner,SR Watson,DM Bravo,1,0,1,54,81,13,18,2,1,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
51,DM Bravo,SR Watson,NE Bonner,0,0,0,54,81,5,6,2,2,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
52,DM Bravo,SR Watson,NE Bonner,1,0,1,55,80,6,7,2,3,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
53,NE Bonner,SR Watson,DM Bravo,0,0,0,55,80,13,19,2,4,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
54,NE Bonner,SR Watson,DM Bravo,0,0,0,55,80,13,20,2,5,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
55,NE Bonner,SR Watson,DM Bravo,1,0,1,56,79,14,21,2,6,-,9,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
56,NE Bonner,XJ Doherty,DM Bravo,1,0,1,57,78,15,22,2,1,-,10,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
57,DM Bravo,XJ Doherty,NE Bonner,0,0,0,57,78,6,8,2,2,-,10,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
58,DM Bravo,XJ Doherty,NE Bonner,0,0,0,57,78,6,9,2,3,-,10,0,,,bat,West Indies,1,"Beausejour Stadium, Gros Islet",2012,03,West Indies_Australia_2012-03-27,Australia,West Indies,Australia,150
