,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,LD Chandimal,DJ Willey,TM Dilshan,1,0,1,1,170,1,1,0,-,1.0,0,,,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Right hand Bat,Left arm Fast
1,TM Dilshan,DJ Willey,LD Chandimal,2,0,2,3,168,2,1,0,-,2.0,0,,,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Right hand Bat,Left arm Fast
2,TM Dilshan,DJ Willey,LD Chandimal,0,0,0,3,168,2,2,1,-,3.0,caught,TM Dilshan,AD Hales,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Right hand Bat,Left arm Fast
3,TAM Siriwardana,DJ Willey,LD Chandimal,0,0,0,3,168,0,1,1,-,4.0,0,,,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Right hand Bat,Left arm Fast
4,TAM Siriwardana,DJ Willey,LD Chandimal,0,0,0,3,168,0,2,1,-,5.0,0,,,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Right hand Bat,Left arm Fast
5,TAM Siriwardana,DJ Willey,LD Chandimal,0,0,0,3,168,0,3,1,-,6.0,0,,,0,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Right hand Bat,Left arm Fast
6,LD Chandimal,CJ Jordan,TAM Siriwardana,0,1,1,4,167,1,1,1,wides,0.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Left hand Bat,Right arm Fast
7,LD Chandimal,CJ Jordan,TAM Siriwardana,0,0,0,4,167,1,2,1,-,1.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Left hand Bat,Right arm Fast
8,LD Chandimal,CJ Jordan,TAM Siriwardana,0,0,0,4,167,1,3,2,-,2.0,caught,LD Chandimal,JC Buttler,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Right hand Bat,Left hand Bat,Right arm Fast
9,HDRL Thirimanne,CJ Jordan,TAM Siriwardana,0,0,0,4,167,0,1,2,-,3.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Left hand Bat,Right arm Fast
10,HDRL Thirimanne,CJ Jordan,TAM Siriwardana,1,0,1,5,166,1,2,2,-,4.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Left hand Bat,Right arm Fast
11,TAM Siriwardana,CJ Jordan,HDRL Thirimanne,0,1,1,6,165,0,3,2,wides,4.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Left hand Bat,Right arm Fast
12,TAM Siriwardana,CJ Jordan,HDRL Thirimanne,1,0,1,7,164,1,4,2,-,5.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Left hand Bat,Right arm Fast
13,HDRL Thirimanne,CJ Jordan,TAM Siriwardana,1,0,1,8,163,2,3,2,-,6.0,0,,,1,field,Sri Lanka,2,Feroz Shah Kotla,2016,03,England_Sri Lanka_2016-03-26,England,Sri Lanka,England,False,161,Left hand Bat,Left hand Bat,Right arm Fast
