,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
37,RD Gaikwad,Afif Hossain,Tilak Varma,0,0,0,68,28,31,19,1,6,0,,,6,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
38,Tilak Varma,Hasan Murad,RD Gaikwad,0,0,0,68,28,35,16,1,1,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
39,Tilak Varma,Hasan Murad,RD Gaikwad,4,0,4,72,24,39,17,1,2,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
40,Tilak Varma,Hasan Murad,RD Gaikwad,1,0,1,73,23,40,18,1,3,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
41,RD Gaikwad,Hasan Murad,Tilak Varma,1,0,1,74,22,32,20,1,4,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
42,Tilak Varma,Hasan Murad,RD Gaikwad,0,0,0,74,22,40,19,1,5,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
43,Tilak Varma,Hasan Murad,RD Gaikwad,0,0,0,74,22,40,20,1,6,0,,,7,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
44,RD Gaikwad,Afif Hossain,Tilak Varma,0,0,0,74,22,32,21,1,1,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
45,RD Gaikwad,Afif Hossain,Tilak Varma,1,0,1,75,21,33,22,1,2,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
46,Tilak Varma,Afif Hossain,RD Gaikwad,0,0,0,75,21,40,21,1,3,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
47,Tilak Varma,Afif Hossain,RD Gaikwad,0,0,0,75,21,40,22,1,4,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
48,Tilak Varma,Afif Hossain,RD Gaikwad,6,0,6,81,15,46,23,1,5,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
49,Tilak Varma,Afif Hossain,RD Gaikwad,1,0,1,82,14,47,24,1,6,0,,,8,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
50,Tilak Varma,Hasan Murad,RD Gaikwad,1,0,1,83,13,48,25,1,1,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
51,RD Gaikwad,Hasan Murad,Tilak Varma,0,0,0,83,13,33,23,1,2,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
52,RD Gaikwad,Hasan Murad,Tilak Varma,1,0,1,84,12,34,24,1,3,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
53,Tilak Varma,Hasan Murad,RD Gaikwad,6,0,6,90,6,54,26,1,4,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
54,Tilak Varma,Hasan Murad,RD Gaikwad,1,0,1,91,5,55,27,1,5,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
55,RD Gaikwad,Hasan Murad,Tilak Varma,1,0,1,92,4,35,25,1,6,0,,,9,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
56,RD Gaikwad,Mahmudul Hasan Joy,Tilak Varma,4,0,4,96,0,39,26,1,1,0,,,10,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
57,RD Gaikwad,Mahmudul Hasan Joy,Tilak Varma,1,0,1,97,-1,40,27,1,2,0,,,10,-,field,India,2,Zhejiang University of Technology Cricket Field,2023,10,Bangladesh_India_2023-10-06,India,India,Bangladesh
