,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Tamim Iqbal,KD Mills,Mohammad Ashraful,0,0,0,0,191,0,1,0,-,1.0,0,,,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
1,Tamim Iqbal,KD Mills,Mohammad Ashraful,0,0,0,0,191,0,2,0,-,2.0,0,,,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
2,Tamim Iqbal,KD Mills,Mohammad Ashraful,0,0,0,0,191,0,3,1,-,3.0,caught,Tamim Iqbal,MJ Guptill,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
3,Shakib Al Hasan,KD Mills,Mohammad Ashraful,4,0,4,4,187,4,1,1,-,4.0,0,,,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
4,Shakib Al Hasan,KD Mills,Mohammad Ashraful,1,0,1,5,186,5,2,1,-,5.0,0,,,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
5,Mohammad Ashraful,KD Mills,Shakib Al Hasan,4,0,4,9,182,4,1,1,-,6.0,0,,,0,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Fast
6,Shakib Al Hasan,TG Southee,Mohammad Ashraful,1,0,1,10,181,6,3,1,-,1.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Medium
7,Mohammad Ashraful,TG Southee,Shakib Al Hasan,1,0,1,11,180,5,2,1,-,2.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Medium
8,Shakib Al Hasan,TG Southee,Mohammad Ashraful,0,0,0,11,180,6,4,1,-,3.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Medium
9,Shakib Al Hasan,TG Southee,Mohammad Ashraful,0,1,1,12,179,6,4,1,wides,3.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Medium
10,Shakib Al Hasan,TG Southee,Mohammad Ashraful,1,0,1,13,178,7,5,1,-,4.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Medium
11,Mohammad Ashraful,TG Southee,Shakib Al Hasan,0,0,0,13,178,5,3,1,-,5.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Medium
12,Mohammad Ashraful,TG Southee,Shakib Al Hasan,1,0,1,14,177,6,4,1,-,6.0,0,,,1,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Medium
13,Mohammad Ashraful,KD Mills,Shakib Al Hasan,0,0,0,14,177,6,5,1,-,1.0,0,,,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Fast
14,Mohammad Ashraful,KD Mills,Shakib Al Hasan,1,0,1,15,176,7,6,1,-,2.0,0,,,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Left hand Bat,Right arm Fast
15,Shakib Al Hasan,KD Mills,Mohammad Ashraful,0,0,0,15,176,7,6,1,-,3.0,0,,,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
16,Shakib Al Hasan,KD Mills,Mohammad Ashraful,4,0,4,19,172,11,7,1,-,4.0,0,,,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
17,Shakib Al Hasan,KD Mills,Mohammad Ashraful,0,0,0,19,172,11,8,2,-,5.0,caught,Shakib Al Hasan,KS Williamson,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Left hand Bat,Right hand Bat,Right arm Fast
18,Mushfiqur Rahim,KD Mills,Mohammad Ashraful,0,0,0,19,172,0,1,2,-,6.0,0,,,2,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
19,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,1,0,1,20,171,8,7,2,-,1.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
20,Mushfiqur Rahim,JDP Oram,Mohammad Ashraful,0,0,0,20,171,0,2,2,-,2.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
21,Mushfiqur Rahim,JDP Oram,Mohammad Ashraful,1,0,1,21,170,1,3,2,-,3.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
22,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,4,0,4,25,166,12,8,2,-,4.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
23,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,0,0,0,25,166,12,9,2,-,5.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
24,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,4,0,4,29,162,16,10,2,-,6.0,0,,,3,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
25,Mushfiqur Rahim,KD Mills,Mohammad Ashraful,1,0,1,30,161,2,4,2,-,1.0,0,,,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
26,Mohammad Ashraful,KD Mills,Mushfiqur Rahim,1,0,1,31,160,17,11,2,-,2.0,0,,,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
27,Mushfiqur Rahim,KD Mills,Mohammad Ashraful,2,0,2,33,158,4,5,2,-,3.0,0,,,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
28,Mushfiqur Rahim,KD Mills,Mohammad Ashraful,0,0,0,33,158,4,6,3,-,4.0,caught,Mushfiqur Rahim,KS Williamson,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
29,Mohammad Ashraful,KD Mills,Mahmudullah,1,0,1,34,157,18,12,3,-,5.0,0,,,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
30,Mahmudullah,KD Mills,Mohammad Ashraful,0,0,0,34,157,0,1,3,-,6.0,0,,,4,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
31,Mohammad Ashraful,JDP Oram,Mahmudullah,0,0,0,34,157,18,13,3,-,1.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
32,Mohammad Ashraful,JDP Oram,Mahmudullah,0,0,0,34,157,18,14,3,-,2.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
33,Mohammad Ashraful,JDP Oram,Mahmudullah,2,0,2,36,155,20,15,3,-,3.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
34,Mohammad Ashraful,JDP Oram,Mahmudullah,0,0,0,36,155,20,16,3,-,4.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
35,Mohammad Ashraful,JDP Oram,Mahmudullah,1,0,1,37,154,21,17,3,-,5.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
36,Mahmudullah,JDP Oram,Mohammad Ashraful,0,0,0,37,154,0,2,3,-,6.0,0,,,5,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Fast
37,Mohammad Ashraful,TG Southee,Mahmudullah,0,0,0,37,154,21,18,3,-,1.0,0,,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
38,Mohammad Ashraful,TG Southee,Mahmudullah,0,0,0,37,154,21,19,3,-,2.0,0,,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
39,Mohammad Ashraful,TG Southee,Mahmudullah,0,0,0,37,154,21,20,3,-,3.0,0,,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
40,Mohammad Ashraful,TG Southee,Mahmudullah,0,0,0,37,154,21,21,4,-,4.0,lbw,Mohammad Ashraful,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
41,Nasir Hossain,TG Southee,Mahmudullah,0,0,0,37,154,0,1,4,-,5.0,0,,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
42,Nasir Hossain,TG Southee,Mahmudullah,0,0,0,37,154,0,2,4,-,6.0,0,,,6,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Right arm Medium
43,Mahmudullah,DL Vettori,Nasir Hossain,0,0,0,37,154,0,3,4,-,1.0,0,,,7,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
44,Mahmudullah,DL Vettori,Nasir Hossain,0,0,0,37,154,0,4,4,-,2.0,0,,,7,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
45,Mahmudullah,DL Vettori,Nasir Hossain,0,0,0,37,154,0,5,4,-,3.0,0,,,7,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
46,Mahmudullah,DL Vettori,Nasir Hossain,1,0,1,38,153,1,6,4,-,4.0,0,,,7,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
47,Nasir Hossain,DL Vettori,Mahmudullah,4,0,4,42,149,4,3,4,-,5.0,0,,,7,field,Bangladesh,2,Pallekele International Cricket Stadium,2012,09,Bangladesh_New Zealand_2012-09-21,New Zealand,Bangladesh,New Zealand,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
