,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
22,AD Hales,NM Coulter-Nile,LJ Wright,0,0,0,34,17,8,4,4,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
23,AD Hales,NM Coulter-Nile,LJ Wright,4,0,4,38,21,9,5,4,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
24,AD Hales,NM Coulter-Nile,LJ Wright,0,1,1,39,21,10,6,4,legbyes,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
25,AD Hales,MC Henriques,LJ Wright,1,0,1,40,22,11,1,5,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
26,LJ Wright,MC Henriques,AD Hales,4,0,4,44,9,10,2,5,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
27,LJ Wright,MC Henriques,AD Hales,0,0,0,44,9,11,3,5,-,bowled,LJ Wright,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
28,JE Root,MC Henriques,AD Hales,0,0,0,44,0,1,4,5,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
29,JE Root,MC Henriques,AD Hales,1,0,1,45,1,2,5,5,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
30,AD Hales,MC Henriques,JE Root,0,0,0,45,22,12,6,5,-,lbw,AD Hales,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
31,JE Root,JR Hazlewood,EJG Morgan,0,0,0,45,1,3,1,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
32,JE Root,JR Hazlewood,EJG Morgan,0,0,0,45,1,4,2,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
33,JE Root,JR Hazlewood,EJG Morgan,0,0,0,45,1,5,3,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
34,JE Root,JR Hazlewood,EJG Morgan,1,0,1,46,2,6,4,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
35,EJG Morgan,JR Hazlewood,JE Root,0,0,0,46,0,1,5,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
36,EJG Morgan,JR Hazlewood,JE Root,0,0,0,46,0,2,6,6,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
37,JE Root,GJ Maxwell,EJG Morgan,1,0,1,47,3,7,1,7,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
38,EJG Morgan,GJ Maxwell,JE Root,4,0,4,51,4,3,2,7,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
39,EJG Morgan,GJ Maxwell,JE Root,0,0,0,51,4,4,3,7,-,bowled,EJG Morgan,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
40,JC Buttler,GJ Maxwell,JE Root,1,0,1,52,1,1,4,7,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
41,JE Root,GJ Maxwell,JC Buttler,1,0,1,53,4,8,5,7,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
42,JC Buttler,GJ Maxwell,JE Root,2,0,2,55,3,2,6,7,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
43,JE Root,JM Muirhead,JC Buttler,1,0,1,56,5,9,1,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
44,JC Buttler,JM Muirhead,JE Root,0,0,0,56,3,3,2,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
45,JC Buttler,JM Muirhead,JE Root,6,0,6,62,9,4,3,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
46,JC Buttler,JM Muirhead,JE Root,1,0,1,63,10,5,4,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
47,JE Root,JM Muirhead,JC Buttler,2,0,2,65,7,10,5,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
48,JE Root,JM Muirhead,JC Buttler,1,0,1,66,8,11,6,8,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
49,JE Root,GJ Maxwell,JC Buttler,1,0,1,67,9,12,1,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
50,JC Buttler,GJ Maxwell,JE Root,4,0,4,71,14,6,2,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
51,JC Buttler,GJ Maxwell,JE Root,1,0,1,72,15,7,3,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
52,JE Root,GJ Maxwell,JC Buttler,0,0,0,72,9,13,4,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
53,JE Root,GJ Maxwell,JC Buttler,4,0,4,76,13,14,5,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
54,JE Root,GJ Maxwell,JC Buttler,1,0,1,77,14,15,6,9,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
55,JE Root,MC Henriques,JC Buttler,6,0,6,83,20,16,1,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
56,JE Root,MC Henriques,JC Buttler,4,0,4,87,24,17,2,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
57,JE Root,MC Henriques,JC Buttler,1,0,1,88,25,18,3,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
58,JC Buttler,MC Henriques,JE Root,2,0,2,90,17,8,4,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
59,JC Buttler,MC Henriques,JE Root,0,0,0,90,17,9,5,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
60,JC Buttler,MC Henriques,JE Root,1,0,1,91,18,10,6,10,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
61,JC Buttler,DT Christian,JE Root,0,0,0,91,18,11,1,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
62,JC Buttler,DT Christian,JE Root,1,0,1,92,19,12,2,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
63,JE Root,DT Christian,JC Buttler,0,0,0,92,25,19,3,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
64,JE Root,DT Christian,JC Buttler,1,0,1,93,26,20,4,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
65,JC Buttler,DT Christian,JE Root,1,0,1,94,20,13,5,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
66,JE Root,DT Christian,JC Buttler,4,0,4,98,30,21,6,11,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
67,JC Buttler,NM Coulter-Nile,JE Root,0,0,0,98,20,14,1,12,-,caught,JC Buttler,JM Muirhead,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
68,JE Root,NM Coulter-Nile,RS Bopara,0,0,0,98,30,22,2,12,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
69,JE Root,NM Coulter-Nile,RS Bopara,2,0,2,100,32,23,3,12,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
70,JE Root,NM Coulter-Nile,RS Bopara,0,0,0,100,32,24,4,12,-,caught,JE Root,AJ Finch,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
71,RS Bopara,NM Coulter-Nile,TT Bresnan,1,0,1,101,1,1,5,12,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
72,TT Bresnan,NM Coulter-Nile,RS Bopara,0,0,0,101,0,1,6,12,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
73,RS Bopara,JM Muirhead,TT Bresnan,1,0,1,102,2,2,1,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
74,TT Bresnan,JM Muirhead,RS Bopara,1,0,1,103,1,2,2,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
75,RS Bopara,JM Muirhead,TT Bresnan,1,0,1,104,3,3,3,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
76,TT Bresnan,JM Muirhead,RS Bopara,1,0,1,105,2,3,4,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
77,RS Bopara,JM Muirhead,TT Bresnan,1,0,1,106,4,4,5,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
78,TT Bresnan,JM Muirhead,RS Bopara,0,1,1,107,2,4,6,13,wides,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
79,TT Bresnan,JM Muirhead,RS Bopara,1,0,1,108,3,5,7,13,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
80,TT Bresnan,JR Hazlewood,RS Bopara,1,0,1,109,4,6,1,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
81,RS Bopara,JR Hazlewood,TT Bresnan,6,0,6,115,10,5,2,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
82,RS Bopara,JR Hazlewood,TT Bresnan,0,0,0,115,10,6,3,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
83,RS Bopara,JR Hazlewood,TT Bresnan,6,0,6,121,16,7,4,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
84,RS Bopara,JR Hazlewood,TT Bresnan,1,0,1,122,17,8,5,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
85,TT Bresnan,JR Hazlewood,RS Bopara,1,0,1,123,5,7,6,14,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
86,TT Bresnan,JM Muirhead,RS Bopara,1,0,1,124,6,8,1,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
87,RS Bopara,JM Muirhead,TT Bresnan,1,0,1,125,18,9,2,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
88,TT Bresnan,JM Muirhead,RS Bopara,0,0,0,125,6,9,3,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
89,TT Bresnan,JM Muirhead,RS Bopara,0,0,0,125,6,10,4,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
90,TT Bresnan,JM Muirhead,RS Bopara,1,0,1,126,7,11,5,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
91,RS Bopara,JM Muirhead,TT Bresnan,2,0,2,128,20,10,6,15,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
92,TT Bresnan,MC Henriques,RS Bopara,1,0,1,129,8,12,1,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
93,RS Bopara,MC Henriques,TT Bresnan,6,0,6,135,26,11,2,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
94,RS Bopara,MC Henriques,TT Bresnan,6,0,6,141,32,12,3,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
95,RS Bopara,MC Henriques,TT Bresnan,1,0,1,142,33,13,4,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
96,TT Bresnan,MC Henriques,RS Bopara,1,0,1,143,9,13,5,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
97,RS Bopara,MC Henriques,TT Bresnan,1,0,1,144,34,14,6,16,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
98,RS Bopara,JM Muirhead,TT Bresnan,1,0,1,145,35,15,1,17,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
99,TT Bresnan,JM Muirhead,RS Bopara,2,0,2,147,11,14,2,17,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
100,TT Bresnan,JM Muirhead,RS Bopara,0,0,0,147,11,15,3,17,-,bowled,TT Bresnan,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
101,SCJ Broad,JM Muirhead,RS Bopara,6,0,6,153,6,1,4,17,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
102,SCJ Broad,JM Muirhead,RS Bopara,1,0,1,154,7,2,5,17,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
103,RS Bopara,JM Muirhead,SCJ Broad,1,0,1,155,36,16,6,17,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
104,RS Bopara,NM Coulter-Nile,SCJ Broad,1,0,1,156,37,17,1,18,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
105,SCJ Broad,NM Coulter-Nile,RS Bopara,0,0,0,156,7,3,2,18,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
106,SCJ Broad,NM Coulter-Nile,RS Bopara,6,0,6,162,13,4,3,18,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
107,SCJ Broad,NM Coulter-Nile,RS Bopara,0,0,0,162,13,5,4,18,-,bowled,SCJ Broad,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
108,JW Dernbach,NM Coulter-Nile,RS Bopara,0,0,0,162,0,1,5,18,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
109,JW Dernbach,NM Coulter-Nile,RS Bopara,0,0,0,162,0,2,6,18,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
110,RS Bopara,DT Christian,JW Dernbach,1,0,1,163,38,18,1,19,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
111,JW Dernbach,DT Christian,RS Bopara,4,0,4,167,4,3,2,19,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
112,JW Dernbach,DT Christian,RS Bopara,1,0,1,168,5,4,3,19,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
113,RS Bopara,DT Christian,JW Dernbach,4,0,4,172,42,19,4,19,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
114,RS Bopara,DT Christian,JW Dernbach,4,0,4,176,46,20,5,19,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
115,RS Bopara,DT Christian,JW Dernbach,0,0,0,176,46,21,6,19,-,run out,JW Dernbach,AJ Finch;MS Wade,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
116,RS Bopara,JR Hazlewood,DR Briggs,0,5,5,181,46,22,1,20,wides,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
117,RS Bopara,JR Hazlewood,DR Briggs,0,0,0,181,46,23,2,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
118,RS Bopara,JR Hazlewood,DR Briggs,6,0,6,187,52,24,3,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
119,RS Bopara,JR Hazlewood,DR Briggs,0,0,0,187,52,25,4,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
120,RS Bopara,JR Hazlewood,DR Briggs,6,0,6,193,58,26,5,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
121,RS Bopara,JR Hazlewood,DR Briggs,6,0,6,199,64,27,6,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
122,RS Bopara,JR Hazlewood,DR Briggs,1,0,1,200,65,28,7,20,-,0,,,bat,Australia,2,Bellerive Oval,2014-01-29,England,Australia
