,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,CH Gayle,AD Mathews,XM Marshall,1,0,1,1,157,1,1,0,-,1.0,0,,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Left hand Bat,Right hand Bat,Right arm Medium
1,XM Marshall,AD Mathews,CH Gayle,0,0,0,1,157,0,1,1,-,2.0,bowled,XM Marshall,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Right hand Bat,Left hand Bat,Right arm Medium
2,LMP Simmons,AD Mathews,CH Gayle,0,0,0,1,157,0,1,1,-,3.0,0,,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Right hand Bat,Left hand Bat,Right arm Medium
3,LMP Simmons,AD Mathews,CH Gayle,0,0,0,1,157,0,2,2,-,4.0,bowled,LMP Simmons,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Right hand Bat,Left hand Bat,Right arm Medium
4,DJ Bravo,AD Mathews,CH Gayle,0,0,0,1,157,0,1,2,-,5.0,0,,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Right hand Bat,Left hand Bat,Right arm Medium
5,DJ Bravo,AD Mathews,CH Gayle,0,0,0,1,157,0,2,3,-,6.0,bowled,DJ Bravo,,0,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Right hand Bat,Left hand Bat,Right arm Medium
6,CH Gayle,I Udana,S Chanderpaul,0,0,0,1,157,1,2,3,-,1.0,0,,,1,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Left hand Bat,Left hand Bat,Left arm Medium
7,CH Gayle,I Udana,S Chanderpaul,0,0,0,1,157,1,3,3,-,2.0,0,,,1,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Left hand Bat,Left hand Bat,Left arm Medium
8,CH Gayle,I Udana,S Chanderpaul,0,0,0,1,157,1,4,3,-,3.0,0,,,1,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Left hand Bat,Left hand Bat,Left arm Medium
9,CH Gayle,I Udana,S Chanderpaul,0,0,0,1,157,1,5,3,-,4.0,0,,,1,field,West Indies,2,Kennington Oval,2009,06,Sri Lanka_West Indies_2009-06-19,Sri Lanka,West Indies,Sri Lanka,False,101,Left hand Bat,Left hand Bat,Left arm Medium
