,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,RJ Nicol,KMDN Kulasekara,MJ Guptill,0,0,0,0,175,0,1,0,1,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
1,RJ Nicol,KMDN Kulasekara,MJ Guptill,1,0,1,1,174,1,2,0,2,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
2,MJ Guptill,KMDN Kulasekara,RJ Nicol,0,0,0,1,174,0,1,0,3,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
3,MJ Guptill,KMDN Kulasekara,RJ Nicol,0,0,0,1,174,0,2,0,4,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
4,MJ Guptill,KMDN Kulasekara,RJ Nicol,1,0,1,2,173,1,3,0,5,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
5,RJ Nicol,KMDN Kulasekara,MJ Guptill,0,0,0,2,173,1,3,0,6,1,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
6,MJ Guptill,AD Mathews,RJ Nicol,0,0,0,2,173,1,4,0,1,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
7,MJ Guptill,AD Mathews,RJ Nicol,1,0,1,3,172,2,5,0,2,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
8,RJ Nicol,AD Mathews,MJ Guptill,1,0,1,4,171,2,4,0,3,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
9,MJ Guptill,AD Mathews,RJ Nicol,0,0,0,4,171,2,6,0,4,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
10,MJ Guptill,AD Mathews,RJ Nicol,0,0,0,4,171,2,7,0,5,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
11,MJ Guptill,AD Mathews,RJ Nicol,0,0,0,4,171,2,8,0,6,2,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
12,RJ Nicol,KMDN Kulasekara,MJ Guptill,0,1,1,5,170,2,5,0,1,3,wides,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
13,RJ Nicol,KMDN Kulasekara,MJ Guptill,0,1,1,6,169,2,6,0,2,3,legbyes,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
14,MJ Guptill,KMDN Kulasekara,RJ Nicol,4,0,4,10,165,6,9,0,3,3,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
15,MJ Guptill,KMDN Kulasekara,RJ Nicol,2,0,2,12,163,8,10,0,4,3,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
16,MJ Guptill,KMDN Kulasekara,RJ Nicol,4,0,4,16,159,12,11,0,5,3,-,0,,,bat,New Zealand,1,Pallekele International Cricket Stadium,2012,09,Sri Lanka_New Zealand_2012-09-27,tie,New Zealand,Sri Lanka,174
