,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,1,0,1,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
1,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,2,0,2,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
2,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,3,0,3,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
3,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,4,0,4,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
4,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,5,0,5,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
5,KL Rahul,WD Parnell,RG Sharma,0,0,0,0,,0,6,0,6,0,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
6,RG Sharma,K Rabada,KL Rahul,0,0,0,0,,0,1,0,1,1,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
7,RG Sharma,K Rabada,KL Rahul,0,0,0,0,,0,2,0,2,1,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
8,RG Sharma,K Rabada,KL Rahul,0,0,0,0,,0,3,0,3,1,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
9,RG Sharma,K Rabada,KL Rahul,6,0,6,6,,6,4,0,4,1,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
10,RG Sharma,K Rabada,KL Rahul,0,0,0,6,,6,5,0,5,1,0,,,-,bat,India,1,Perth Stadium,2022,10,India_South Africa_2022-10-30,South Africa,India,South Africa,False,133
