,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
54,JDP Oram,SW Tait,SB Styris,0,0,0,32,0,2,2,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
55,JDP Oram,SW Tait,SB Styris,4,0,4,36,4,3,3,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
56,JDP Oram,SW Tait,SB Styris,0,0,0,36,4,4,4,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
57,JDP Oram,SW Tait,SB Styris,0,0,0,36,4,5,5,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
58,JDP Oram,SW Tait,SB Styris,0,0,0,36,4,6,6,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
59,SB Styris,MG Johnson,JDP Oram,0,0,0,36,6,10,1,0,,,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
60,SB Styris,MG Johnson,JDP Oram,4,0,4,40,10,11,2,0,,,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
61,SB Styris,MG Johnson,JDP Oram,4,0,4,44,14,12,3,0,,,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
62,SB Styris,MG Johnson,JDP Oram,0,1,1,45,14,13,4,0,,,10,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
63,SB Styris,MG Johnson,JDP Oram,0,0,0,45,14,14,5,0,,,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
64,SB Styris,MG Johnson,JDP Oram,4,0,4,49,18,15,6,0,,,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
65,SB Styris,MG Johnson,JDP Oram,0,0,0,49,18,16,7,caught,SB Styris,NW Bracken,10,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
66,JDP Oram,SW Tait,DL Vettori,4,0,4,53,8,7,1,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
67,JDP Oram,SW Tait,DL Vettori,1,0,1,54,9,8,2,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
68,DL Vettori,SW Tait,JDP Oram,1,0,1,55,1,1,3,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
69,JDP Oram,SW Tait,DL Vettori,0,0,0,55,9,9,4,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
70,JDP Oram,SW Tait,DL Vettori,1,0,1,56,10,10,5,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
71,DL Vettori,SW Tait,JDP Oram,0,0,0,56,1,2,6,0,,,11,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
72,JDP Oram,AA Noffke,DL Vettori,0,0,0,56,10,11,1,0,,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
73,JDP Oram,AA Noffke,DL Vettori,1,0,1,57,11,12,2,0,,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
74,DL Vettori,AA Noffke,JDP Oram,2,0,2,59,3,3,3,0,,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
75,DL Vettori,AA Noffke,JDP Oram,0,0,0,59,3,4,4,bowled,DL Vettori,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
76,KD Mills,AA Noffke,JDP Oram,0,0,0,59,0,1,5,0,,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
77,KD Mills,AA Noffke,JDP Oram,0,0,0,59,0,2,6,0,,,12,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
78,JDP Oram,B Lee,KD Mills,4,0,4,63,15,13,1,0,,,13,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
79,JDP Oram,B Lee,KD Mills,1,0,1,64,16,14,2,0,,,13,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
80,KD Mills,B Lee,JDP Oram,0,0,0,64,0,3,3,0,,,13,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
81,KD Mills,B Lee,JDP Oram,0,0,0,64,0,4,4,0,,,13,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
82,KD Mills,B Lee,JDP Oram,0,0,0,64,0,5,5,0,,,13,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
83,KD Mills,B Lee,JDP Oram,0,1,1,65,0,6,6,0,,,13,legbyes,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
84,KD Mills,AA Noffke,JDP Oram,4,0,4,69,4,7,1,0,,,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
85,KD Mills,AA Noffke,JDP Oram,0,0,0,69,4,8,2,caught,KD Mills,MG Johnson,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
86,JDP Oram,AA Noffke,MR Gillespie,0,0,0,69,16,15,3,0,,,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
87,JDP Oram,AA Noffke,MR Gillespie,1,0,1,70,17,16,4,0,,,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
88,MR Gillespie,AA Noffke,JDP Oram,0,1,1,71,0,1,5,0,,,14,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
89,MR Gillespie,AA Noffke,JDP Oram,1,0,1,72,1,2,6,0,,,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
90,JDP Oram,AA Noffke,MR Gillespie,4,0,4,76,21,17,7,0,,,14,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
91,MR Gillespie,SW Tait,JDP Oram,0,0,0,76,1,3,1,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
92,MR Gillespie,SW Tait,JDP Oram,1,0,1,77,2,4,2,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
93,JDP Oram,SW Tait,MR Gillespie,2,0,2,79,23,18,3,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
94,JDP Oram,SW Tait,MR Gillespie,0,0,0,79,23,19,4,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
95,JDP Oram,SW Tait,MR Gillespie,0,0,0,79,23,20,5,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
96,JDP Oram,SW Tait,MR Gillespie,6,0,6,85,29,21,6,0,,,15,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
97,MR Gillespie,A Symonds,JDP Oram,1,0,1,86,3,5,1,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
98,JDP Oram,A Symonds,MR Gillespie,1,0,1,87,30,22,2,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
99,MR Gillespie,A Symonds,JDP Oram,1,0,1,88,4,6,3,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
100,JDP Oram,A Symonds,MR Gillespie,4,0,4,92,34,23,4,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
101,JDP Oram,A Symonds,MR Gillespie,6,0,6,98,40,24,5,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
102,JDP Oram,A Symonds,MR Gillespie,6,0,6,104,46,25,6,0,,,16,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
103,MR Gillespie,AA Noffke,JDP Oram,0,0,0,104,4,7,1,run out,MR Gillespie,A Symonds,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
104,JS Patel,AA Noffke,JDP Oram,0,0,0,104,0,1,2,0,,,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
105,JS Patel,AA Noffke,JDP Oram,0,0,0,104,0,2,3,0,,,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
106,JS Patel,AA Noffke,JDP Oram,0,0,0,104,0,3,4,0,,,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
107,JS Patel,AA Noffke,JDP Oram,0,0,0,104,0,4,5,0,,,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
108,JS Patel,AA Noffke,JDP Oram,0,0,0,104,0,5,6,0,,,17,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
109,JDP Oram,A Symonds,JS Patel,6,0,6,110,52,26,1,0,,,18,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
110,JDP Oram,A Symonds,JS Patel,2,0,2,112,54,27,2,0,,,18,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
111,JDP Oram,A Symonds,JS Patel,6,0,6,118,60,28,3,0,,,18,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
112,JDP Oram,A Symonds,JS Patel,0,4,4,122,60,29,4,0,,,18,legbyes,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
113,JDP Oram,A Symonds,JS Patel,0,0,0,122,60,30,5,0,,,18,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
114,JDP Oram,A Symonds,JS Patel,6,0,6,128,66,31,6,0,,,18,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
115,JS Patel,AA Noffke,JDP Oram,4,0,4,132,4,6,1,0,,,19,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
116,JS Patel,AA Noffke,JDP Oram,0,0,0,132,4,7,2,0,,,19,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
117,JS Patel,AA Noffke,JDP Oram,0,0,0,132,4,8,3,bowled,JS Patel,,19,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
