,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,L Vincent,B Lee,BB McCullum,0,0,0,0,0,1,1,caught,L Vincent,AC Gilchrist,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
1,BB McCullum,B Lee,JM How,1,0,1,1,1,1,2,0,,,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
2,JM How,B Lee,BB McCullum,0,0,0,1,0,1,3,0,,,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
3,JM How,B Lee,BB McCullum,0,0,0,1,0,2,4,0,,,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
4,JM How,B Lee,BB McCullum,0,0,0,1,0,3,5,0,,,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
5,JM How,B Lee,BB McCullum,0,0,0,1,0,4,6,0,,,1,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
6,BB McCullum,NW Bracken,JM How,0,0,0,1,1,2,1,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
7,BB McCullum,NW Bracken,JM How,0,1,1,2,1,3,2,0,,,2,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
8,BB McCullum,NW Bracken,JM How,0,0,0,2,1,4,3,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
9,BB McCullum,NW Bracken,JM How,0,1,1,3,1,5,4,0,,,2,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
10,BB McCullum,NW Bracken,JM How,0,0,0,3,1,6,5,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
11,BB McCullum,NW Bracken,JM How,2,0,2,5,3,7,6,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
12,BB McCullum,NW Bracken,JM How,1,0,1,6,4,8,7,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
13,JM How,NW Bracken,BB McCullum,0,0,0,6,0,5,8,0,,,2,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
14,BB McCullum,B Lee,JM How,1,0,1,7,5,9,1,0,,,3,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
15,JM How,B Lee,BB McCullum,0,0,0,7,0,6,2,0,,,3,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
16,JM How,B Lee,BB McCullum,1,0,1,8,1,7,3,0,,,3,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
17,BB McCullum,B Lee,JM How,0,0,0,8,5,10,4,0,,,3,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
18,BB McCullum,B Lee,JM How,0,4,4,12,5,11,5,0,,,3,byes,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
19,BB McCullum,B Lee,JM How,6,0,6,18,11,12,6,0,,,3,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
20,JM How,NW Bracken,BB McCullum,0,0,0,18,1,8,1,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
21,JM How,NW Bracken,BB McCullum,0,0,0,18,1,9,2,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
22,JM How,NW Bracken,BB McCullum,1,0,1,19,2,10,3,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
23,BB McCullum,NW Bracken,JM How,0,0,0,19,11,13,4,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
24,BB McCullum,NW Bracken,JM How,2,0,2,21,13,14,5,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
25,JM How,NW Bracken,BB McCullum,0,0,0,21,2,11,6,0,,,4,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
26,BB McCullum,B Lee,JM How,0,0,0,21,13,15,1,0,,,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
27,BB McCullum,B Lee,JM How,0,0,0,21,13,16,2,0,,,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
28,BB McCullum,B Lee,JM How,0,0,0,21,13,17,3,caught,BB McCullum,AC Gilchrist,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
29,JM How,B Lee,SB Styris,0,1,1,22,2,12,4,0,,,5,noballs,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
30,JM How,B Lee,SB Styris,0,1,1,23,2,13,5,0,,,5,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
31,JM How,B Lee,SB Styris,0,0,0,23,2,14,6,0,,,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
32,JM How,B Lee,SB Styris,1,0,1,24,3,15,7,0,,,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
33,SB Styris,B Lee,JM How,0,0,0,24,0,1,8,0,,,5,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
34,JM How,MG Johnson,SB Styris,0,0,0,24,3,16,1,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
35,JM How,MG Johnson,SB Styris,0,0,0,24,3,17,2,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
36,JM How,MG Johnson,SB Styris,1,0,1,25,4,18,3,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
37,SB Styris,MG Johnson,JM How,4,0,4,29,4,2,4,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
38,SB Styris,MG Johnson,JM How,0,0,0,29,4,3,5,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
39,SB Styris,MG Johnson,JM How,0,0,0,29,4,4,6,0,,,6,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
40,JM How,SW Tait,SB Styris,0,0,0,29,4,19,1,caught,JM How,AC Gilchrist,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
41,LRPL Taylor,SW Tait,SB Styris,0,0,0,29,0,1,2,0,,,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
42,LRPL Taylor,SW Tait,SB Styris,0,1,1,30,0,2,3,0,,,7,wides,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
43,LRPL Taylor,SW Tait,SB Styris,0,0,0,30,0,3,4,bowled,LRPL Taylor,,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
44,MS Sinclair,SW Tait,SB Styris,0,0,0,30,0,1,5,0,,,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
45,MS Sinclair,SW Tait,SB Styris,0,0,0,30,0,2,6,0,,,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
46,MS Sinclair,SW Tait,SB Styris,0,0,0,30,0,3,7,0,,,7,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
47,SB Styris,MG Johnson,MS Sinclair,0,0,0,30,4,5,1,0,,,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
48,SB Styris,MG Johnson,MS Sinclair,0,0,0,30,4,6,2,0,,,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
49,SB Styris,MG Johnson,MS Sinclair,0,0,0,30,4,7,3,0,,,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
50,SB Styris,MG Johnson,MS Sinclair,1,0,1,31,5,8,4,0,,,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
51,MS Sinclair,MG Johnson,SB Styris,0,0,0,31,0,4,5,caught,MS Sinclair,AC Gilchrist,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
52,JDP Oram,MG Johnson,SB Styris,0,0,0,31,0,1,6,0,,,8,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
53,SB Styris,SW Tait,JDP Oram,1,0,1,32,6,9,1,0,,,9,-,bat,Australia,2,Western Australia Cricket Association Ground,2007-12-11,Australia,New Zealand,Australia
