,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,0,0,0,0,168,0,1,0,1,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
1,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,0,0,0,0,168,0,2,0,2,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
2,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,0,0,0,0,168,0,3,0,3,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
3,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,4,0,4,4,164,4,4,0,4,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
4,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,0,0,0,4,164,4,5,0,5,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
5,Rahmanullah Gurbaz,JR Hazlewood,Usman Ghani,6,0,6,10,158,10,6,0,6,1,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
6,Usman Ghani,PJ Cummins,Rahmanullah Gurbaz,0,0,0,10,158,0,1,0,1,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
7,Usman Ghani,PJ Cummins,Rahmanullah Gurbaz,1,0,1,11,157,1,2,0,2,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
8,Rahmanullah Gurbaz,PJ Cummins,Usman Ghani,0,0,0,11,157,10,7,0,3,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
9,Rahmanullah Gurbaz,PJ Cummins,Usman Ghani,3,0,3,14,154,13,8,0,4,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
10,Usman Ghani,PJ Cummins,Rahmanullah Gurbaz,0,0,0,14,154,1,3,0,5,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
11,Usman Ghani,PJ Cummins,Rahmanullah Gurbaz,1,0,1,15,153,2,4,0,6,2,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
12,Usman Ghani,JR Hazlewood,Rahmanullah Gurbaz,0,0,0,15,153,2,5,0,1,3,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
13,Usman Ghani,JR Hazlewood,Rahmanullah Gurbaz,0,0,0,15,153,2,6,0,2,3,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
14,Usman Ghani,JR Hazlewood,Rahmanullah Gurbaz,0,0,0,15,153,2,7,1,3,3,caught,Usman Ghani,PJ Cummins,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
15,Ibrahim Zadran,JR Hazlewood,Rahmanullah Gurbaz,1,0,1,16,152,1,1,1,4,3,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
16,Rahmanullah Gurbaz,JR Hazlewood,Ibrahim Zadran,0,0,0,16,152,13,9,1,5,3,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
17,Rahmanullah Gurbaz,JR Hazlewood,Ibrahim Zadran,6,0,6,22,146,19,10,1,6,3,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
18,Ibrahim Zadran,PJ Cummins,Rahmanullah Gurbaz,0,0,0,22,146,1,2,1,1,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
19,Ibrahim Zadran,PJ Cummins,Rahmanullah Gurbaz,0,0,0,22,146,1,3,1,2,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
20,Ibrahim Zadran,PJ Cummins,Rahmanullah Gurbaz,0,0,0,22,146,1,4,1,3,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
21,Ibrahim Zadran,PJ Cummins,Rahmanullah Gurbaz,1,0,1,23,145,2,5,1,4,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
22,Rahmanullah Gurbaz,PJ Cummins,Ibrahim Zadran,2,0,2,25,143,21,11,1,5,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
23,Rahmanullah Gurbaz,PJ Cummins,Ibrahim Zadran,4,0,4,29,139,25,12,1,6,4,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
24,Ibrahim Zadran,MP Stoinis,Rahmanullah Gurbaz,2,0,2,31,137,4,6,1,1,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
25,Ibrahim Zadran,MP Stoinis,Rahmanullah Gurbaz,1,0,1,32,136,5,7,1,2,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
26,Rahmanullah Gurbaz,MP Stoinis,Ibrahim Zadran,1,0,1,33,135,26,13,1,3,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
27,Ibrahim Zadran,MP Stoinis,Rahmanullah Gurbaz,0,1,1,34,134,5,8,1,4,5,0,,,wides,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
28,Ibrahim Zadran,MP Stoinis,Rahmanullah Gurbaz,1,0,1,35,133,6,9,1,5,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
29,Rahmanullah Gurbaz,MP Stoinis,Ibrahim Zadran,2,0,2,37,131,28,14,1,6,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
30,Rahmanullah Gurbaz,MP Stoinis,Ibrahim Zadran,1,0,1,38,130,29,15,1,7,5,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
31,Rahmanullah Gurbaz,KW Richardson,Ibrahim Zadran,1,0,1,39,129,30,16,1,1,6,0,,,-,field,Afghanistan,2,Adelaide Oval,2022,11,Australia_Afghanistan_2022-11-04,Australia,Afghanistan,Australia,164
