,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
49,A Balbirnie,DJ Bravo,GJ Delany,1,0,1,58,,20,18,2,2,8,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
50,GJ Delany,DJ Bravo,A Balbirnie,1,0,1,59,,17,11,2,3,8,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
51,A Balbirnie,DJ Bravo,GJ Delany,1,0,1,60,,21,19,2,4,8,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
52,GJ Delany,DJ Bravo,A Balbirnie,1,0,1,61,,18,12,2,5,8,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
53,A Balbirnie,DJ Bravo,GJ Delany,1,0,1,62,,22,20,2,6,8,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
54,A Balbirnie,HR Walsh,GJ Delany,1,0,1,63,,23,21,2,1,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
55,GJ Delany,HR Walsh,A Balbirnie,0,0,0,63,,18,13,2,2,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
56,GJ Delany,HR Walsh,A Balbirnie,6,0,6,69,,24,14,2,3,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
57,GJ Delany,HR Walsh,A Balbirnie,6,0,6,75,,30,15,2,4,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
58,GJ Delany,HR Walsh,A Balbirnie,6,0,6,81,,36,16,2,5,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
59,GJ Delany,HR Walsh,A Balbirnie,6,0,6,87,,42,17,2,6,9,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
60,A Balbirnie,DJ Bravo,GJ Delany,1,0,1,88,,24,22,2,1,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
61,GJ Delany,DJ Bravo,A Balbirnie,0,0,0,88,,42,18,2,2,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
62,GJ Delany,DJ Bravo,A Balbirnie,1,0,1,89,,43,19,2,3,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
63,A Balbirnie,DJ Bravo,GJ Delany,4,0,4,93,,28,23,2,4,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
64,A Balbirnie,DJ Bravo,GJ Delany,1,0,1,94,,29,24,2,5,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
65,GJ Delany,DJ Bravo,A Balbirnie,1,0,1,95,,44,20,2,6,10,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
66,GJ Delany,KA Pollard,A Balbirnie,0,0,0,95,,44,21,2,1,11,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
67,GJ Delany,KA Pollard,A Balbirnie,0,0,0,95,,44,22,3,2,11,caught,GJ Delany,K Pierre,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
68,A Balbirnie,KA Pollard,HT Tector,0,0,0,95,,29,25,3,3,11,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
69,A Balbirnie,KA Pollard,HT Tector,1,0,1,96,,30,26,3,4,11,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
70,HT Tector,KA Pollard,A Balbirnie,1,0,1,97,,1,1,3,5,11,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
71,A Balbirnie,KA Pollard,HT Tector,1,0,1,98,,31,27,3,6,11,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
72,A Balbirnie,R Shepherd,HT Tector,1,0,1,99,,32,28,3,1,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
73,HT Tector,R Shepherd,A Balbirnie,1,0,1,100,,2,2,3,2,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
74,A Balbirnie,R Shepherd,HT Tector,1,0,1,101,,33,29,3,3,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
75,HT Tector,R Shepherd,A Balbirnie,1,0,1,102,,3,3,3,4,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
76,A Balbirnie,R Shepherd,HT Tector,1,0,1,103,,34,30,3,5,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
77,HT Tector,R Shepherd,A Balbirnie,6,0,6,109,,9,4,3,6,12,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
78,A Balbirnie,KA Pollard,HT Tector,2,0,2,111,,36,31,3,1,13,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
79,A Balbirnie,KA Pollard,HT Tector,0,0,0,111,,36,32,4,2,13,caught,A Balbirnie,R Shepherd,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
80,HT Tector,KA Pollard,GC Wilson,0,0,0,111,,9,5,4,3,13,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
81,HT Tector,KA Pollard,GC Wilson,1,0,1,112,,10,6,4,4,13,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
82,GC Wilson,KA Pollard,HT Tector,1,0,1,113,,1,1,4,5,13,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
83,HT Tector,KA Pollard,GC Wilson,1,0,1,114,,11,7,4,6,13,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
84,HT Tector,DJ Bravo,GC Wilson,0,1,1,115,,11,8,4,1,14,0,,,wides,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
85,HT Tector,DJ Bravo,GC Wilson,1,0,1,116,,12,9,4,2,14,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
86,GC Wilson,DJ Bravo,HT Tector,1,0,1,117,,2,2,4,3,14,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
87,HT Tector,DJ Bravo,GC Wilson,0,1,1,118,,12,10,4,4,14,0,,,legbyes,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
88,GC Wilson,DJ Bravo,HT Tector,0,0,0,118,,2,3,4,5,14,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
89,GC Wilson,DJ Bravo,HT Tector,0,1,1,119,,2,4,4,6,14,0,,,legbyes,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
90,HT Tector,DJ Bravo,GC Wilson,1,0,1,120,,13,11,4,7,14,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
91,HT Tector,KA Pollard,GC Wilson,1,0,1,121,,14,12,4,1,15,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
92,GC Wilson,KA Pollard,HT Tector,2,0,2,123,,4,5,4,2,15,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
93,GC Wilson,KA Pollard,HT Tector,1,0,1,124,,5,6,4,3,15,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
94,HT Tector,KA Pollard,GC Wilson,0,0,0,124,,14,13,4,4,15,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
95,HT Tector,KA Pollard,GC Wilson,1,0,1,125,,15,14,4,5,15,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
96,GC Wilson,KA Pollard,HT Tector,0,0,0,125,,5,7,5,6,15,bowled,GC Wilson,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
97,HT Tector,R Shepherd,GH Dockrell,1,0,1,126,,16,15,5,1,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
98,GH Dockrell,R Shepherd,HT Tector,1,0,1,127,,1,1,5,2,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
99,HT Tector,R Shepherd,GH Dockrell,1,0,1,128,,17,16,5,3,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
100,GH Dockrell,R Shepherd,HT Tector,1,0,1,129,,2,2,5,4,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
101,HT Tector,R Shepherd,GH Dockrell,2,0,2,131,,19,17,5,5,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
102,HT Tector,R Shepherd,GH Dockrell,1,0,1,132,,20,18,5,6,16,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
103,HT Tector,KA Pollard,GH Dockrell,1,0,1,133,,21,19,5,1,17,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
104,GH Dockrell,KA Pollard,HT Tector,0,0,0,133,,2,3,6,2,17,caught and bowled,GH Dockrell,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
105,HT Tector,KA Pollard,Simi Singh,1,0,1,134,,22,20,6,3,17,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
106,Simi Singh,KA Pollard,HT Tector,3,0,3,137,,3,1,6,4,17,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
107,HT Tector,KA Pollard,Simi Singh,6,0,6,143,,28,21,6,5,17,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
108,HT Tector,KA Pollard,Simi Singh,1,0,1,144,,29,22,6,6,17,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
109,HT Tector,SS Cottrell,Simi Singh,1,0,1,145,,30,23,6,1,18,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
110,Simi Singh,SS Cottrell,HT Tector,1,0,1,146,,4,2,6,2,18,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
111,HT Tector,SS Cottrell,Simi Singh,1,0,1,147,,31,24,6,3,18,0,,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
112,Simi Singh,SS Cottrell,HT Tector,0,0,0,147,,4,3,7,4,18,caught,Simi Singh,N Pooran,-,"{'by': 'West Indies', 'umpire': 'PA Gustard', 'batter': 'Simi Singh', 'decision': 'upheld'}",field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
113,BJ McCarthy,SS Cottrell,HT Tector,0,0,0,147,,0,1,8,5,18,run out,HT Tector,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
114,J Little,SS Cottrell,BJ McCarthy,0,0,0,147,,0,1,9,6,18,run out,BJ McCarthy,,-,,field,West Indies,1,"Warner Park, St Kitts",2020,01,West Indies_Ireland_2020-01-18,no result,Ireland,West Indies,,147
