,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,JM Bairstow,TG Southee,WG Jacks,4,0,4,4,135,4,1,0,1,-,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
1,JM Bairstow,TG Southee,WG Jacks,0,1,1,5,134,4,2,0,2,wides,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
2,JM Bairstow,TG Southee,WG Jacks,0,0,0,5,134,4,3,1,3,-,caught,JM Bairstow,DJ Mitchell,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
3,DJ Malan,TG Southee,WG Jacks,0,0,0,5,134,0,1,1,4,-,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
4,DJ Malan,TG Southee,WG Jacks,0,0,0,5,134,0,2,1,5,-,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
5,DJ Malan,TG Southee,WG Jacks,0,1,1,6,133,0,3,1,6,wides,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
6,DJ Malan,TG Southee,WG Jacks,1,0,1,7,132,1,4,1,7,-,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
7,WG Jacks,TG Southee,DJ Malan,1,0,1,8,131,1,1,1,8,-,0,,,0,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
8,WG Jacks,AF Milne,DJ Malan,1,0,1,9,130,2,2,1,1,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
9,DJ Malan,AF Milne,WG Jacks,0,0,0,9,130,1,5,1,2,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
10,DJ Malan,AF Milne,WG Jacks,0,0,0,9,130,1,6,1,3,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
11,DJ Malan,AF Milne,WG Jacks,0,0,0,9,130,1,7,1,4,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
12,DJ Malan,AF Milne,WG Jacks,0,1,1,10,129,1,8,1,5,wides,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
13,DJ Malan,AF Milne,WG Jacks,2,0,2,12,127,3,9,1,6,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
14,DJ Malan,AF Milne,WG Jacks,0,1,1,13,126,3,10,1,7,noballs,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
15,DJ Malan,AF Milne,WG Jacks,0,0,0,13,126,3,11,1,8,-,0,,,1,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
16,WG Jacks,TG Southee,DJ Malan,1,0,1,14,125,3,3,1,1,-,0,,,2,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
17,DJ Malan,TG Southee,WG Jacks,1,0,1,15,124,4,12,1,2,-,0,,,2,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
18,WG Jacks,TG Southee,DJ Malan,1,0,1,16,123,4,4,1,3,-,0,,,2,field,England,2,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,England,New Zealand,143
